Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl,verified_date,PatentRefs,PatentUrls,MigrateCatalogRefs,MigrateCatalogUrls
Niklas Gassner,Switzerland,Author / Contributor,University of Zurich,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Weger-Code-Based-Survey-2022.,,,,Weger-Code-Based-Survey-2022,https://arxiv.org/abs/2201.07119,,yes,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | source verified 2026-06-24 re-audit,active,,,,2026-06-24,,,,
Noboru Kunihiro,Japan,Author / Contributor,University of Tsukuba,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Springer-MathFoundations-PQC-2026.,,,,Springer-MathFoundations-PQC-2026,,,yes,Springer,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Oded Regev,Israel,Author / Contributor,"Courant Institute, NYU",Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Regev-LWE-Survey.,,,,Regev-LWE-Survey,,,yes,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Pasi Eronen,Finland,Author / Contributor,Independent,Private,Standards,Author or contributor on 1 PQC reference in the Library: RFC 5869.,,,,RFC 5869,,,yes,IETF,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
P. Webster et al.,,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: ref-webster-pinnacle.,,,,ref-webster-pinnacle,,,,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,deprecated,2026-08-09,"Name was a citation, not a person: 'P. Webster et al.' is bibliography shorthand generated from ref-webster-pinnacle, whose library authors_or_organization held the same citation form. Superseded by the row named 'Paul Webster' — the lead author, read from the document's own citation_author metadata. Kept rather than deleted per DS-series self-containment; the key must survive even though it never named a person.",,,,,,
Paul Webster,,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: ref-webster-pinnacle.,,,,ref-webster-pinnacle,,,,,"auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | Created 2026-08-09 to replace the citation-named row 'P. Webster et al.'. Lead author of ref-webster-pinnacle; full author list from the document's own citation_author metadata: Paul Webster; Lucas Berent; Omprakash Chandra; Evan T. Hockings; Nouedyn Baspin; Felix Thomsen; Samuel C. Smith; Lawrence Z. Cohen. peer_reviewed left BLANK deliberately: the cited document is a preprint (arxiv.org/abs/2602.11457), which is not peer review. Needs its own check — do not infer a rating from the citation alone.",active,,,,2026-08-09,,,,
Massimiliano Pala,Italy,Author / Contributor,OpenCA Labs,Private,Standards,Author or contributor on 1 PQC reference in the Library: IETF-LAMPS-COMPOSITE-KEM-11.,,,,IETF-LAMPS-COMPOSITE-KEM-11,,,partial,IETF,"auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | peer_reviewed=partial set 2026-08-09: Author on active Internet-Drafts only — draft-ietf-lamps-pq-composite-kem (in IETF Last Call), draft-pala-composite-crypto, and PRQP — with NO published RFCs as of 2026. Founded OpenCA in 1998. Checked rather than assumed: decades of IETF work is not the same as a credited RFC, which is what the rubric asks for.",active,,,,,,,,
Francesca Palombini,Italy,Author / Contributor,Ericsson,Private,Standards,Author or contributor on 1 PQC reference in the Library: RFC 9528.,,,,RFC 9528,,,yes,IETF,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Parisa Grayeli,USA,Author / Contributor,NIST NCCoE,Public,Standards,Author or contributor on 1 PQC reference in the Library: NIST-CSWP-36A.,,,,NIST-CSWP-36A,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Julian Parkin,,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Parkin-Julian-5g-suci.,,,,Parkin-Julian-5g-suci,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Pavol Rusnak,Czech Republic,Author / Contributor,SatoshiLabs,Private,Industry Adopter,"Author or contributor on 2 PQC references in the Library: BIP-39, BIP-44.",,,,BIP-39;BIP-44,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Edoardo Persichetti,USA,Author / Contributor,Florida Atlantic University,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: BIKE-Round4-Spec-2022.,,,,BIKE-Round4-Spec-2022,,,yes,NIST,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Philippa Coney,UK,Author / Contributor,Cambridge Centre for Alternative Finance,Academic,Industry Adopter,Author or contributor on 1 PQC reference in the Library: Cambridge-JBS-Quantum-Blockchain-2025.,,,,Cambridge-JBS-Quantum-Blockchain-2025,,,partial,Cambridge Judge Business School,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Alex Pruden,USA,Author / Contributor,Project Eleven,Private,Industry Adopter,Author or contributor on 1 PQC reference in the Library: ProjectEleven-Quantum-Threat-Blockchains-2026.,,,,ProjectEleven-Quantum-Threat-Blockchains-2026,,,no,Project Eleven,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
R. Stutz et al.,,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: ref-stutz-reuse-pubkeys.,,,,ref-stutz-reuse-pubkeys,,,,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,deprecated,2026-08-09,"Name was a citation, not a person: 'R. Stutz et al.' is bibliography shorthand generated from ref-stutz-reuse-pubkeys, whose library authors_or_organization held the same citation form. Superseded by the row named 'Rainer Stütz' — the lead author, read from the document's own citation_author metadata. Kept rather than deleted per DS-series self-containment; the key must survive even though it never named a person.",,,,,,
Rainer Stütz,,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: ref-stutz-reuse-pubkeys.,,,,ref-stutz-reuse-pubkeys,,,,,"auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | Created 2026-08-09 to replace the citation-named row 'R. Stutz et al.'. Lead author of ref-stutz-reuse-pubkeys; full author list from the document's own citation_author metadata: Rainer Stütz; Nicholas Stifter; Melitta Dragaschnig; Bernhard Haslhofer; Aljosha Judmayer. peer_reviewed left BLANK deliberately: the cited document is a preprint (arxiv.org/abs/2601.19500), which is not peer review. Needs its own check — do not infer a rating from the citation alone.",active,,,,2026-08-09,,,,
Ramana Kompella,USA,Author / Contributor,Cisco Research,Private,Industry Vendor,Author or contributor on 1 PQC reference in the Library: arXiv-2603-28728.,,,,arXiv-2603-28728,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Rasha Sinha,India,Author / Contributor,R.V. College of Engineering,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: arXiv-2403-11741.,,,,arXiv-2403-11741,,,partial,Academic,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Ray Harishankar,USA,Author / Contributor,IBM,Private,Industry Vendor,"Author or contributor on 2 PQC references in the Library: IBM-IBV-Secure-PostQuantum-2025, IBM-CBOM-Harishankar.",,,,IBM-IBV-Secure-PostQuantum-2025;IBM-CBOM-Harishankar,,,no,IBM,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Ryan Babbush,USA,Author / Contributor,Google Quantum AI,Private,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Google-QuantumAI-EC-Crypto-Quantum-2026.,,,,Google-QuantumAI-EC-Crypto-Quantum-2026,,,partial,Ethereum Foundation;Google Quantum AI,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Sharon Boeyen,Canada,Author / Contributor,Entrust,Private,Standards,Author or contributor on 1 PQC reference in the Library: RFC 5280.,,,,RFC 5280,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Scott Bradner,USA,Author / Contributor,Harvard University,Academic,Standards,Author or contributor on 1 PQC reference in the Library: RFC 2119.,,,,RFC 2119,,,partial,IETF,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Sergey Bravyi,USA,Author / Contributor,IBM Research,Private,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: ref-bravyi-quantum-memory.,,,,ref-bravyi-quantum-memory,,,yes,Nature,"auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | peer_reviewed=yes set 2026-08-09: Bravyi, Cross, Gambetta, Maslov, Rall & Yoder, 'High-threshold and low-overhead fault-tolerant quantum memory', Nature (2024) — named first author.",active,,,,,,,,
Stephen Farrell,Ireland,Author / Contributor,Trinity College Dublin,Academic,Standards,Author or contributor on 1 PQC reference in the Library: RFC 5280.,,,,RFC 5280,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Stefan Santesson,Sweden,Author / Contributor,3xA Security,Private,Standards,Author or contributor on 1 PQC reference in the Library: RFC 5280.,,,,RFC 5280,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Sean Turner,USA,Author / Contributor,sn3rd,Private,Standards,"Author or contributor on 2 PQC references in the Library: RFC 5754, RFC 9847.",,,,RFC 5754;RFC 9847,,,partial,IETF,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Sam Wilson,,Author / Contributor,Ethereum Foundation,Private,Industry Adopter,Author or contributor on 1 PQC reference in the Library: Ethereum-EIP7702.,,,,Ethereum-EIP7702,https://eips.ethereum.org/EIPS/eip-7702,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | source verified 2026-06-24 re-audit,active,,,,2026-06-24,,,,
Sandy Carielli,USA,Author / Contributor,Forrester,Private,Industry Vendor,Author or contributor on 1 PQC reference in the Library: SecBoulevard-Carielli-CryptoAgility-2025.,,,,SecBoulevard-Carielli-CryptoAgility-2025,,,no,Forrester,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Sanjeev Sharma,USA,Author / Contributor,NIST NCCoE,Public,Standards,Author or contributor on 1 PQC reference in the Library: NIST-CSWP-36A.,,,,NIST-CSWP-36A,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Santanu Ganguly,India,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026.,,,,QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026,,,yes,The Quantum Finance Boardroom,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Satoshi Nakamoto,,Author / Contributor,Bitcoin,Private,Industry Adopter,Author or contributor on 1 PQC reference in the Library: Bitcoin-Whitepaper.,,,,Bitcoin-Whitepaper,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Schroeder et al.,,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: USENIX-2024-HQC-Division-Timing.,,,,USENIX-2024-HQC-Division-Timing,,,yes,USENIX,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,deprecated,2026-08-09,"Name was a citation, not a person: 'Schroeder et al.' is bibliography shorthand generated from USENIX-2024-HQC-Division-Timing, whose library authors_or_organization held the same citation form. Superseded by the row named 'Robin Leander Schröder' — the lead author, read from the document's own citation_author metadata. Kept rather than deleted per DS-series self-containment; the key must survive even though it never named a person.",,,,,,
Robin Leander Schröder,,Author / Contributor,,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: USENIX-2024-HQC-Division-Timing.,,,,USENIX-2024-HQC-Division-Timing,,,yes,USENIX Security,"auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | Created 2026-08-09 to replace the citation-named row 'Schroeder et al.'. Lead author of USENIX-2024-HQC-Division-Timing; full author list from the document's own citation_author metadata: Robin Leander Schröder; Stefan Gast; Qian Guo. peer_reviewed=yes: USENIX Security 2024 is peer-reviewed, and this person is a named author of that document.",active,,,,2026-08-09,,,,
Sean Bowe,USA,Author / Contributor,Electric Coin Company,Private,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: BIP-39.,,,,BIP-39,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Nicolas Sendrier,France,Author / Contributor,INRIA,Public,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: BIKE-Round4-Spec-2022.,,,,BIKE-Round4-Spec-2022,,,yes,NIST,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Douglas Stebila,Canada,Author / Contributor,University of Waterloo,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: IETF-TLS-ECDHE-MLKEM-03.,,,,IETF-TLS-ECDHE-MLKEM-03,,,yes,IEEE;ACM;IETF,"auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10 | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — named co-author on multiple peer-reviewed venues: IEEE S&P 2015 (PQ key exchange for TLS from Ring-LWE), ACM CCS 2020 (KEMTLS) and its ESORICS 2021 follow-up, PQCrypto 2020; also co-author of the IETF TLS WG hybrid-key-exchange draft.",active,,,,,,,,
Tony Hansen,USA,Author / Contributor,AT&T Labs,Private,Standards,Author or contributor on 1 PQC reference in the Library: RFC 6234.,,,,RFC 6234,,,partial,IETF,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Tirumaleswar Reddy,India,Author / Contributor,Nokia,Private,Standards,Author or contributor on 1 PQC reference in the Library: draft-reddy-tls-composite-mldsa.,,,,draft-reddy-tls-composite-mldsa,,,no,IETF,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Tanja Lange,Netherlands,Author / Contributor,TU Eindhoven,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Bernstein-Lange-Fallout-2017.,,,,Bernstein-Lange-Fallout-2017,,,yes,IACR,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Tanuj Khattar,India,Author / Contributor,Google Quantum AI,Private,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Google-QuantumAI-EC-Crypto-Quantum-2026.,,,,Google-QuantumAI-EC-Crypto-Quantum-2026,,,partial,Ethereum Foundation;Google Quantum AI,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Thiago Bergamaschi,Brazil,Author / Contributor,Google Quantum AI,Private,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Google-QuantumAI-EC-Crypto-Quantum-2026.,,,,Google-QuantumAI-EC-Crypto-Quantum-2026,,,partial,Ethereum Foundation;Google Quantum AI,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Jean-Pierre Tillich,France,Author / Contributor,INRIA,Public,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: BIKE-Round4-Spec-2022.,,,,BIKE-Round4-Spec-2022,,,yes,NIST,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Tjerand Silde,Norway,Author / Contributor,NTNU,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: NTNU-PQC-Challenges-Silde.,,,,NTNU-PQC-Challenges-Silde,,,no,Academic,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Tsuyoshi Takagi,Japan,Author / Contributor,University of Tokyo,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Springer-MathFoundations-PQC-2026.,,,,Springer-MathFoundations-PQC-2026,,,yes,Springer,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Tushin Mallick,India,Author / Contributor,Georgia Tech,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: arXiv-2603-28728.,,,,arXiv-2603-28728,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Valentin Vasseur,France,Author / Contributor,INRIA,Public,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: BIKE-Round4-Spec-2022.,,,,BIKE-Round4-Spec-2022,,,yes,NIST,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Violetta Weger,Italy,Author / Contributor,TU Munich,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: Weger-Code-Based-Survey-2022.,,,,Weger-Code-Based-Survey-2022,,,yes,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Vitalik Buterin,Canada,Author / Contributor,Ethereum Foundation,Private,Industry Adopter,"Author or contributor on 4 PQC references in the Library: EIP-55, EIP-155, Ethereum-EIP4337-AA, Ethereum-EIP7702.",,,,EIP-55;EIP-155;Ethereum-EIP4337-AA;Ethereum-EIP7702,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Tim Polk,USA,Author / Contributor,NIST,Public,Standards,Author or contributor on 1 PQC reference in the Library: RFC 5280.,,,,RFC 5280,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Yoav Weiss,Israel,Author / Contributor,Ethereum Foundation,Private,Industry Adopter,Author or contributor on 1 PQC reference in the Library: Ethereum-EIP4337-AA.,,,,Ethereum-EIP4337-AA,,,no,,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Gilles Zémor,France,Author / Contributor,University of Bordeaux,Academic,Algorithm Inventor,Author or contributor on 1 PQC reference in the Library: BIKE-Round4-Spec-2022.,,,,BIKE-Round4-Spec-2022,,,yes,NIST,auto-imported from library_05092026_r5 authors_or_organization on 2026-05-10,active,,,,,,,,
Steven Paul Vaile,UK,Director,Quantum Security Defence / Applied Quantum,Public,Government,"Founder of Quantum Security Defence and Applied Quantum; global advocate for quantum safety across government, defence, and education; contributor to UK Labour-Tech ""Defend or Depend"" policy report on defence sovereignty; connects policymakers with PQC practitioners internationally.",https://ui-avatars.com/api/?name=Steven+Vaile&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.quantumsecuritydefence.com/,https://www.linkedin.com/in/stevevaile/,Labour-Tech-Defend-or-Depend-Policy-2025,https://labour-tech.org.uk/wp-content/uploads/2025/10/Labour-Tech-Defend-or-Depend-Policy-Report-1.pdf,quantum-security-defence,no,Quantum Security Defence,"FIELD CORRECTION (2026-07-17): Role corrected from 'Founder' to 'Director' -- Quantum Security Defence's own team page lists him as Director (CEO is Anna Beata Kalisz Hedegaard, listed separately) and Applied Quantum's leadership page titles him 'Consulting Director, EMEA'; no source uses 'Founder'. 'Defend or Depend' UK Labour-Tech policy report contribution independently reconfirmed. | Added 2026-05-29 from community application.",active,,,,2026-07-17,,,,
Matthew Green,United States,Associate Professor,Johns Hopkins University (Information Security Institute),Academic,Skeptic/Critic,"Cryptographic engineering researcher publicly skeptical of near-term (2029-2035) cryptographically-relevant quantum computer timelines, arguing the field lacks the ""lucrative immediate applications"" needed to reach mass-production-scale cryptanalysis; also flags that some NIST-vetted PQC candidates have shown weaknesses to classical attacks. Writes ""A Few Thoughts on Cryptographic Engineering.""",https://ui-avatars.com/api/?name=Matthew+Green&background=0b0d17&color=22d3ee&size=128&bold=true,https://blog.cryptographyengineering.com/,,,https://isi.jhu.edu/~mgreen/,,yes,IACR;USENIX,"Added 2026-07-09 (wave2 leaders.md remediation, item 5): sourced from Johns Hopkins Whiting School of Engineering faculty page and public commentary (The Register, Apr 2026 ""Cryptographers place $5,000 bet whether quantum will matter""); no keyResourceRefs — public commentary, not a library-linked authored document, so no peer_reviewed/vetting_body basis to backfill. | Independent re-check 2026-07-17: Johns Hopkins Associate Professor title and blog authorship reconfirmed; his PQC-skeptic framing is genuinely his, evidenced by a public $5,000 bet with Filippo Valsorda (Apr 2026) on whether ML-KEM or classical ECC breaks first by 2040. Could not locate the exact 'lucrative immediate applications' argument on his own blog specifically -- it traces to his public Bluesky commentary, covered by The Register, rather than a dedicated essay. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 3 — roughly 60+ peer-reviewed publications on DBLP spanning two decades, including recent papers at CRYPTO 2025, USENIX Security 2024, and PKC 2024 — independent of his blog/opinion writing.",active,,,,2026-07-17,,,,
Lori Beer,United States,Global Chief Information Officer,JPMorgan Chase,Private,Industry Adopter,"Global CIO overseeing JPMorgan Chase's quantum-security investments, including the firm's quantum-secured crypto-agile network (Q-CAN); publicly stated the firm is ""preparing a dual remediation strategy that incorporates both post-quantum cryptography and QKD.""",https://ui-avatars.com/api/?name=Lori+Beer&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.jpmorgan.com/technology/news/firm-establishes-quantum-secured-crypto-agile-network,https://www.linkedin.com/in/loribeer/,JPMorgan-RWPQC-2025,https://www.jpmorgan.com/technology/news/firm-establishes-quantum-secured-crypto-agile-network,,no,,"Added 2026-07-09 (wave2 leaders.md remediation, item 5): sourced from JPMorgan Chase's own press release announcing Q-CAN; quote independently corroborated by IoT World Today and Quantum Zeitgeist coverage of the same announcement. No keyResourceRefs — primary source is a press release, not a library-linked document.; Merged duplicate row + KeyResourceUrl remapped to library reference 2026-07-10 (N15 dangling-ref remediation); Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'JPMorgan-RWPQC-2025' is a real library reference_id that was sitting in the wrong column, not a URL. | peer_reviewed=no set 2026-08-09: Global CIO, JPMorgan Chase — an executive role. The firm's RWPQC work is credited to the institution.",active,,,,2026-07-09,,,,
Dr. Burt Kaliski Jr.,United States,Senior Vice President and Chief Technology Officer,Verisign,Private,Patent Inventor,"Inventor on a hash-based digital signature patent family for hierarchical Internet PKI (LMS/XMSS/SPHINCS+) spanning US11025407, US20210273779, and US20250392439 (2017-2025), assigned to Verisign. As Verisign's SVP & CTO, leads the company's long-term research program, industry standards engagements, university collaborations, and technical community programs.",,https://www.verisign.com/about-us/leadership/burt-kaliski/,https://www.linkedin.com/in/burtkaliskijr/,,,,yes,IETF,"auto-generated from patent record + local corroboration (2026-07-30): patent_count=3 PQC patents (all hash-based signature family, consistent assignee Verisign, Inc. across all three) via crosscheck-patents-leaders/discover_patent_inventor_candidates.py. Web double-check confirmed current role (SVP & CTO at Verisign matches patent assignee exactly, no staleness) via verisign.com/about-us/leadership/burt-kaliski/, rsaconference.com/experts/dr-burt-kaliski-jr, and Wikipedia. | peer_reviewed=yes set 2026-08-09: Author of RFC 2898 (PKCS #5: Password-Based Cryptography v2.0, 2000) and RFC 2437 (PKCS #1: RSA Cryptography Specifications v2.0, with Staddon). Published RFCs, not drafts.",active,,,,2026-07-30,20250392439;20210273779;11025407,https://patents.google.com/patent/US20250392439/en; https://patents.google.com/patent/US20210273779/en; https://patents.google.com/patent/US11025407/en,,
Prof. Jung Hee Cheon,South Korea,"Professor, Department of Mathematical Sciences",Seoul National University,Academic,Patent Inventor,"Inventor on a lattice-based (NTRU) encryption/digital-signature patent family spanning US11522718, US20210167969, and US20240205007 (2020-2024), assigned to Seoul National University R&DB Foundation. Co-creator of the CKKS homomorphic encryption scheme (2016, with Andrey Kim, Miran Kim, Yongsoo Song) underlying the HEAAN library; director of SNU's Industrial & Mathematical Data Analytics Research Center and CEO of CryptoLab.",,https://en.wikipedia.org/wiki/Jung_Hee_Cheon,,,,,yes,IACR,"auto-generated from patent record + local corroboration (2026-07-30): patent_count=3 PQC patents (all NTRU lattice-based, consistent assignee Seoul National University R&DB Foundation across all three) via crosscheck-patents-leaders/discover_patent_inventor_candidates.py. Web double-check confirmed current role (SNU Mathematical Sciences professor matches patent assignee, no staleness) via Wikipedia, Google Scholar, and DBLP; CKKS/CryptoLab details from the same sources. | peer_reviewed=yes set 2026-08-09: Cheon, Kim, Kim & Song, 'Homomorphic Encryption for Arithmetic of Approximate Numbers', ASIACRYPT 2017 — the CKKS scheme. Named first author.",active,,,,2026-07-30,20240205007;11522718;20210167969,https://patents.google.com/patent/US20240205007/en; https://patents.google.com/patent/US11522718/en; https://patents.google.com/patent/US20210167969/en,,
Jack Lloyd,,Founder & Lead Developer,Botan,Private,Open Source Maintainer,"Original author and lead maintainer of Botan, a C++ cryptography library providing PQC primitives (via GitHub Contributors API top-contributor rank, confirmed as the project's founder/lead via Botan's own site and Wikipedia).",,https://botan.randombit.net/,https://www.linkedin.com/in/jacklloyd/,,,,,,auto-generated from migrate-catalog open_source_maintainers + web double-check (2026-07-30): top GitHub contributor (github:randombit) to the botan/botan repo per enrich_migrate_open_source_maintainers.py's Phase A run. Web double-check confirmed he is the project's original author/lead developer via botan.randombit.net and en.wikipedia.org/wiki/Botan_(programming_library).,active,,,,2026-07-30,,,botan,https://github.com/randombit/botan
Matt Caswell,United Kingdom,President,OpenSSL Foundation,Private,Open Source Maintainer,OpenSSL core development team member for 10+ years; implemented TLSv1.3 in OpenSSL among other major features (via GitHub Contributors API top-contributor rank on openssl/openssl). Now President of the OpenSSL Foundation.,,https://openssl-foundation.org/about/who/,,,,,,,auto-generated from migrate-catalog open_source_maintainers + web double-check (2026-07-30): top GitHub contributor (github:mattcaswell) to the openssl/openssl repo per enrich_migrate_open_source_maintainers.py's Phase A run. Web double-check confirmed current role as OpenSSL Foundation President via openssl-foundation.org/about/management/index.html and rsaconference.com. | WebsiteUrl repointed 2026-08-09: /about/management/index.html now answers 'Not Found'. The OpenSSL Foundation moved its people listing to /about/who/.,active,,,,2026-08-09,,,openssl,https://github.com/openssl/openssl
Moreno Ambrosin,Italy,Software/Security Engineer,Google,Private,Open Source Maintainer,"Google software/security engineer with a PhD in computer science from the University of Padova; presented on the design of the Tink cryptographic library (ISE-Crypto, March 2023), which is adding post-quantum support.",,,,,,,yes,IEEE; ACM,"auto-generated from migrate-catalog open_source_maintainers + web double-check (2026-07-31): top-named GitHub contributor per enrich_migrate_open_source_maintainers.py's Phase A run. Web double-check (agent-run search, not fabricated) confirmed real, distinct identity and professional context. | peer_reviewed=yes set 2026-08-09: 'Collective Remote Attestation at the Internet of Things Scale', IEEE Communications Surveys & Tutorials (2020); 'LineSwitch', IEEE/ACM Transactions on Networking (2017); 'ODIN', ACM ToIT (2017).",active,,,,2026-07-31,,,google-tink,https://github.com/tink-crypto/tink-java
René Meusel,Germany,Senior Software Engineer,Rohde & Schwarz Cybersecurity,Private,Open Source Maintainer,"Senior software engineer at Rohde & Schwarz Cybersecurity and a credited maintainer of the Botan C++ cryptography library, which provides PQC primitives; gave a FOSDEM 2026 talk on compilers undermining cryptographic code.",,,,,,,,,"auto-generated from migrate-catalog open_source_maintainers + web double-check (2026-07-31): top-named GitHub contributor per enrich_migrate_open_source_maintainers.py's Phase A run. Web double-check (agent-run search, not fabricated) confirmed real, distinct identity and professional context.",active,,,,2026-07-31,,,botan,https://github.com/randombit/botan
Simon Warta,Germany,Software Engineer,Kullo GmbH,Private,Open Source Maintainer,Credited contributor to the Botan C++ cryptography library (CLI speed-testing and test infrastructure) via GitHub Contributors API top-contributor rank; no further independently-sourced biography found beyond his Botan and GitHub (webmaster128) presence.,,,,,,,,,"auto-generated from migrate-catalog open_source_maintainers + web double-check (2026-07-31): top-named GitHub contributor per enrich_migrate_open_source_maintainers.py's Phase A run. Web double-check (agent-run search, not fabricated) confirmed real, distinct identity and professional context.",active,,,,2026-07-31,,,botan,https://github.com/randombit/botan
