ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
EPA-America-s-Water-Infrastructure-Act-AWIA-Section-2013,EPA America's Water Infrastructure Act (AWIA) Section 2013,Compliance Frameworks,Government & Policy,governance,2,all,Develop and maintain documented Risk and Resilience Assessments (RRAs) and Emergency Response Plans (ERPs) that address cybersecurity risks to electronic and automated systems.,"requires community (drinking) water systems (CWSs) serving more than 3,300 people to develop or update risk and resilience assessments (RRAs) and emergency response plans (ERPs)... including the security of such systems",AWIA Section 2013/SDWA Section 1433: Risk and Resilience Assessments and Emergency Response Plans,https://www.epa.gov/waterresilience/awia-section-2013,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EPA-America-s-Water-Infrastructure-Act-AWIA-Section-2013,EPA America's Water Infrastructure Act (AWIA) Section 2013,Compliance Frameworks,Government & Policy,governance,2,all,"Certify completion of RRAs and ERPs to the EPA, establishing formal attestation of compliance with risk and resilience requirements.",establishes deadlines by which water systems must certify to EPA completion of the RRA and ERP.,AWIA Section 2013/SDWA Section 1433: Risk and Resilience Assessments and Emergency Response Plans,https://www.epa.gov/waterresilience/awia-section-2013,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EPA-America-s-Water-Infrastructure-Act-AWIA-Section-2013,EPA America's Water Infrastructure Act (AWIA) Section 2013,Compliance Frameworks,Government & Policy,lifecycle,2,all,Review and revise RRAs and ERPs at least once every five years to ensure continued relevance and incorporate findings from the RRA into the ERP.,"Each community water system serving more than 3,300 persons must review its RRA at least once every five years... The ERP must incorporate any revisions to the RRA.","Five-year Review, Revision and Certification Requirements",https://www.epa.gov/waterresilience/awia-section-2013,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EPA-America-s-Water-Infrastructure-Act-AWIA-Section-2013,EPA America's Water Infrastructure Act (AWIA) Section 2013,Compliance Frameworks,Government & Policy,observability,2,all,Include strategies in the ERP to aid in the detection of malevolent acts or natural hazards that threaten the security or resilience of the system.,strategies that can be used to aid in the detection of malevolent acts or natural hazards that threaten the security or resilience of the system.,"ERP Requirements and Assistance Resource for CWSs that Serve More than 3,300",https://www.epa.gov/waterresilience/awia-section-2013,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
FDA-Cybersecurity-in-Medical-Devices-Premarket-Guidance-2023,FDA — Cybersecurity in Medical Devices: Premarket Guidance 2023,Compliance Frameworks,Government & Policy,governance,2,all,Establish and document plans and procedures to provide reasonable assurance of cybersecurity for cyber devices.,"Plans and Procedures (Section 524B(b)(1))... Design, Develop, and Maintain Processes and Procedures to Provide a Reasonable Assurance of Cybersecurity",Section VII.C.1 and VII.C.2,https://www.fda.gov/media/119933/download,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
FDA-Cybersecurity-in-Medical-Devices-Premarket-Guidance-2023,FDA — Cybersecurity in Medical Devices: Premarket Guidance 2023,Compliance Frameworks,Government & Policy,inventory,2,software,Create and submit a Software Bill of Materials (SBOM) for cyber devices as part of premarket documentation.,Software Bill of Materials (SBOM) (Section 524B(b)(3)),Section VII.C.3,https://www.fda.gov/media/119933/download,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
FDA-Cybersecurity-in-Medical-Devices-Premarket-Guidance-2023,FDA — Cybersecurity in Medical Devices: Premarket Guidance 2023,Compliance Frameworks,Government & Policy,lifecycle,2,all,Document processes for managing modifications that may impact cybersecurity throughout the device lifecycle.,Modifications... Changes That May Impact Cybersecurity... Changes Unlikely to Impact Cybersecurity,Section VII.D,https://www.fda.gov/media/119933/download,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
FDA-Cybersecurity-in-Medical-Devices-Premarket-Guidance-2023,FDA — Cybersecurity in Medical Devices: Premarket Guidance 2023,Compliance Frameworks,Government & Policy,governance,2,all,Implement a Secure Product Development Framework (SPDF) to manage cybersecurity risks within the Quality Management System.,A Secure Product Development Framework (SPDF) may be one way to satisfy the QMSR,Section IV.A.1,https://www.fda.gov/media/119933/download,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
FDA-Cybersecurity-in-Medical-Devices-Premarket-Guidance-2023,FDA — Cybersecurity in Medical Devices: Premarket Guidance 2023,Compliance Frameworks,Government & Policy,observability,2,all,Include event detection and logging controls in the security architecture to monitor device activity.,Event Detection and Logging,Appendix 1,https://www.fda.gov/media/119933/download,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
FDA-Cybersecurity-in-Medical-Devices-Premarket-Guidance-2023,FDA — Cybersecurity in Medical Devices: Premarket Guidance 2023,Compliance Frameworks,Government & Policy,assurance,2,all,Conduct cybersecurity testing and submit documentation demonstrating reasonable assurance of security.,Cybersecurity Testing... Reasonable Assurance of Cybersecurity of Cyber Devices,Section V.C and Section VII.E,https://www.fda.gov/media/119933/download,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
2026-Minimum-Elements-for-a-Software-Bill-of-Materials-SBOM,2026 Minimum Elements for a Software Bill of Materials (SBOM),Compliance Frameworks,Government & Policy,inventory,3,software,"Generate SBOMs satisfying updated minimum elements, including component hashes, licenses, and dependency relationships, using machine-processable formats.",Organizations should generate SBOMs that satisfy the updated SBOM Minimum Elements... New SBOM elements... include: Component Hash Value... Component License... Component Dependency Relationship,Guidance at a Glance / Notable Updates,https://www.cisa.gov/sites/default/files/2026-07/2026_cisa_sbom_minimum_elements_508c.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
2026-Minimum-Elements-for-a-Software-Bill-of-Materials-SBOM,2026 Minimum Elements for a Software Bill of Materials (SBOM),Compliance Frameworks,Government & Policy,inventory,3,software,Request SBOMs from suppliers that satisfy the updated minimum elements to ensure supply chain transparency and risk-informed decisions.,Organizations should request SBOMs that satisfy the updated SBOM Minimum Elements.,Guidance at a Glance,https://www.cisa.gov/sites/default/files/2026-07/2026_cisa_sbom_minimum_elements_508c.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
2026-Minimum-Elements-for-a-Software-Bill-of-Materials-SBOM,2026 Minimum Elements for a Software Bill of Materials (SBOM),Compliance Frameworks,Government & Policy,inventory,3,software,"Use available tools to generate, ingest, and analyze SBOM data to support machine-speed actions and vulnerability management.","Organizations should use available tools to generate, ingest, and analyze SBOM data.",Guidance at a Glance,https://www.cisa.gov/sites/default/files/2026-07/2026_cisa_sbom_minimum_elements_508c.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
2026-Minimum-Elements-for-a-Software-Bill-of-Materials-SBOM,2026 Minimum Elements for a Software Bill of Materials (SBOM),Compliance Frameworks,Government & Policy,inventory,3,software,"Ensure SBOMs capture nested inventory structures, identifying first-party and third-party components and their subcomponents.",An SBOM is a nested inventory... Each component should have an SBOM that captures its subcomponents and the hierarchy of its dependencies.,Why SBOM: Enhancing Transparency and Security,https://www.cisa.gov/sites/default/files/2026-07/2026_cisa_sbom_minimum_elements_508c.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
2026-Minimum-Elements-for-a-Software-Bill-of-Materials-SBOM,2026 Minimum Elements for a Software Bill of Materials (SBOM),Compliance Frameworks,Government & Policy,inventory,3,software,"Include SBOM author signature, tool version, and generation context to ensure data integrity and traceability.",New SBOM elements... include: SBOM Author Signature... SBOM Tool Version... SBOM Generation Context,Notable Updates,https://www.cisa.gov/sites/default/files/2026-07/2026_cisa_sbom_minimum_elements_508c.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
2026-Minimum-Elements-for-a-Software-Bill-of-Materials-SBOM,2026 Minimum Elements for a Software Bill of Materials (SBOM),Compliance Frameworks,Government & Policy,inventory,3,software,Explicitly identify unknown information within the SBOM to maintain data quality and transparency.,Major SBOM updates... include: Explicitly Identifying Unknown Information,Notable Updates,https://www.cisa.gov/sites/default/files/2026-07/2026_cisa_sbom_minimum_elements_508c.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
2026-Minimum-Elements-for-a-Software-Bill-of-Materials-SBOM,2026 Minimum Elements for a Software Bill of Materials (SBOM),Compliance Frameworks,Government & Policy,observability,3,software,Map SBOM data to security advisories and approved software databases to detect vulnerabilities and policy drift.,"Organizations can map SBOM data to other sources, such as security advisories or organization-level approved/not approved software databases, to improve other priority practices such as secure software development or vulnerability management.",Why SBOM: Enhancing Transparency and Security,https://www.cisa.gov/sites/default/files/2026-07/2026_cisa_sbom_minimum_elements_508c.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,Technical Standards,Migration Guidance,inventory,2,all,Conduct discovery initiatives to build a comprehensive inventory of cryptographic assets and assess their relevance to PQC migration.,"A key aspect of PQC migration involves identifying and budgeting for discovery initiatives, which aim to understand the organization's cryptographic assets and their PQC relevancy. This includes building a comprehensive inventory of cryptographic use and associated assets.",Section 5,https://www.ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,Technical Standards,Migration Guidance,governance,2,all,Define PQC migration objectives based on a formal assessment of risk tolerance regarding data and asset safeguarding.,"To guide this process, organizations should clearly define their PQC migration objectives, starting with an assessment of their risk tolerance - how much risk they are willing to accept in safeguarding data and assets.",Section 2,https://www.ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,Technical Standards,Migration Guidance,lifecycle,2,keys,Prioritize cryptographic agility in protocols to support efficient key rollover and algorithm negotiation during PQC transition.,"Instead of relying solely on hybrids, protocols should prioritize cryptographic agility-embedding algorithm identifiers in keys and supporting efficient key rollover.",Section 4.1,https://www.ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,Technical Standards,Migration Guidance,lifecycle,2,certificates,"Update PKI infrastructure, including CAs and certificate formats, to handle PQC keys and certificates during the migration phase.","The PKI supporting systems needs to be updated to handle PQC keys and certificates. This involves changes to Certificate Authorities (CAs), certificate formats (e.g., X.509), and related processes.",Section 5,https://www.ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,Technical Standards,Migration Guidance,assurance,2,libraries,Align migration strategies with established standards such as FIPS and anticipate the certification process for post-quantum algorithms.,"Protocol designers are encouraged to prioritize solutions that conform to established, widely trusted standards such as FIPS. ... Migration strategies should align with guidance such as CMVP, and anticipate the certification process for post-quantum algorithms.",Section 6,https://www.ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,Technical Standards,Migration Guidance,observability,2,all,Implement continuous monitoring and evaluation to track migration progress and adapt to evolving quantum capabilities.,"Continuous monitoring and evaluation are also necessary to track migration progress and adapt to evolving quantum capabilities, requiring ongoing resource commitment and increasing hardware cost.",Section 5,https://www.ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,governance,2,all,Establish a dedicated sub-group of the NIS Cooperation Group to coordinate the development of the PQC Coordinated Implementation Roadmap and align national transition plans.,The Commission recommends that Member States... establish a sub-group of the NIS Cooperation Group... tasked to define and develop the Post-Quantum Cryptography Coordinated Implementation Roadmap,"Section 2, Paragraph (4) and (6)",https://ec.europa.eu/newsroom/dae/redirection/document/104249,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,governance,2,all,"Develop a comprehensive national strategy for PQC adoption with clear goals, milestones, and timelines, aligned with the EU Coordinated Implementation Roadmap.","This Commission Recommendation encourages Member States to develop a comprehensive strategy for the adoption of Post-Quantum Cryptography... The strategy should define clear goals, milestones, and timelines",Recital (6),https://ec.europa.eu/newsroom/dae/redirection/document/104249,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,governance,2,all,Cooperate with ENISA and cybersecurity experts to evaluate and select PQC algorithms for adoption as EU standards to ensure harmonized implementation.,"This Commission Recommendation encourages Member States to work at EU-level closely with... ENISA, on the evaluation and selection of the appropriate Post-Quantum Cryptography algorithms and their adoption as EU standards",Recital (8),https://ec.europa.eu/newsroom/dae/redirection/document/104249,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,lifecycle,2,all,"Define a coordinated implementation roadmap with a clear timeline for different phases and milestones, including the use of hybrid schemes for transition.",The Post-Quantum Cryptography Coordinated Implementation Roadmap should provide the list of actions... with a clear timeline for different phases and milestones... via hybrid schemes that may combine Post-Quantum Cryptography with existing cryptographic approaches,Recital (6) and (7),https://ec.europa.eu/newsroom/dae/redirection/document/104249,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,lifecycle,2,all,Ensure the PQC Coordinated Implementation Roadmap is available within two years of the recommendation's publication to guide national transition plans.,The Post-Quantum Cryptography Coordinated Implementation Roadmap should be available after a period of two years following the publication of this Recommendation,"Section 2, Paragraph (7)",https://ec.europa.eu/newsroom/dae/redirection/document/104249,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,assurance,2,all,Submit relevant information to the Commission upon request to enable monitoring of progress and assessment of the effectiveness of PQC transition measures.,"Member States are therefore encouraged to submit to the Commission, upon its request, all relevant information... to ensure such monitoring","Recital (11) and Section 3, Paragraph (9)",https://ec.europa.eu/newsroom/dae/redirection/document/104249,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-sfluhrer-ssh-mldsa,SSH Support of ML-DSA,Technical Standards,Migration Guidance,lifecycle,2,libraries,"Implement hedged mode for ML-DSA signature generation to mitigate side-channel attacks, as recommended for interoperable implementations.","We recommend that implementations use hedged mode, as it blocks certain side channel attacks. However, as both are interoperable, we do not place any requirement on which is used within this protocol.",Section 1.1,https://www.ietf.org/archive/id/draft-sfluhrer-ssh-mldsa-06.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-sfluhrer-ssh-mldsa,SSH Support of ML-DSA,Technical Standards,Migration Guidance,assurance,2,software,Continuously re-evaluate cryptographic algorithms and parameters to ensure they continue to provide the expected level of security against evolving threats.,Implementers and users need to continously re-evaluate that cryptographic algorithms continue to provide the expected level of security.,Section 10,https://www.ietf.org/archive/id/draft-sfluhrer-ssh-mldsa-06.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-ietf-pquip-pqc-hsm-constrained-03,Adapting Constrained Devices for Post-Quantum Cryptography,Technical Standards,Migration Guidance,inventory,2,keys,Identify and classify seeds as Critical Security Parameters (CSPs) requiring protection equivalent to private keys.,"The seed is a Critical Security Parameter (CSP) as defined in [ISO19790], from which the private key can be derived, hence it must be safeguarded with the same level of protection as a private key.",Section 3.1.1,https://www.ietf.org/archive/id/draft-ietf-pquip-pqc-hsm-constrained-05.txt,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-ietf-pquip-pqc-hsm-constrained-03,Adapting Constrained Devices for Post-Quantum Cryptography,Technical Standards,Migration Guidance,lifecycle,2,keys,"Store seeds rather than expanded private keys to minimize storage footprint, deriving keys on demand or caching them.","One mitigation of storage limitations is to store only the seed rather than the full expanded private key, as the seed is far smaller and can derive the expanded private key as necessary.",Section 3,https://www.ietf.org/archive/id/draft-ietf-pquip-pqc-hsm-constrained-05.txt,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-ietf-pquip-pqc-hsm-constrained-03,Adapting Constrained Devices for Post-Quantum Cryptography,Technical Standards,Migration Guidance,lifecycle,2,keys,Securely store seeds within a cryptographic module (hardware or software) to prevent unauthorized access.,Seeds should be securely stored within a cryptographic module of the device whether hardware or software-based to protect against unauthorized access.,Section 3.1.1,https://www.ietf.org/archive/id/draft-ietf-pquip-pqc-hsm-constrained-05.txt,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-ietf-pquip-pqc-hsm-constrained-03,Adapting Constrained Devices for Post-Quantum Cryptography,Technical Standards,Migration Guidance,lifecycle,2,keys,Design seed management to account for the non-recoverability of seeds from expanded private keys.,Implementations should account for this non-recoverability when designing seed management.,Section 3.1.1,https://www.ietf.org/archive/id/draft-ietf-pquip-pqc-hsm-constrained-05.txt,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
draft-ietf-pquip-pqc-hsm-constrained-03,Adapting Constrained Devices for Post-Quantum Cryptography,Technical Standards,Migration Guidance,lifecycle,2,software,Use hybrid signature approaches for firmware authentication to ensure backward compatibility during PQC transition.,Hybrid Signature Approaches... [Section 7.2],Section 7.2,https://www.ietf.org/archive/id/draft-ietf-pquip-pqc-hsm-constrained-05.txt,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24): extraction unsupported by source text"
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,governance,2,all,Establish a formal governance structure with defined roles and responsibilities for the PQC migration program.,0.3 Establish Governance Structure,"Phase 0 — Executive Mandate & Business Case, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,governance,2,all,"Draft and approve a program charter to define scope, authority, and objectives for the migration effort.",0.4 Draft the Program Charter,"Phase 0 — Executive Mandate & Business Case, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,governance,3,libraries,Establish governance policies to ensure the freshness and accuracy of the Cryptographic Bill of Materials (CBOM).,2.4 Establish CBOM Freshness Governance,"Phase 2 — CBOM & Documentation, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,inventory,2,all,Conduct risk-driven scoping to determine which cryptographic assets to inventory first based on criticality.,1.0 Risk-Driven Scoping — Decide What to Inventory First,"Phase 1 — Discovery & Inventory, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,inventory,3,all,Deploy layered cryptographic discovery tools to map the complete cryptographic estate automatically.,1.2 Deploy Cryptographic Discovery — Layered Approach,"Phase 1 — Discovery & Inventory, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,inventory,3,all,Establish continuous discovery processes to maintain an up-to-date view of the cryptographic estate.,1.6 Establish Continuous Discovery,"Phase 1 — Discovery & Inventory, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,inventory,3,libraries,Populate the Cryptographic Bill of Materials (CBOM) using data derived from the cryptographic inventory.,2.2 Populate CBOM from Inventory Data,"Phase 2 — CBOM & Documentation, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,lifecycle,2,all,Integrate CBOM data into operational processes to support lifecycle management and transition planning.,2.3 Integrate CBOM into Operational Processes,"Phase 2 — CBOM & Documentation, Activities",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v2.1-2026,The Applied Quantum PQC Migration Framework (v2.1),Technical Standards,Migration Guidance,governance,2,all,Establish a formal governance structure with defined program leadership and board oversight to ensure management-approved policy and clear RACI for the PQC migration program.,"Expanded Program Foundations: Governance (program leadership, board oversight, three lines of defense)... GRC Implementation (17-indicator cascading KRI framework, risk appetite statements, regulatory intelligence process, audit and assurance, GRC-SOC handoff).",Version History (v2.0 changes),https://pqcframework.com/wp-content/uploads/2026/06/applied-quantum-marin-ivezic-pqc-migration-framework-universal-2-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v2.1-2026,The Applied Quantum PQC Migration Framework (v2.1),Technical Standards,Migration Guidance,governance,2,all,"Draft and maintain a Program Charter that defines the scope, objectives, and authority of the PQC migration initiative, serving as the foundational policy document for the project.",Activities... 0.4 Draft the Program Charter,Table of contents (Phase 0),https://pqcframework.com/wp-content/uploads/2026/06/applied-quantum-marin-ivezic-pqc-migration-framework-universal-2-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24): extraction unsupported by source text"
AQ-PQC-Migration-Framework-v2.1-2026,The Applied Quantum PQC Migration Framework (v2.1),Technical Standards,Migration Guidance,governance,2,all,Implement a regulatory intelligence process and risk appetite statements within the GRC framework to align PQC migration efforts with evolving legal and compliance obligations.,"GRC Implementation (17-indicator cascading KRI framework, risk appetite statements, regulatory intelligence process, audit and assurance, GRC-SOC handoff).",Version History (v2.0 changes),https://pqcframework.com/wp-content/uploads/2026/06/applied-quantum-marin-ivezic-pqc-migration-framework-universal-2-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
AQ-PQC-Migration-Framework-v2.1-2026,The Applied Quantum PQC Migration Framework (v2.1),Technical Standards,Migration Guidance,governance,2,all,"Define and enforce vendor governance protocols to manage external constraints on migration timelines, ensuring third-party dependencies are tracked and addressed.",Key differentiators include... the emphasis on vendor governance as the primary external constraint on migration timelines,Relationship to Other Guidance,https://pqcframework.com/wp-content/uploads/2026/06/applied-quantum-marin-ivezic-pqc-migration-framework-universal-2-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
CoT-Decrypting-Future-PQC-Timelines-2026,Decrypting the Future: Global Timelines for Post-Quantum Cryptography and Why They Matter,Technical Standards,Migration Guidance,governance,2,all,Establish a risk-driven PQC transition strategy aligned with sectoral priorities and global regulatory timelines.,"The present publication is a step into supporting such a transition... re-affirming its commitment to a proactive, well-coordinated, and risk-driven transition to post-quantum cryptography.",Page 3,https://www.charteroftrust.com/wp-content/uploads/2026/04/20260115_PQC-Decrypting-the-Future_FINAL-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
CoT-Decrypting-Future-PQC-Timelines-2026,Decrypting the Future: Global Timelines for Post-Quantum Cryptography and Why They Matter,Technical Standards,Migration Guidance,governance,2,all,"Engage business leaders and risk owners to prepare for long-term quantum threats, specifically 'harvest now, decrypt later'.","business leaders, risk owners, and strategy decision-makers must prepare well in advance. The risk of future decryption of data captured today (“harvest now, decrypt later”) means...",Page 4,https://www.charteroftrust.com/wp-content/uploads/2026/04/20260115_PQC-Decrypting-the-Future_FINAL-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
CoT-Decrypting-Future-PQC-Timelines-2026,Decrypting the Future: Global Timelines for Post-Quantum Cryptography and Why They Matter,Technical Standards,Migration Guidance,governance,2,all,"Prioritize PQC migration for sectors with long data retention obligations and slow-evolving infrastructure, such as finance and government.","Financial services require immediate PQC prioritization due to long-standing data retention and confidentiality obligations... Sector infrastructure... evolve slowly, with operational life cycles that commonly extend over a decade.",Page 5,https://www.charteroftrust.com/wp-content/uploads/2026/04/20260115_PQC-Decrypting-the-Future_FINAL-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
CoT-Decrypting-Future-PQC-Timelines-2026,Decrypting the Future: Global Timelines for Post-Quantum Cryptography and Why They Matter,Technical Standards,Migration Guidance,governance,2,all,"Align PQC adoption with leading standards, notably NIST FIPS 203/204/205, to ensure national and economic security.","a sector-wide PQC adoption, following leading standards (notably NIST FIPS 203/204/205, 2025), is pivotal for national, economic, and public health security.",Page 5,https://www.charteroftrust.com/wp-content/uploads/2026/04/20260115_PQC-Decrypting-the-Future_FINAL-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
CoT-Decrypting-Future-PQC-Timelines-2026,Decrypting the Future: Global Timelines for Post-Quantum Cryptography and Why They Matter,Technical Standards,Migration Guidance,governance,2,all,Treat PQC readiness as a regulatory expectation and patient safety imperative in the healthcare sector.,PQC-readiness has rapidly transitioned from best practice to regulatory expectations and patient safety imperatives.,Page 6,https://www.charteroftrust.com/wp-content/uploads/2026/04/20260115_PQC-Decrypting-the-Future_FINAL-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
CoT-Decrypting-Future-PQC-Timelines-2026,Decrypting the Future: Global Timelines for Post-Quantum Cryptography and Why They Matter,Technical Standards,Migration Guidance,inventory,2,all,"Identify and catalog assets dependent on long-term cryptographic protection, including long-lived data, systems, and archival backups.",The following tables summarize the categories of assets most dependent on long-term cryptographic protection for each of the high priority sectors.,Page 7,https://www.charteroftrust.com/wp-content/uploads/2026/04/20260115_PQC-Decrypting-the-Future_FINAL-1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
