id,label,description,industries,countries,requires_pqc,deadline,notes,enforcement_body,library_refs,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
EUCC-V2,EUCC v2.0,EU Cybersecurity Certification Scheme Agreed Cryptographic Mechanisms v2.0,92;54,PQC-REGION-EU,yes,Ongoing (April 2025 update),EUCC Agreed Cryptographic Mechanisms v2.0 now includes PQC algorithms for EU cybersecurity certification. ENISA migrated certification pages to certification.enisa.europa.eu in 2025; old enisa.europa.eu/topics/certification/* URLs now 404.,ECCG/ENISA,EUCC v2.0 ACM,European Union:ECCG,certification_body,https://certification.enisa.europa.eu/certification-library/eucc-certification-scheme_en,compliance/EUCC-V2.html,enisa,,,url_authoritative,,cswp39:assurance,,active,,restored from archive 2026-03-05,EUCC; COMMON-CRITERIA,
BSI-PQC-ADVISORY,BSI Post-Quantum Standardization Advisory,"BSI ongoing PQC pre-standardization activity covering algorithm selection commentary, harmonization with NIST FIPS 203/204/205/206, and German-context migration recommendations. Advisory / forward-looking; tracks closely with NIST PQC programme on its own timeline.",Government & Defense;Finance & Banking;Technology;Energy & Utilities,DE,guidance,Ongoing (forward-looking advisory),Pre-standardization advisory — complements BSI TR-02102 (Algorithmenkatalog) which is the binding cryptographic recommendation.,BSI (Bundesamt für Sicherheit in der Informationstechnik),FIPS 203;FIPS 204;FIPS 205,Germany:BSI,standardization_body,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/quantentechnologien-und-post-quanten-kryptografie_node.html,compliance/BSI-PQC-ADVISORY.html,bsi,yes,,url_authoritative,85,cswp39:governance;cswp39:lifecycle,52;54;92,active,,,NIST; BSI-TR-02102; EU-BSI-PQC-Joint-Statement-2024; BSI-ANSSI-QKD-Position-2024,
PRA-SS2-21,PRA Operational Resilience (SS1/21 + cyber),"UK PRA supervisory statement on operational resilience, scoped to Tier 1/2 banks, insurers, and major investment firms. The most specific UK supervisory channel on quantum-risk timelines for financial firms.",Finance & Banking,GB,expected,Ongoing (FCA cyber guidance is referenced via PRA-supervised firms'' operational-resilience obligations),Anchor PRA supervisory statement (SS1/21 + 2024 cyber resilience update). FCA cybersecurity guidance for non-PRA-supervised firms is treated as a complementary overlay — not a separate compliance row.,Bank of England — Prudential Regulation Authority,,United Kingdom:CMORG,regulatory_body,https://www.bankofengland.co.uk/prudential-regulation,compliance/PRA-SS2-21.html,pra-uk,yes,,url_authoritative,85,cswp39:governance,52,active,,,,
ICO-UK-ENC,UK ICO Encryption Guidance (UK GDPR Art. 32),UK Information Commissioner''s Office guidance on encryption as a Reasonable Step under UK GDPR Article 32. Codifies current data-at-rest and data-in-transit cryptographic-adequacy expectations; does not mandate PQC.,Healthcare;Finance & Banking;Government & Defense;Retail;Technology,GB,no,In force (UK GDPR),PQC migration not addressed by ICO directly; UK GDPR Art. 32 reads cryptographic adequacy through industry standards (NIST / NCSC etc.). PQC adoption inherited as those references update.,UK Information Commissioner's Office,,United Kingdom:ICO,regulatory_body,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/security/encryption/,compliance/ICO-UK-ENC.html,ico-uk,yes,,url_authoritative,85,cswp39:governance,52;54;62;44,active,,,GDPR;UK GDPR,
NSM-NO-GP,NSM Grunnprinsipper for IKT-sikkerhet (Norway),Norwegian National Security Authority's foundational ICT-security principles — closest Nordic analogue to NIST CSF. NSM publishes explicit PQC positioning and is the unambiguous primary Nordic crypto-guidance authority.,Government & Defense;Energy & Utilities;Telecommunications;Finance & Banking,NO,guidance,Ongoing (latest revision tracks NIST PQC standardisation cadence),Strongest Nordic row — NSM has published explicit PQC positioning beyond the generic NIST cross-reference common to other Nordic agencies.,Nasjonal sikkerhetsmyndighet (NSM),,Norway:NSM,standardization_body,https://nsm.no/regelverk-og-hjelp/rad-og-anbefalinger/grunnprinsipper-for-ikt-sikkerhet/,compliance/NSM-NO-GP.html,nsm-norway,yes,,url_authoritative,85,cswp39:governance,92;22;51;52,active,,,NIST CSF,
MSB-SE-CYB,MSB Sweden Cyber Resilience Metodstöd,"Swedish Civil Contingencies Agency cyber-resilience guidance. MSB is the civil-contingency umbrella; for algorithm-level guidance, cross-reference MSB Metodstöd documents and NCSC-SE bulletins (which sit across SÄPO/MSB depending on topic).",Government & Defense;Energy & Utilities;Healthcare,SE,guidance,Ongoing,NCSC-SE crypto-specific guidance is the operational layer beneath MSB; PQC migration tracked via Metodstöd updates.,Myndigheten för samhällsskydd och beredskap (MSB),,Sweden:NCSC,standardization_body,https://www.ncsc.se/sv/aktuellt/kvantsaker-kryptografi/,compliance/MSB-SE-CYB.html,msb-sweden,yes,,url_authoritative,75,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92;22;62,active,,,NIS2,
NCSC-FI-PQC,NCSC-FI / Traficom Finland Cyber Security Centre Bulletins,Finnish National Cyber Security Centre (under Traficom). 'Kyberturvallisuuden tilannekuva' situational picture and technical bulletins drive PQC awareness and timing across Finnish public and critical-infrastructure sectors.,Government & Defense;Telecommunications;Energy & Utilities;Finance & Banking,FI,guidance,Ongoing,Often underrated regionally; bulletins are technically precise. PQC migration cadence tracks NIST + ENISA alignment.,NCSC-FI / Traficom,,Finland:Traficom,standardization_body,https://www.kyberturvallisuuskeskus.fi/fi/kvanttiturvalliset-algoritmit-ja-niihin-siirtyminen,compliance/NCSC-FI-PQC.html,ncsc-fi,yes,,url_authoritative,80,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92;51;22;52,active,,,NIST; CRYSTALS-Kyber-Spec-v302; CRYSTALS-Dilithium-Spec-v31; Falcon-Spec-v12; SPHINCS-Plus-Spec-v31; CISA-Quantum-Readiness-Roadmap; NL-PQC-Migration-Handbook-2024,
CHILE-ANCI,Chile ANCI Cybersecurity Standards (Ley 21.663),Chile Agencia Nacional de Ciberseguridad (established by Ley 21.663 / 2023) is the designated national cybersecurity authority. Has already issued binding technical standards across critical-information sectors.,Government & Defense;Finance & Banking;Telecommunications;Energy & Utilities,CL,expected,Ongoing (standards being issued progressively post-2024),Strongest LATAM cyber-regulator authority today — Tier 1 add per geographic-depth vetting.,Agencia Nacional de Ciberseguridad (ANCI),,Chile:Chile Govt,regulatory_body,https://www.anci.gob.cl/,,anci-chile,yes,,url_authoritative,80,cswp39:governance,92;52;51;22,active,,,,
MEXICO-CNBV-CUB,CNBV Circular Única de Bancos (Mexico),Mexican National Banking and Securities Commission cryptographic-control expectations for banks under the Circular Única de Bancos (CUB). Mature financial-sector cyber-regulation channel — preferred over fragmented NOM cyber standards.,Finance & Banking,MX,expected,Ongoing (latest CUB amendments),"Scoped to Mexican FS regulated entities. Other Mexican cyber bodies (CEDN federal, CNS NOM standards) are out of FS scope and not yet sufficiently consolidated to warrant separate rows.",Comisión Nacional Bancaria y de Valores (CNBV),,,regulatory_body,https://www.cnbv.gob.mx/,,cnbv-mexico,yes,,url_authoritative,80,cswp39:governance,52,active,,,,
ARGENTINA-ONTI,Argentina ONTI Cyber Baseline (Secretaría de Innovación Pública),Argentina Oficina Nacional de Tecnologías de Información — the correct cyber authority for federal government (AFIP is the tax authority; BCRA covers financial sector — both are separate from ONTI).,Government & Defense,AR,expected,Ongoing,"AFIP previously suggested in audit gap was wrong — AFIP is a tax authority, not a cyber regulator. ONTI is the correct government-cyber row; BCRA Comunicación A-series belongs in FS scope.",ONTI / Secretaría de Innovación Pública,,,regulatory_body,https://www.argentina.gob.ar/jefatura/innovacion-publica,compliance/ARGENTINA-ONTI.html,onti-argentina,yes,,url_authoritative,75,,92,deprecated,2026-07-16,Notes contain no PQC/crypto content (an internal correction about which Argentine agency is the right cyber-regulator reference) — not PQC-related.,,
BRAZIL-BACEN-4893,BACEN Resolution 4.893 (Brazil FS Cyber),Brazilian central bank Resolution 4.893 sets encryption requirements for financial sector institutions. Pairs with ANPD (LGPD) on data-protection cryptographic adequacy; both are well-documented and more mature than most LATAM cyber-regulator entries.,Finance & Banking,BR,expected,"Ongoing (Resolution 4.893 in force, subsequent amendments)",Companion FS row to BRAZIL-ANPD-PQC (data-protection scope). PQC migration will land via the cryptographic-adequacy clause of Resolution 4.893 as NIST + central-bank guidance converge.,Banco Central do Brasil (BACEN),,Brazil:BACEN,regulatory_body,https://www.bcb.gov.br/estabilidadefinanceira/seguranca_cibernetica,,bacen-brazil,yes,,url_authoritative,80,cswp39:governance,52,active,,,BRAZIL-ANPD-PQC;LGPD,
ID-PDP,Indonesia Personal Data Protection Law (UU PDP),Indonesia Law No. 27 of 2022 on Personal Data Protection — establishes a national data-protection regime with explicit obligations on technical and organisational security measures including encryption.,52;54;51;92,ID,no,Ongoing,UU PDP entered into force October 2022 with a two-year transition (effective enforcement October 2024). Article 35 requires controllers to implement technical safeguards including encryption proportionate to risk. BSSN (Badan Siber dan Sandi Negara) issues sectoral cryptographic guidance and has begun tracking NIST PQC selections for government systems. No explicit PQC deadline yet but HNDL exposure on long-lived government and banking records is material.,PDP Authority (under KomDigi) + BSSN,NIST-SP-800-131A-Rev3,Indonesia:BSSN,compliance_framework,https://www.bssn.go.id,,bssn-id,yes,BSSN,url_authoritative,,cswp39:governance,,active,,,Indonesia Law No. 27 of 2022 on Personal Data Protection,
TH-PDPA,Thailand Personal Data Protection Act (PDPA 2019),Thailand PDPA B.E. 2562 (2019) — comprehensive data-protection law enforced by the PDPC; requires appropriate security measures for personal data including encryption.,52;54;51;92,TH,no,Ongoing,"PDPA fully effective June 2022 after deferrals. Section 37 obliges data controllers to provide adequate security measures, with PDPC guidance pointing at internationally recognised standards (ISO 27001, NIST SP 800-series). NCSA (National Cyber Security Agency) issued a 2024 cyber resilience plan that flags post-quantum readiness for critical infrastructure (CII) sectors. ETDA is exploring PQC for the national digital signature framework.",PDPC (Thailand) + NCSA + ETDA,NIST-SP-800-131A-Rev3,Thailand:NCSA,compliance_framework,https://www.pdpc.or.th,,pdpc-th,yes,PDPC,url_authoritative,,cswp39:governance,,active,,,,
VN-CYBER,Vietnam Cybersecurity Law + Decree 13/2023,Vietnam Law on Cybersecurity (2018) plus Decree 13/2023 on Personal Data Protection — joint framework enforced by MIC and the Ministry of Public Security (A05); mandates encryption for personal data processing and cross-border transfers.,52;54;51;92,VN,no,Ongoing,Decree 13/2023/NĐ-CP took effect July 2023 and is the operative PDP instrument. Article 26 requires controllers to apply technical security measures including encryption. MIC and A05 publish cryptographic requirements for licensed services; no explicit PQC mandate yet but the Vietnam Government Cipher Commission has tracked NIST FIPS 203/204/205 selections.,MIC + A05 (Ministry of Public Security),NIST-SP-800-131A-Rev3,,compliance_framework,https://mic.gov.vn,,mic-vn,yes,MIC,url_authoritative,,cswp39:governance,,active,,,,
PH-DPA,Philippines Data Privacy Act (RA 10173),Philippines Data Privacy Act of 2012 (Republic Act No. 10173) — enforced by the National Privacy Commission (NPC); mandates encryption for sensitive personal information at rest and in transit.,52;54;51;92,PH,no,Ongoing,NPC Circular 16-01 requires AES-256 (or equivalent) for sensitive personal information held by government and material covered entities. DICT (Department of Information and Communications Technology) is the lead on national cybersecurity and tracks NIST PQC outputs for inclusion in the National Cybersecurity Plan 2023-2028. HNDL exposure on national-ID (PhilSys) and banking data is the primary near-term concern.,NPC (Philippines) + DICT,NIST-SP-800-131A-Rev3,,compliance_framework,https://www.privacy.gov.ph,compliance/PH-DPA.html,npc-ph,yes,NPC,url_authoritative,,cswp39:governance,,active,,,,
EE-CSA,Estonia Cybersecurity Act + RIA PQC Guidance,"Estonian Cybersecurity Act (2018, updated for NIS2 transposition 2024) — enforced by RIA (Information System Authority); applies to operators of essential and important services; aligns with EUCC and ENISA PQC guidance.",52;54;51;92,EE,guidance,Ongoing,"Estonia operates the most mature national digital-signature ecosystem in the EU (ID-card, Mobile-ID, Smart-ID — all eIDAS qualified). RIA has issued written guidance to qualified trust service providers (QTSPs) to begin PQC readiness assessments aligned with ENISA and ETSI TS 119 312. Estonia transposed NIS2 in 2024 with explicit reference to post-quantum migration as a ""state of the art"" obligation. No fixed PQC deadline but RIA expects QTSPs to publish PQC roadmaps by 2027.",RIA (Estonian Information System Authority),NIST-SP-800-131A-Rev3,,compliance_framework,https://www.ria.ee,compliance/EE-CSA.html,ria-ee,yes,RIA,url_authoritative,,cswp39:governance,,active,,,,
IE-NCSC,Ireland NCSC PQC Guidance + NIS2 Transposition,Irish National Cyber Security Centre PQC guidance plus NIS2 transposition via the National Cyber Security Bill 2024 — enforced by NCSC-IE under DECC; aligns with ENISA PQC guidelines and EUCC.,52;54;51;92,IE,guidance,Ongoing,"NCSC-IE published the 2023 ""Quantum Threat to Cryptography"" advisory recommending that public-sector and CII operators begin crypto inventory and PQC readiness work. Ireland transposed NIS2 via the National Cyber Security Bill 2024 (assented 2025) with a ""state of the art"" cryptography duty that explicitly contemplates PQC migration. NCSC-IE coordinates with ENISA, NCSC-UK, and BSI on cross-border guidance.",NCSC-IE (under DECC),NIST-SP-800-131A-Rev3,,compliance_framework,https://www.ncsc.gov.ie,compliance/IE-NCSC.html,ncsc-ie,yes,NCSC-IE,url_authoritative,,cswp39:governance;cswp39:inventory,,active,,,,
BE-NIS2,Belgium NIS2 Transposition + CCB Cybersecurity Strategy,Belgian NIS2 transposition (Law of 26 April 2024) + the Centre for Cybersecurity Belgium (CCB) Cybersecurity Strategy 2.0 — covers essential and important entities with explicit reference to post-quantum migration.,52;54;51;92,BE,guidance,Ongoing,Belgium transposed NIS2 via the Law of 26 April 2024 (effective 18 October 2024) with the CCB as competent authority. The CCB Cybersecurity Strategy 2.0 (2021-2025) names post-quantum cryptography as a strategic axis; the CCB has published organisational guidance for crypto-agility inventories. Belgium also hosts the EU institutions which themselves run PQC pilots under the Commission DG DIGIT.,CCB (Centre for Cybersecurity Belgium),NIST-SP-800-131A-Rev3,,compliance_framework,https://ccb.belgium.be,compliance/BE-NIS2.html,ccb-be,yes,CCB,url_authoritative,,cswp39:governance;cswp39:inventory,,active,,,NIS2,
AT-NIS2,Austria NIS2 Transposition + A-SIT Guidance,Austrian NIS2 transposition (NISG 2024) + A-SIT (Zentrum für sichere Informationstechnologie - Austria) guidance — covers operators of essential and important services; A-SIT is the recognised national crypto-evaluation body.,52;54;51;92,AT,guidance,Ongoing,"Austria transposed NIS2 via NISG 2024 with the Bundesministerium für Inneres (BMI) as competent authority and BKA as policy lead. A-SIT (jointly funded by BMF, BKA, and TU Graz) provides crypto-evaluation services for the national A-Trust QTSP and the Bürgerkarte ecosystem; A-SIT tracks ETSI/BSI PQC guidance and supports A-Trust PQC readiness planning. No fixed PQC deadline; ENISA / ETSI alignment is the operative reference.",BMI + A-SIT,NIST-SP-800-131A-Rev3,,compliance_framework,https://www.a-sit.at,compliance/AT-NIS2.html,asit-at,yes,A-SIT,url_authoritative,,cswp39:assurance;cswp39:governance,,active,,,,
PL-NCSC,Poland Cyber Security Act + NASK PQC Program,"Polish National Cybersecurity System Act (2018, NIS2 amendment 2024) — enforced by Ministry of Digital Affairs with NASK as the national CERT/research body; tracks NIST PQC for public-sector adoption.",52;54;51;92,PL,guidance,Ongoing,"Poland transposed NIS2 via a 2024 amendment to the Cybersecurity Act (Ustawa o krajowym systemie cyberbezpieczeństwa). CSIRT NASK and CSIRT GOV publish technical guidance for public-sector cryptography; NASK research division participates in EU PQC projects (PQ-REACT, EuroQCI) and the national Quantum Communications Infrastructure (PIONIER-Q) pilot. No explicit PQC deadline but public-sector procurement is expected to require crypto-agility from 2027.",Ministry of Digital Affairs + NASK,NIST-SP-800-131A-Rev3,,compliance_framework,https://www.nask.pl,compliance/PL-NCSC.html,nask-pl,yes,NASK,url_authoritative,,cswp39:governance,,active,,,,
CO-LEY1581,Colombia Habeas Data Law 1581/2012,Colombia Statutory Law 1581 of 2012 (Habeas Data) plus Decree 1377/2013 — enforced by SIC (Superintendencia de Industria y Comercio); requires adequate technical measures for personal-data security.,52;54;51;92,CO,no,Ongoing,SIC has issued external Circulares on accountability and security (including Circular 003 of 2018) that reference internationally recognised cryptography. MinTIC and ColCERT track NIST PQC outputs; the 2023 National Digital Security Policy (CONPES 3995) flags post-quantum readiness as a forward-looking priority for critical infrastructure and the digital-trust framework.,SIC + MinTIC + ColCERT,NIST-SP-800-131A-Rev3,,compliance_framework,https://www.sic.gov.co,compliance/CO-LEY1581.html,sic-co,yes,SIC,url_authoritative,,cswp39:governance,,active,,,,
PE-LDP,Peru Personal Data Protection Law (Law 29733),Peru Law No. 29733 on Personal Data Protection (2011) + Supreme Decree 003-2013-JUS — enforced by ANPD; requires technical security measures including encryption for sensitive personal data.,52;54;51;92,PE,no,Ongoing,ANPD (Autoridad Nacional de Protección de Datos Personales) operates under the Ministerio de Justicia and publishes security guidance referencing ISO 27001 and NIST SP 800-53 control families. PCM-SeGDi (Secretaría de Gobierno y Transformación Digital) leads national digital-trust strategy and tracks NIST PQC outputs through the Peru-OECD Going Digital review. No explicit PQC deadline.,ANPD (Peru) + PCM-SeGDi,NIST-SP-800-131A-Rev3,,compliance_framework,https://www.gob.pe/anpd,compliance/PE-LDP.html,anpd-pe,yes,ANPD,url_authoritative,,cswp39:governance,,active,,,,
UY-LPDP,Uruguay Personal Data Protection Law (Law 18.331),Uruguay Law 18.331 on Protection of Personal Data + URCDP guidance — enforced by the Personal Data Regulation and Control Unit (URCDP) within AGESIC; Uruguay holds an EU adequacy decision since 2012.,52;54;51;92,UY,no,Ongoing,URCDP guidance under Law 18.331 requires controllers to apply technical security measures proportionate to risk; AGESIC (Agencia para el Gobierno Electrónico y la Sociedad de la Información) operates the national PKI (raíz nacional) and tracks NIST PQC outputs for inclusion in the next root-CA refresh cycle. Uruguay is the only Latin-American country with an EU GDPR adequacy decision (renewed 2024) which provides an additional channel for aligning on ENISA PQC guidance.,URCDP + AGESIC,NIST-SP-800-131A-Rev3,Uruguay:AGESIC,compliance_framework,https://www.gub.uy/unidad-reguladora-control-datos-personales,compliance/UY-LPDP.html,urcdp-uy,yes,AGESIC,url_authoritative,,cswp39:governance;cswp39:lifecycle,,active,,,,
RU-TC26,Russia GOST Cryptography (TC 26),"Russian national cryptographic standards maintained by Technical Committee 26 (TC 26) of Rosstandart under FSB oversight — GOST R 34.10-2012 (signatures), GOST R 34.11-2012 (Streebog), GOST R 34.12-2015 (Kuznyechik/Magma).",52;54;51;92,RU,no,Ongoing,"Russia operates a separate national crypto regime: products sold into Russian regulated sectors must use FSB-certified GOST algorithms, not NIST. TC 26 has published draft post-quantum work items but no formal PQ-GOST has been standardised as of 2026; recent academic output focuses on hash-based and code-based candidates. Western PQC adoption is unlikely to apply to Russian regulated procurement.",FSB + TC 26 (Rosstandart),NIST-SP-800-131A-Rev3,Russia:TC26,compliance_framework,https://tc26.ru/standarts/,compliance/RU-TC26.html,tc26-ru,yes,TC 26,url_authoritative,60,cswp39:governance,,active,,,,
TR-KVKK,"Turkey Personal Data Protection Law (KVKK, Law 6698)","Turkey Personal Data Protection Law No. 6698 (KVKK, 2016) — enforced by the Personal Data Protection Authority (KVK Kurumu); requires technical security measures including encryption.",52;54;51;92,TR,no,Ongoing,KVKK aligned closely with EU Directive 95/46/EC and partial GDPR-style amendments were adopted in 2024 (Law 7499). KVKK Board Decision 2018/10 requires controllers to apply technical measures including encryption for sensitive personal data. BTK (Bilgi Teknolojileri ve İletişim Kurumu) regulates telecoms cryptography; TÜBİTAK BİLGEM publishes national cryptography guidance and is the lead research body tracking NIST PQC selections. No formal PQC mandate yet.,KVK Kurumu + BTK + TÜBİTAK BİLGEM,NIST-SP-800-131A-Rev3,,compliance_framework,https://www.kvkk.gov.tr,compliance/TR-KVKK.html,kvkk-tr,yes,KVK Kurumu,url_authoritative,,cswp39:governance,,active,,,,
faa-ac-119-1-ansp,FAA AC 119-1: Aircraft Network Security Program,Advisory Circular describing an acceptable means for obtaining operational authorization for an aircraft certified with a special condition related to the security of the onboard computer network.,Aerospace,US,no,Ongoing,"This AC is not mandatory and does not constitute a regulation. It does not cover physical security of the aircraft or surrounding area. It applies to 14 CFR parts 121, 121/135, 125, and 129 operators.",Federal Aviation Administration,,,compliance_framework,https://www.faa.gov/documentLibrary/media/Advisory_Circular/AC_119-1.pdf,compliance/faa-ac-119-1-ansp.pdf,faa,no,,url_authoritative,100,cswp39:governance;cswp39:observability,,active,,,RTCA-DO-355A,
etsi-tr-103949-qsc-migration,ETSI TR 103 949 QSC Migration Study,"A technical report studying the migration of Intelligent Transport Systems (ITS) and Cooperative ITS (C-ITS) to Quantum-Safe Cryptography, applying the methodology of ETSI TR 103 619.",Automotive;Transportation Systems,EU,no,,"This is a Technical Report (TR) providing a migration study and methodology application, not a binding regulatory mandate. It outlines stages for inventory and preparation but does not set a legal deadline.",ETSI,,,compliance_framework,https://www.etsi.org/deliver/etsi_tr/103900_103999/103949/01.01.01_60/tr_103949v010101p.pdf,,,no,,url_authoritative,95,cswp39:lifecycle,,deprecated,2026-05-18,"low-value: requires_pqc=no, no URL, non-binding study; superseded by ETSI-TS103744",ETSI TR 103 619,
eur-lex-42021x0387-pqc,EU PQC Compliance Record (Invalid Source),"The provided document text consists of raw PDF binary data and object streams, containing no readable regulatory text regarding post-quantum cryptography or automotive standards.",Automotive,EU;JP;KR;AU,unknown,,"The input text is a raw PDF file structure (objects, streams, xref tables) and does not contain human-readable content. No PQC requirements can be extracted from binary data.",,,,compliance_framework,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:42021X0387,,,no,,url_authoritative,0,,,deprecated,2026-05-18,invalid-source: extraction flagged as invalid; zero confidence,,
common-criteria-v3.1r5-part1,Common Criteria for Information Technology Security Evaluation (CC v3.1),"Part 1 of the Common Criteria provides the introduction and general model for the security evaluation of IT products, defining the framework for assessing security claims.",Technology;Government & Defense,AU;CA;FR;DE;JP;NL;NZ;KR;ES;SE;GB;US,no,Ongoing,The provided text is Part 1 (Introduction and general model) of CC v3.1 Revision 5. It defines the evaluation model and terminology but does not contain specific cryptographic algorithm mandates or post-quantum cryptography requirements. PQC requirements would typically be found in specific Protection Profiles or later revisions/updates not present in this text.,"Common Criteria Recognition Arrangement (CCRA) members including ASD, CSE, ANSSI, BSI, IPA, NCCSA, GCSB, NSRI, MAP/CCN, FMV, NCSC, NSA/NIST",,,technical_standard,https://www.commoncriteriaportal.org/files/ccfiles/CCPART1V3.1R5.pdf,compliance/common-criteria-v3.1r5-part1.pdf,ccra,no,,url_authoritative,95,cswp39:assurance,,active,,,ISO/IEC 15408,
cisa-pqc-initiative,CISA Post-Quantum Cryptography Initiative,CISA's initiative to unify efforts with interagency and industry partners to address threats posed by quantum computing and support the transition to post-quantum cryptography for critical infrastructure and government networks.,Government & Defense; Critical Manufacturing; Telecommunications; Technology; Energy & Utilities; Transportation Systems; Finance & Banking; Healthcare; Education; Retail & E-Commerce; Food & Agriculture; Chemical; Aerospace; Automotive,US,guidance,Ongoing,"CISAs PQC Initiative coordinates U.S. interagency and critical-infrastructure migration to the NIST PQC standards (FIPS 203/204/205, finalized Aug 2024). CISA issues advisory guidance — inventory cryptographic systems, prioritize high-impact assets, and plan migration now — but does not itself impose a mandate.",CISA,US-CISA-ACDI-Strategy-2024;US-CISA-PQC-OT-2024;CISA-Quantum-Readiness-Roadmap,United States:CISA,compliance_framework,https://www.cisa.gov/quantum,compliance/cisa-pqc-initiative.html,cisa,no,,url_authoritative,95,cswp39:governance;cswp39:inventory;cswp39:lifecycle,,active,,,NIST Post-Quantum Cryptography Standards; DHS Post-Quantum Cryptography Roadmap,
oscca-cryptographic-regulations-cn,China State Cryptography Administration Regulations,"The document outlines the regulatory framework for commercial cryptography in China, including the revised 'Regulations on the Administration of Commercial Cryptography' and specific management provisions for cryptographic use in critical information infrastructure.",Government & Defense;Technology,CN,expected,Ongoing (ICCS PQC algorithm call 2025; ~2035 national goal),China's SCA/OSCCA governs commercial cryptography; revised Commercial Cryptography regulations took effect 1 July 2023. The Institute of Commercial Cryptography Standards (ICCS) issued a national PQC algorithm call (Feb 2025); broad PQC deployment is targeted ~2035. No published GB/T PQC algorithm standard yet.,State Cryptography Administration (OSCCA),,China:ICCS,compliance_framework,http://www.oscca.gov.cn/,compliance/oscca-cryptographic-regulations-cn.html,oscca-cn,no,,url_authoritative,95,cswp39:governance,,active,,,SM9; ISO/IEC International Standard,
bsi-cc-certification,BSI Common Criteria Certification,"The BSI issues security certificates for IT products based on Common Criteria (CC) or ITSEC, involving technical testing by accredited laboratories and evaluation by the certification body.",Technology;Government & Defense,DE,no,Ongoing,"The document describes the general certification process for IT security products under Common Criteria. It does not explicitly mandate Post-Quantum Cryptography (PQC) adoption, nor does it specify PQC algorithms. It mentions mutual recognition arrangements for certificates based on ITSEC or CC.",Federal Office for Information Security (BSI),,Germany:BSI,compliance_framework,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/Zertifizierung-und-Anerkennung/Zertifizierung-von-Produkten/Zertifizierung-nach-CC/zertifizierung-nach-cc_node.html,compliance/bsi-cc-certification.html,bsi,no,,url_authoritative,95,cswp39:assurance,,active,,,Common Criteria (CC); ITSEC,
etsi-ts-104-015-qsc-hybrid-key-exchange,ETSI TS 104 015: Quantum-Safe Hybrid Key Exchanges,"Technical specification defining efficient quantum-safe hybrid key exchanges with hidden access policies, including Hybrid Traceable KEMAC and NIKE-based KEMs.",Telecommunications;Technology,EU,yes,Published v1.1.1 (Feb 2025),"This is a Technical Specification (TS), not a mandatory regulatory directive. It defines cryptographic primitives and mechanisms for quantum-safe cryptography but does not impose a legal compliance deadline.",ETSI,ETSI-TS-104-015,,technical_standard,https://www.etsi.org/deliver/etsi_ts/104000_104099/104015/01.01.01_60/ts_104015v010101p.pdf,compliance/etsi-ts-104-015-qsc-hybrid-key-exchange.pdf,etsi,no,,url_authoritative,95,cswp39:lifecycle,,active,,,FIPS-203; RFC 7748; FIPS-180-4; FIPS 202; ISO/IEC 18033-2:2006,
eu-2022-2554-cyber-resilience-act,EU Cyber Resilience Act,"Regulation (EU) 2024/2847 establishes harmonised rules for the cybersecurity of products with digital elements, requiring manufacturers to ensure security by design and by default, including protection against cryptographic vulnerabilities.",Finance & Banking;Technology;Telecommunications;Energy & Utilities;Automotive;Healthcare;Retail & E-Commerce,EU,partial,2027,"The regulation mandates high-level cybersecurity requirements for products with digital elements. While it does not explicitly mandate Post-Quantum Cryptography (PQC) by name, it requires products to be free from known vulnerabilities and to maintain security against emerging threats, which implies a need for quantum-resistant measures as they become standard. The hint indicates a focus on Finance & Banking, likely due to the critical nature of financial infrastructure products.",European Commission; National Market Surveillance Authorities,,,compliance_framework,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,,,no,,url_authoritative,85,cswp39:governance,,deprecated,2026-05-18,duplicate: EU-CRA is the canonical EU Cyber Resilience Act record; CELEX:32022R2554 is DORA not CRA,,
