source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
turkcell-iletisim-hizmetleri-as,Turkcell Iletisim Hizmetleri A.S.,Vendor,3_Supporting,,https://www.turkcell.com.tr,"Turkcell Iletisim Hizmetleri A.S. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tuta-gmbh,Tuta GmbH,Vendor,3_Supporting,,https://tuta.com,"Tuta GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tutus-data-ab,Tutus Data AB,Vendor,3_Supporting,,https://tutus.se,"Tutus Data AB — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
unassigned,Unassigned (placeholder for unmapped vendor records),Vendor,3_Supporting,,https://pqctoday.com,"Unassigned — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
unisys,Unisys,Vendor,3_Supporting,,https://www.unisys.com,"Unisys — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
utimaco-is-gmbh,Utimaco IS GmbH,Vendor,3_Supporting,,https://utimaco.com,"Utimaco IS GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
vandyke-software,VanDyke Software,Vendor,3_Supporting,,https://www.vandyke.com,"VanDyke Software — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
veeam,Veeam,Vendor,3_Supporting,,https://www.veeam.com,"Veeam — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
venafi-inc,Venafi Inc.,Vendor,3_Supporting,,https://venafi.com,"Venafi Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veracode,Veracode,Vendor,3_Supporting,,https://www.veracode.com,"Veracode — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
veracode-inc,Veracode Inc.,Vendor,3_Supporting,,https://veracode.com,"Veracode Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veracrypt-project,VeraCrypt Project,Vendor,3_Supporting,,https://veracrypt.fr,"VeraCrypt Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veridify-security-inc,Veridify Security Inc.,Vendor,3_Supporting,,https://www.veridify.com,"Veridify Security Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veritas,Veritas,Vendor,3_Supporting,,https://www.veritas.com,"Veritas — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
veritas-technologies-llc,Veritas Technologies LLC,Vendor,3_Supporting,,https://www.veritas.com,"Veritas Technologies LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
versa-networks-inc,"Versa Networks, Inc.",Vendor,3_Supporting,,https://versa-networks.com,"Versa Networks, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
viavi-solutions-inc,VIAVI Solutions Inc.,Vendor,3_Supporting,,https://viavisolutions.com,"VIAVI Solutions Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
virtru-corporation,Virtru Corporation,Vendor,3_Supporting,,https://virtru.com,"Virtru Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
vodafone-group-plc,Vodafone Group Plc,Vendor,3_Supporting,,https://www.vodafone.com,"Vodafone Group Plc — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
vultr,Vultr,Vendor,3_Supporting,,https://www.vultr.com,"Vultr — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
waltid-gmbh,walt.id GmbH,Vendor,3_Supporting,,https://walt.id,"walt.id GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
web3-foundation,Web3 Foundation,Vendor,3_Supporting,,https://web3.foundation,"Web3 Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
wind-river-systems-inc,Wind River Systems Inc.,Vendor,3_Supporting,,https://windriver.com,"Wind River Systems Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
windscribe,Windscribe,Vendor,3_Supporting,,https://windscribe.com,"Windscribe — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
winscp-project-martin-prikryl,WinSCP Project (Martin Prikryl),Vendor,3_Supporting,,https://winscp.net,"WinSCP Project (Martin Prikryl) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
wire-swiss-gmbh,Wire Swiss GmbH,Vendor,3_Supporting,,https://wire.com,"Wire Swiss GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
wireguard-project,WireGuard Project,Vendor,3_Supporting,,https://wireguard.com,"WireGuard Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
wisecure-technologies-corporation,WiSECURE Technologies Corporation,Vendor,3_Supporting,,https://www.wisecure-tech.com,"WiSECURE Technologies Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
wisekey,WISeKey,Vendor,3_Supporting,,https://wisekey.com,"WISeKey — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
wiz-inc,Wiz Inc.,Vendor,3_Supporting,,https://www.wiz.io,"Wiz Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
xwiki-sas-cryptpad,XWiki SAS (CryptPad),Vendor,3_Supporting,,https://cryptpad.org,"XWiki SAS (CryptPad) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
yubico-ab,Yubico AB,Vendor,3_Supporting,,https://yubico.com,"Yubico AB — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
zeek-project,Zeek Project,Vendor,3_Supporting,,https://zeek.org,"Zeek Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
zerotier-inc,"ZeroTier, Inc.",Vendor,3_Supporting,,https://www.zerotier.com,"ZeroTier, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
zerto,Zerto,Vendor,3_Supporting,,https://www.zerto.com,"Zerto — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
zodia-custody-ltd,Zodia Custody Ltd.,Vendor,3_Supporting,,https://zodiacustody.com,"Zodia Custody Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
zoom,Zoom,Vendor,3_Supporting,,https://zoom.us,"Zoom — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
zscaler,Zscaler Inc.,Vendor,3_Supporting,Americas,https://www.zscaler.com/,"Cloud security / SASE vendor, publishes PQC support for its Zero Trust Exchange platform",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
jisa-softech-private-limited,JISA Softech Private Limited,Vendor,3_Supporting,APAC,https://jisasoftech.com,India-based HSM and cryptographic hardware vendor; FIPS 140-3 validated LS2 HSM family.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
singlewire-software,Singlewire Software,Vendor,3_Supporting,,https://singlewire.com,US emergency notification software vendor; FIPS 140-3 validated cryptographic module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
gigamon-inc,Gigamon Inc.,Vendor,3_Supporting,,https://gigamon.com,US network visibility and observability platform vendor; FIPS 140-3 validated crypto module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
vector-informatik-gmbh,Vector Informatik GmbH,Vendor,3_Supporting,EMEA,https://vector.com,German automotive embedded software/tools vendor (vSecPrim); SLH-DSA ACVP validated.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
kaseya-us-llc,Kaseya US LLC,Vendor,3_Supporting,,https://kaseya.com,US MSP/IT management software vendor; FIPS 140-3 validated Java cryptographic module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
kioxia-corporation,KIOXIA Corporation,Vendor,3_Supporting,APAC,https://kioxia.com,Japanese semiconductor/flash memory manufacturer; FIPS 140-3 validated crypto sub-chip.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
n-able-technologies-inc,N-able Technologies Inc.,Vendor,3_Supporting,,https://n-able.com,US IT/RMM management software vendor (NYSE: NABL); FIPS 140-3 validated crypto module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
minimus,Minimus,Vendor,3_Supporting,,https://minimus.io,US cybersecurity vendor providing hardened minimal container/VM images.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
cloudian-inc,Cloudian Inc.,Vendor,3_Supporting,,https://cloudian.com,US S3-compatible object storage vendor; FIPS 140-3 validated crypto module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
secure-ic,Secure-IC,Vendor,3_Supporting,EMEA,https://secure-ic.com,French embedded security IP vendor (Secure-IC Securyzr); PQC solutions cert-validated.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
kloudfuse-inc,Kloudfuse Inc,Vendor,3_Supporting,,https://kloudfuse.com,US observability platform vendor; FIPS 140-3 validated crypto module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
hycu-inc,"HYCU, Inc.",Vendor,3_Supporting,,https://hycu.com,US backup/disaster-recovery SaaS vendor; FIPS 140-3 validated cryptographic library module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
exequantum,ExeQuantum,Vendor,3_Supporting,,https://exequantum.com,PQC-as-a-Service platform vendor (CipherForge); ML-KEM/ML-DSA implementations.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
ite-tech-inc,ITE Tech. Inc.,Vendor,3_Supporting,APAC,https://ite.com.tw,Taiwanese semiconductor/IC design vendor; FIPS 140-3 validated crypto sub-chip.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
jmem-technology,Jmem Technology,Vendor,3_Supporting,APAC,https://jmemtech.com,PUF-embedded quantum-safe cryptographic engine vendor; ACVP validated ML-DSA/ML-KEM.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
higher-ground-llc,Higher Ground LLC,Vendor,3_Supporting,,https://highergroundcomms.com,US secure communications vendor (CipherLinq); FIPS 140-3 validated crypto module.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
securemachines,SecureMachines,Vendor,3_Supporting,,https://securemachines.io,PQC cryptographic suite vendor (Prastaara); ACVP validated ML-DSA/ML-KEM/SLH-DSA.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
universidad-carlos-iii-de-madrid,Universidad Carlos III de Madrid,Vendor,3_Supporting,EMEA,https://uc3m.es,Spanish public research university; hosts the PERLab HNDL-attack simulation research tool.,Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
openjdk,OpenJDK,Open_Source_Project,2_Core,,https://openjdk.org,"The open-source reference implementation of the Java Platform, Standard Edition; JEP process for JDK feature specs.",Verified,2026-07-27,No,No,No,No,No,No,Yes,0,,None,none,Created 2026-07-27 alongside VND-518 vendor registration and the JEP-527 migrate-catalog stub row.,url_authoritative,,,,,active,,
