industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Cryptocurrency / Blockchain,CRYPTO-001,"Bitcoin ECDSA transaction hijacking: P2PK (Pay-to-Public-Key) outputs in Bitcoin expose the secp256k1 public key directly on-chain — these UTXOs are immediately quantum-vulnerable via Shor's algorithm. P2PKH and P2WPKH addresses initially expose only the public-key hash but become quantum-vulnerable after their first spend (when the public key is revealed in the signature). The combined quantum-exposed surface includes early Satoshi-era P2PK coins and any address that has ever transacted. Correction (audit 2026-05-18, verdict=misleading): Distinguish P2PK addresses (pubkey permanently exposed in UTXO, directly quantum-vulnerable) from P2PKH/P2WPKH addresses (only quantum-vulnerable after the first outbound transaction reveals the pubkey). The $718B figure needs a specific source and methodology.",Critical,"secp256k1 ECDSA, P2PK UTXOs (immediate quantum exposure), P2PKH/P2WPKH addresses post-first-spend",P2QRH (BIP-360) proposal with ML-DSA and SLH-DSA,Federal Reserve HNDL Paper,https://www.federalreserve.gov/econres/feds/harvest-now-decrypt-later-examining-post-quantum-cryptography-and-the-data-privacy-risks-for-distributed-ledger-networks.htm,65,digital-assets,federal-reserve,public/threats/CRYPTO-001.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended.,50,,active,,,
Cryptocurrency / Blockchain,CRYPTO-002,"Blockchain quantum vulnerability: Ethereum uses ECDSA secp256k1 for transaction signing. Ethereum addresses are keccak256-hashes of the public key — the public key is exposed once an account broadcasts its first outbound transaction (revealed in the ECDSA signature), creating direct Shor-attack exposure for any address that has ever transacted. The Ethereum Foundation roadmap discusses account abstraction (EIP-4337, EIP-7560) as a path toward quantum-safe wallets, but no finalized EIP mandates a PQ migration timeline. Correction (audit 2026-05-18, verdict=inaccurate): Remove EIP-7885 — verify the correct EIP number or reference Ethereum Foundation quantum research discussions. Replace 'P2PK outputs' (Bitcoin concept) with 'accounts with at least one outbound transaction (which expose the public key in the ECDSA signature)'.",Critical,"ECDSA secp256k1 transaction signing, public-key exposure on first outbound transaction, BIP-32/39/44 HD wallet derivation","Account Abstraction (EIP-4337), Verkle Trees, quantum-resistant signature schemes",Ethereum Foundation roadmap (account abstraction track),https://ethereum.org/roadmap/account-abstraction/,65,digital-assets,eth-foundation,public/threats/CRYPTO-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (Ethereum Foundation State of Eth 2.0 — substantive ETH research post vs landing.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: Ethereum.org roadmap — account-abstraction page covers the keypair/upgrade story (341 KB). The blog.ethereum.org/2024/05/30 post 404d.,50,,active,,,
Cryptocurrency / Blockchain,CRYPTO-003,"Blockchain HNDL permanence risk: Distributed ledger networks face permanent data privacy risks from harvest-now-decrypt-later attacks even with future PQC deployment. On-chain transaction data is immutable — encrypted data harvested today remains accessible to future quantum decryption. Privacy-preserving blockchain protocols (Zcash, Monero) using zero-knowledge proofs and ring signatures over elliptic-curve cryptography face structural HNDL exposure that PQC migration cannot retroactively remediate.",Critical,"RSA-2048, ECDSA, ECDH in blockchain protocols, BLS signatures","ML-KEM-1024, ML-DSA-87, SLH-DSA, validator PQC authentication",Federal Reserve Board FEDS Paper September 2025,https://www.federalreserve.gov/econres/feds/harvest-now-decrypt-later-examining-post-quantum-cryptography-and-the-data-privacy-risks-for-distributed-ledger-networks.htm,85,digital-assets|quantum-threats|data-asset-sensitivity,federal-reserve,public/threats/CRYPTO-003.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage.,60,,active,,,
Cryptocurrency / Blockchain,CRYPTO-004,"Cryptocurrency custody HSM quantum vulnerability: Institutional custody solutions managing billions in digital assets rely on secp256k1 ECDSA keys stored in HSMs. NIST PQC standardization identifies ECDSA as quantum-vulnerable. Custody HSM vendors face multi-year FIPS 140-3 recertification timelines for PQC-enabled modules, creating a gap between threat emergence and mitigation availability.",Critical,"secp256k1 ECDSA custody keys, RSA/ECDH key wrapping, HSM root keys","ML-KEM-1024, ML-DSA-87, PQC-enabled custody HSMs",Cryptocurrency Security Standard (CCSS),https://cryptoconsortium.org/standards-2/,75,digital-assets|kms-pqc|hsm-pqc,ccss,public/threats/CRYPTO-004.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,FIPS-140
Energy / Critical Infrastructure,ENERGY-001,"Smart grid AMI quantum exposure: The IEC 62351 series defines security for power systems communications — IEC 62351-3 (TLS for ICCP and station bus), IEC 62351-5 (DNP3 Secure Authentication v5), and IEC 62351-9 (key management) cover AMI meter authentication and PKI. (IEC 62351-8 is specifically the Role-Based Access Control part, not a general PKI standard.) Smart meter lifespans of 15-20 years mean meters deployed today will operate in the CRQC era. Correction (audit 2026-05-18, verdict=inaccurate): Replace IEC 62351-8 with the correct standard for AMI meter authentication: IEC 62351-3 (TLS for ICCP/power systems), IEC 62351-5 (DNP3 SA v5), IEC 62351-9 (key management). IEC 62351-8 is the RBAC part, not the PKI/certificate authentication part.",Critical,"RSA-2048 in SCADA authentication, ECDSA in IEC 61850, DNP3 Secure Authentication","IEC 62351 quantum update, ML-DSA for SCADA authentication, hybrid protocols",IEC 62351-3/-5/-9 (Power Systems Security),https://webstore.iec.ch/publication/6912,70,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|energy-utilities-pqc|network-security-pqc,iec,public/threats/ENERGY-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended.,50,,active,,,IEC-62351;IEC-61850;IEC-60870
Energy / Critical Infrastructure,ENERGY-002,Nuclear facility digital I&C quantum exposure: NRC 10 CFR 73.54 requires cybersecurity for nuclear power plant digital instrumentation and control systems. Nuclear plants operate under 40-year initial licenses with 20-year renewals (some seeking subsequent 20-year renewals to 80 years total). Digital safety systems deployed today will operate well into the CRQC era.,Critical,"Safety system digital I&C cryptography, nuclear safeguards data encryption","Defense-in-depth with ML-KEM/ML-DSA, CNSA 2.0 compliance for nuclear systems",NRC Cybersecurity Requirements (10 CFR 73.54),https://www.nrc.gov/security/cyber-security.html,80,iot-ot-pqc|compliance-strategy|energy-utilities-pqc,nrc,,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate.,60,,deprecated,2026-05-21,no downloadable proof — source URL bot-blocked or unreachable,
Energy / Critical Infrastructure,ENERGY-003,"Smart grid quantum security research: University of Toronto CA$1.45M research project identifies real-time quantum attack scenarios targeting grid controllers, smart meters, and energy routers. Over 1 billion smart meters globally will require PQC migration; many lack OTA update capability requiring physical replacement. Correction (audit 2026-05-18, verdict=unverifiable): Remove or replace the University of Toronto attribution — no verifiable published study corresponds to this specific metric.",Critical,"AMI mesh networking, smart meter PKI, PMU authentication, distribution automation","Quantum-safe AMI protocols, IEC 62351 PQC update, constrained device PQC",University of Toronto Smart Grid Security Research,https://www.utoronto.ca/news/u-t-researcher-leads-effort-protect-power-utilities-quantum-attacks,70,iot-ot-pqc|crypto-agility|energy-utilities-pqc,gri,public/threats/ENERGY-003.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit unverifiable correction appended. Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21: headless-browser snapshot via Playwright (136973 bytes).,50,,active,,,
Energy / Critical Infrastructure,ENERGY-004,"Pipeline and oil/gas SCADA quantum vulnerability: IEC 62443 governs industrial automation security for natural gas, oil, and water pipeline control systems. Equipment lifecycles of 20-30 years and air-gapped or semi-air-gapped network architectures complicate PQC migration. Pipeline SCADA systems are classified as critical infrastructure by CISA.",High,"ICS/SCADA protocols, VPN encryption for pipeline monitoring, RTU authentication","IEC 62443 PQC update, hybrid VPN protocols, ML-DSA for RTU authentication",IEC 62443 Industrial Automation Security,https://www.isa.org/standards-and-publications/isa-standards/isa-iec-62443-series-of-standards,75,iot-ot-pqc|vpn-ssh-pqc|kms-pqc|hsm-pqc|energy-utilities-pqc|network-security-pqc,iec,public/threats/ENERGY-004.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,IEC-62443
Financial Services / Banking,FIN-001,"Central bank RTGS quantum exposure: Real-Time Gross Settlement systems (Fedwire, SWIFT, CHAPS, T2 — which replaced TARGET2 in March 2023) process trillions in daily settlements. Long-term financial records may be subject to HNDL attacks. SWIFT messaging uses SWIFT's proprietary SWIFTNet PKI infrastructure (RSA-based certificates issued by SWIFT's CA + HSMs) for message authentication in correspondent banking — quantum-vulnerable like any classical PKI. Correction (audit 2026-05-18, verdict=inaccurate): Replace TARGET2 with T2 (the current Eurosystem RTGS, live March 2023). Clarify SWIFT uses its own proprietary SWIFTNet PKI infrastructure, distinct from general internet PKI.",Critical,"SWIFTNet PKI RSA certificates, Fedwire settlement certificates, T2 (Eurosystem RTGS) authentication, central bank RTGS keying material","ML-KEM-1024, ML-DSA-87, hybrid TLS 1.3, HQC",Bank for International Settlements Project Leap Phase 2,https://www.bis.org/publ/othp107.htm,65,tls-basics|kms-pqc|hsm-pqc|hybrid-crypto|emv-payment-pqc,bis,public/threats/FIN-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended.,50,,active,,,
Financial Services / Banking,FIN-002,"Harvest Now Decrypt Later (HNDL) attacks targeting long-lived financial data including transaction records and settlement logs. Financial instruments with 20-50 year tenors (sovereign bonds, pension fund portfolios, infrastructure finance) are negotiated and documented with current cryptographic protection. Settlement records encrypted today remain sensitive throughout contract lifetime. Cryptocurrency networks face structural HNDL exposure since on-chain data is immutable and future PQC deployment cannot retroactively secure historic ciphertexts.",Critical,"RSA-2048, ECDSA, ECDH, ECC-256/384","ML-KEM-1024, ML-DSA-87, SLH-DSA, AES-256",Federal Reserve Board FEDS Paper September 2025,https://www.federalreserve.gov/econres/feds/harvest-now-decrypt-later-examining-post-quantum-cryptography-and-the-data-privacy-risks-for-distributed-ledger-networks.htm,90,quantum-threats|pqc-risk-management|data-asset-sensitivity,federal-reserve,public/threats/FIN-002.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage.,60,,active,,,
Financial Services / Banking,FIN-003,"Banking regulatory compliance quantum gap: The Basel Committee on Banking Supervision (BCBS) has not yet mandated PQC migration timelines for internationally active banks. Bank stress tests and resolution planning documents encrypted today have multi-decade regulatory retention requirements. BIS Papers No. 149 (""Quantum computing and the financial system: opportunities and risks"", October 2024) examines quantum computing risks to financial stability. Correction (audit 2026-05-18, verdict=inaccurate): Correct the BCBS working paper number — WP 149 covers DLT supervisory considerations, not quantum computing. The relevant BIS quantum computing paper is BIS Papers No. 149 ('Quantum computing and the financial system: opportunities and risks', October 2024) — note this is 'BIS Papers', not 'BCBS Working Paper'.",High,"G7 financial infrastructure, cross-border payment systems, correspondent banking TLS","ML-KEM, ML-DSA, hybrid implementations, coordinated G7 PQC standards",BIS Papers No. 149 on Quantum Computing (Oct 2024),https://www.bis.org/publ/bppdf/bispap149.pdf,65,compliance-strategy|migration-program|pqc-governance,bis,public/threats/FIN-003.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; source_url replaced (Was pointing at BIS WP1237 (green-transition macroeconomics). Correct ref is BIS Papers No. 149 ""Quantum computing and the financial system"" (Oct 2024).).",50,,active,,,
Financial Services / Banking,FIN-004,"Payment card quantum vulnerability: TLS 1.2 minimum has been PCI DSS policy since 2018 (PCI DSS 3.2.1) for card data environments. PCI DSS 4.0 future-dated Requirement 12.3.3 (documented cipher suite inventory + weak cryptography remediation plan) became firm on April 1, 2025; PCI SSC has published PQC guidance but PCI DSS 4.0 does not mandate PQC algorithms. EMVCo specifications for chip card authentication use RSA (with ECDSA in newer contactless implementations). Correction (audit 2026-05-18, verdict=misleading): TLS 1.2 floor has been PCI DSS policy since 2018. PCI DSS 4.0 Requirement 12.3.3 (cipher suite inventory and remediation plan) became a firm requirement April 1, 2025. Distinguish these two timelines.",Critical,"RSA key wrapping in HSM backups, ECDH key agreement, archived master keys","ML-KEM-1024 per NIST SP 800-227, AES-256-GCM key wrapping",NIST SP 800-227 KEM Recommendations,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-227.pdf,70,kms-pqc|hsm-pqc|hybrid-crypto,nist-csrc,public/threats/FIN-004.pdf,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (SP 800-227 KEM Recommendations — final PDF (published Sept 2025).).,75,,active,,,SP-800-227
Financial Services / Banking,FIN-005,"FS-ISAC PQC migration urgency warning: Financial Services Information Sharing and Analysis Center (September 2025) warns that financial sector organizations have not defined or allocated resources for quantum-resistant migration, compressing transition into unrealistically short timeframes. Without immediate action, roadmap collapse by 2030 compliance deadlines is likely. Correction (audit 2026-05-18, verdict=unverifiable): Verify the FS-ISAC publication date and title. If September 2025 is a future-dated reference, it should be cited as 'anticipated' or the actual publication confirmed.",High,"RSA, ECC, TLS 1.2/1.3 key exchange, PKI certificates across financial infrastructure","ML-KEM, ML-DSA, hybrid implementations, immediate cryptographic inventory",FS-ISAC — The Timeline for Post Quantum Cryptographic Migration,https://www.fsisac.com/newsroom/fs-isac-urges-global-coordination-for-migration-to-post-quantum-cryptography-in-financial-services,70,pqc-business-case|migration-program|pqc-risk-management|crypto-agility,fs-isac,public/threats/FIN-005.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit unverifiable correction appended.,50,,active,,,
Financial Services / Banking,AUS-FIN-001,"APRA CPS 234 quantum exposure for Australian banks and insurers: Australia's Big Four banks (CBA, NAB, ANZ, Westpac) and major superannuation funds operate PKI infrastructure under APRA CPS 234. RSA-2048 and ECDSA P-256 certificates are standard across Australian financial services. CPS 234 requires information asset classification and control testing under APRA prudential standards; ASD ISM-1490 mandates AES-256 for data at SECRET classification but no Australian standard yet mandates PQC migration timelines for the financial sector. Correction (audit 2026-05-18, verdict=inaccurate): Remove 'ASD ISM-1917' — cite ISM-1490 for AES-256 requirement and relevant key management controls instead.",High,"Core banking TLS, SWIFT messaging encryption, customer data stores, digital banking certificates, inter-bank settlement authentication","ML-KEM-1024 for TLS key exchange, ML-DSA-87 for certificate signing; hybrid schemes during transition per FS-ISAC guidance",APRA CPS 234 + ASD ISM,https://www.apra.gov.au/information-security,75,kms-pqc|tls-basics|hsm-pqc|emv-payment-pqc|hybrid-crypto,acsc,public/threats/AUS-FIN-001.html,yes,APRA,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; dead URL replaced (Original /cps-234-information-security path 404s. /information-security is the current landing.).,75,,active,,,
Financial Services / Banking,AUS-FIN-002,RBA RITS settlement system HNDL risk: The Reserve Bank of Australia's Reserve Bank Information and Transfer System (RITS) processes high-value interbank settlement transactions. Long-term financial records encrypted today may be vulnerable to harvest-now-decrypt-later attacks. BIS Project Leap Phase 2 (2024) explored PQC for central bank settlement systems.,High,"RITS interbank settlement authentication, RBA PKI, SWIFT GPI encryption, AUD correspondent banking TLS","ML-KEM-1024 for settlement channel key exchange, ML-DSA-87 for transaction signing; RBA PQC transition aligned with BIS Project Leap findings",BIS Project Leap Phase 2 + FS-ISAC PQC Migration Timeline,https://www.bis.org/publ/bppdf/bispap149.pdf,70,kms-pqc|tls-basics|emv-payment-pqc|hybrid-crypto,bis,public/threats/AUS-FIN-002.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; local_file wired to existing public/threats/AUS-FIN-002.html; source_url replaced (work1237 = green transitions (wrong topic). Use BIS Papers 149 (quantum + financial system).). Editorial 2026-05-21: dropped redundant Correction sentence — original prose already said ""Reserve Bank Information and Transfer System"" (audit erroneously flagged it).",50,,active,,,
