product_id,software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,purl_coverage_flag,data_quality_notes
secqai-q-locked-tpm-taiwan-tsmc,SECQAI Q-Locked TPM (Taiwan/TSMC),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SECQAI Q-Locked TPM (Taiwan/TSMC)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sectigo-2026-predictions,Sectigo 2026 Predictions,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Sectigo 2026 Predictions'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sectigo-cert-manager-2026,Sectigo Cert Manager 2026,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Sectigo Cert Manager 2026'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sectigo-certificate-manager,Sectigo Certificate Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Sectigo Certificate Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sectigo-certificate-manager-scm,Sectigo Certificate Manager (SCM),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Sectigo Certificate Manager (SCM)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
secunet-sina-pqc-components,Secunet SINA PQC Components,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Secunet SINA PQC Components'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
secure-ic-securyzr,Secure-IC Securyzr,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Secure-IC Securyzr'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
securosys-cloudhsm,Securosys CloudHSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Securosys CloudHSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
securosys-primus-cybervault-pqc,Securosys Primus CyberVault PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Securosys Primus CyberVault PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
securosys-primus-hsm,Securosys Primus HSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Securosys Primus HSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
senetas-cn7000-series,Senetas CN7000 Series,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Senetas CN7000 Series'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sequoia-pgp-pqc,Sequoia-PGP PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Sequoia-PGP PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sequre-quantum-chile,Sequre Quantum (Chile),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Sequre Quantum (Chile)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
session-protocol-v2-pqc,Session Protocol V2 PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Session Protocol V2 PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
siemens-sinema-remote-connect,Siemens SINEMA Remote Connect,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Siemens SINEMA Remote Connect'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
signal,Signal,pkg:github/signalapp/libsignal,github,signalapp,libsignal,exact,matched,https://github.com/signalapp/libsignal,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
signiant-media-shuttle,Signiant Media Shuttle,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Signiant Media Shuttle'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
signquantum-pqc-e-signature,SignQuantum PQC E-Signature,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SignQuantum PQC E-Signature'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
signserver,SignServer,pkg:github/Keyfactor/signserver-ce,github,Keyfactor,signserver-ce,exact,matched,https://github.com/Keyfactor/signserver-ce,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
sigstore-cosign,sigstore/cosign,pkg:github/sigstore/cosign,github,sigstore,cosign,exact,matched,https://github.com/sigstore/cosign,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
simplex-chat-pqc,SimpleX Chat PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SimpleX Chat PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
singtel-quantum-safe-network,Singtel Quantum-Safe Network,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Singtel Quantum-Safe Network'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sk-telecom-5g-pqc-sim,SK Telecom 5G PQC SIM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SK Telecom 5G PQC SIM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
smallstep-certificate-authority,smallstep Certificate Authority,pkg:github/smallstep/certificates,github,smallstep,certificates,exact,matched,https://github.com/smallstep/certificates,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
snort-ids-ips,Snort IDS/IPS,pkg:github/snort3/snort3,github,snort3,snort3,exact,matched,https://github.com/snort3/snort3,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
soc-2-quantum-trust-criteria,SOC 2 (Quantum Trust Criteria),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SOC 2 (Quantum Trust Criteria)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
softhsm2,SoftHSM2,pkg:github/opendnssec/SoftHSMv2,github,opendnssec,SoftHSMv2,exact,matched,https://github.com/opendnssec/SoftHSMv2,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
solana,Solana,pkg:github/solana-labs/solana,github,solana-labs,solana,exact,matched,https://github.com/solana-labs/solana,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
sonatype-nexus,Sonatype Nexus,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Sonatype Nexus'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
soti-mobicontrol,SOTI MobiControl,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SOTI MobiControl'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
spain-quantum-strategy-eur-808m,Spain Quantum Strategy EUR 808M,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Spain Quantum Strategy EUR 808M'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sphereon-ssi-sdk,Sphereon SSI SDK,pkg:github/Sphereon-Opensource/SSI-SDK,github,Sphereon-Opensource,SSI-SDK,exact,matched,https://github.com/Sphereon-Opensource/SSI-SDK,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
spherity-caro-pharma-pqc,Spherity CARO Pharma PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Spherity CARO Pharma PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
splunk-enterprise,Splunk Enterprise,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Splunk Enterprise'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
spring-security-oauth2,Spring Security OAuth2,pkg:github/spring-projects/spring-security,github,spring-projects,spring-security,exact,matched,https://github.com/spring-projects/spring-security,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
spruceid,SpruceID,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SpruceID'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sql-server-tde-always-encrypted,SQL Server TDE/Always Encrypted,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SQL Server TDE/Always Encrypted'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sslyze,SSLyze,pkg:github/nabla-c0d3/sslyze,github,nabla-c0d3,sslyze,exact,matched,https://github.com/nabla-c0d3/sslyze,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
stc-quantum-safe-framework,STC Quantum-Safe Framework,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'STC Quantum-Safe Framework'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
stmicroelectronics-st33ktpm,STMicroelectronics ST33KTPM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'STMicroelectronics ST33KTPM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
stmicroelectronics-x-cube-pqc,STMicroelectronics X-CUBE-PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'STMicroelectronics X-CUBE-PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
strongswan,strongSwan,pkg:github/strongswan/strongswan,github,strongswan,strongswan,exact,matched,https://github.com/strongswan/strongswan,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
stv-post-quantum-secure-drones,STV Post-Quantum Secure Drones,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'STV Post-Quantum Secure Drones'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
sui,Sui,pkg:github/MystenLabs/sui,github,MystenLabs,sui,exact,matched,https://github.com/MystenLabs/sui,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
supercop,SUPERCOP,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SUPERCOP'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
surfshark,Surfshark,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Surfshark'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
suricata-ids-ips,Suricata IDS/IPS,pkg:github/OISF/suricata,github,OISF,suricata,exact,matched,https://github.com/OISF/suricata,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
suse-linux-enterprise-server-sles,SUSE Linux Enterprise Server (SLES),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SUSE Linux Enterprise Server (SLES)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
swift-quantum-safe-messaging,SWIFT Quantum-Safe Messaging,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'SWIFT Quantum-Safe Messaging'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
tailscale-pqc,Tailscale PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Tailscale PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
taiwan-qsmc-migration-center,Taiwan QSMC Migration Center,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Taiwan QSMC Migration Center'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
taurus-sa,Taurus SA,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Taurus SA'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
telefonica-quantum-centre,Telefonica Quantum Centre,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Telefonica Quantum Centre'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
telegram,Telegram,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Telegram'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
teleport-access-platform,Teleport Access Platform,pkg:github/gravitational/teleport,github,gravitational,teleport,exact,matched,https://github.com/gravitational/teleport,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
tenable-nessus-professional,Tenable Nessus Professional,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Tenable Nessus Professional'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
testssl-sh,testssl.sh,pkg:github/drwetter/testssl.sh,github,drwetter,testssl.sh,exact,matched,https://github.com/drwetter/testssl.sh,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
thales-5g-quantum-safe-sim,Thales 5G Quantum-Safe SIM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales 5G Quantum-Safe SIM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-ciphertrust-cloud-key-manager,Thales CipherTrust Cloud Key Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales CipherTrust Cloud Key Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-ciphertrust-data-security-platform,Thales CipherTrust Data Security Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales CipherTrust Data Security Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-ciphertrust-manager,Thales CipherTrust Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales CipherTrust Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-high-speed-encryptor-hse,Thales High Speed Encryptor (HSE),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales High Speed Encryptor (HSE)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-luna-cloud-hsm-dpod,Thales Luna Cloud HSM (DPoD),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales Luna Cloud HSM (DPoD)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-luna-hsm,Thales Luna HSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales Luna HSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-luna-t-series-hsm,Thales Luna T-Series HSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales Luna T-Series HSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-mistral-encryptor,Thales MISTRAL Encryptor,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales MISTRAL Encryptor'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-multiapp-5-2-premium-pqc,Thales MultiApp 5.2 Premium PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales MultiApp 5.2 Premium PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thales-payshield-10k,Thales payShield 10K,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thales payShield 10K'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
threema-pqc,Threema PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Threema PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
thunderbird-pqc-openpgp,Thunderbird PQC (OpenPGP),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Thunderbird PQC (OpenPGP)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
tianocore-edk2-uefi-firmware,TianoCore EDK2 (UEFI Firmware),pkg:github/tianocore/edk2,github,tianocore,edk2,exact,matched,https://github.com/tianocore/edk2,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
tii-pqc-library-uae,TII PQC Library (UAE),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'TII PQC Library (UAE)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
tiktok-pqc-data-protection,TikTok PQC Data Protection,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'TikTok PQC Data Protection'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
toppan-pqc-card,Toppan PQC CARD,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Toppan PQC CARD'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
toppan-securebridge-hpki-pqc,TOPPAN SecureBridge HPKI PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'TOPPAN SecureBridge HPKI PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
tor-browser,Tor Browser,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Tor Browser'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
toshiba-integrated-pqc-qkd-platform,Toshiba Integrated PQC-QKD Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Toshiba Integrated PQC-QKD Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
toshiba-qkd-system,Toshiba QKD System,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Toshiba QKD System'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
traefik,Traefik,pkg:github/traefik/traefik,github,traefik,traefik,exact,matched,https://github.com/traefik/traefik,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
trezor-safe-7-pqc,Trezor Safe 7 PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Trezor Safe 7 PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
trustcloud-quantum-vault,TrustCloud Quantum Vault,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'TrustCloud Quantum Vault'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
tubitak-bilgem-pqc-turkey,TUBITAK BILGEM PQC (Turkey),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'TUBITAK BILGEM PQC (Turkey)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
turkcell-nokia-quantum-safe-ipsec,Turkcell Nokia Quantum-Safe IPsec,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Turkcell Nokia Quantum-Safe IPsec'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
tuta-mail,Tuta Mail,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Tuta Mail'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
u-boot,U-Boot,pkg:github/u-boot/u-boot,github,u-boot,u-boot,exact,matched,https://github.com/u-boot/u-boot,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
ubuntu-24-04-lts,Ubuntu 24.04 LTS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Ubuntu 24.04 LTS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ubuntu-26-04-lts,Ubuntu 26.04 LTS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Ubuntu 26.04 LTS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
unisys-clearpath-forward,Unisys ClearPath Forward,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Unisys ClearPath Forward'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
utimaco-eskm,Utimaco ESKM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Utimaco ESKM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
utimaco-quantum-protect-suite,Utimaco Quantum Protect Suite,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Utimaco Quantum Protect Suite'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
utimaco-securityserver,Utimaco SecurityServer,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Utimaco SecurityServer'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
utimaco-utrust-hsm,Utimaco uTrust HSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Utimaco uTrust HSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
vandyke-securecrt-10-x,VanDyke SecureCRT 10.x,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'VanDyke SecureCRT 10.x'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
veeam-data-platform-v13,Veeam Data Platform v13,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Veeam Data Platform v13'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
venafi-codesign-protect,Venafi CodeSign Protect,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Venafi CodeSign Protect'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
venafi-tls-pqc-continuity,Venafi TLS PQC Continuity,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Venafi TLS PQC Continuity'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
venafi-tls-protect,Venafi TLS Protect,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Venafi TLS Protect'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
venafi-trust-protection-platform,Venafi Trust Protection Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Venafi Trust Protection Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
veracode-platform,Veracode Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Veracode Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
veracrypt,VeraCrypt,pkg:github/veracrypt/VeraCrypt,github,veracrypt,VeraCrypt,exact,matched,https://github.com/veracrypt/VeraCrypt,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
veritas-netbackup-10-5,Veritas NetBackup 10.5,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Veritas NetBackup 10.5'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
veritas-netbackup-11-pqc,Veritas NetBackup 11 PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Veritas NetBackup 11 PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
versa-networks-sase-pqc,Versa Networks SASE PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Versa Networks SASE PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
viavi-observer-analyzer,VIAVI Observer Analyzer,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'VIAVI Observer Analyzer'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
viavi-teravm-security-test,VIAVI TeraVM Security Test,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'VIAVI TeraVM Security Test'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
virtru-data-protection,Virtru Data Protection,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Virtru Data Protection'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
vmware-avi-load-balancer-pqc,VMware Avi Load Balancer PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'VMware Avi Load Balancer PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
