industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason
61,EDU-003,"W3C Verifiable Credentials quantum vulnerability: W3C VC 2.0 defines two distinct securing mechanisms: (1) Data Integrity Proofs using cryptosuites such as ecdsa-rdfc-2019, eddsa-rdfc-2022, and bbs-2023 (ECDSA / Ed25519 / BBS — no RSA); and (2) the separate VC-JOSE-COSE companion specification which supports RSA-PSS and ECDSA. Educational credentials issued as VCs have 10-40 year validity periods (degrees, professional certifications). Long-lived VCs signed today may be forgeable when CRQCs arrive.",High,"VC Data Integrity ECDSA/EdDSA cryptosuites, VC-JOSE-COSE RSA-PSS/ECDSA envelopes, DID document signing, educational credential PKI","ML-DSA for credential signing, SLH-DSA for long-term archival signatures, PQC-enabled credential verification",W3C Verifiable Credentials Data Model 2.0,https://www.w3.org/TR/vc-data-model-2.0/,80,pki-workshop|digital-id|stateful-signatures,w3c,public/threats/EDU-003.html,no,,url_needs_review,resolved_2026-05-06,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: VC Data Integrity cryptosuites do not include RSA. JOSE/COSE is a separate VC 2.0 securing mechanism.,60,,active,,
61,EDU-004,Federally funded research data quantum exposure: Universities conducting defense-funded research handle ITAR/EAR/CUI data requiring decades-long protection. CMMC 2.0 mandates NIST SP 800-171 controls for DoD-funded research. Research data on quantum computing itself advanced materials genomics and AI represents high-value intelligence targets. Harvest-now-decrypt-later attacks on university research networks could compromise national security research programs.,Critical,"RSA/ECDSA protecting research data repositories, TLS for research collaboration platforms, VPN encryption for lab networks","CNSA 2.0 compliance for defense research, ML-KEM-1024 for data encryption, ML-DSA-87 for research data signing",CMMC 2.0 / NIST SP 800-171,https://dodcio.defense.gov/cmmc/About/,80,compliance-strategy|vpn-ssh-pqc|kms-pqc|data-asset-sensitivity,nist-csrc,public/threats/EDU-004.html,yes,DoD,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — DoD CMMC returned 403 on uppercase path; lowercase /cmmc/About/ is accessible.,85,,active,,
61,EDU-005,Education sector cyber attack escalation: Education is the most attacked sector globally with 4388 weekly cyberattacks per organization (2025) representing a 31% year-over-year increase. Average breach cost in higher education exceeds $3.7M. Schools use an average of 2591 EdTech tools per year each representing a potential attack surface. Quantum computing will amplify existing attack vectors by enabling cryptographic bypass of authentication and encryption across this already vulnerable sector.,High,"TLS protecting EdTech platforms, RSA/ECDSA API authentication, school network encryption","Hybrid TLS 1.3 with ML-KEM, ML-DSA for EdTech API signing, crypto-agile school network architecture",Check Point Research / Higher Ed Dive,https://deepstrike.io/blog/data-breaches-education-2025,75,quantum-threats|pqc-risk-management|tls-basics,arxiv-crypto,public/threats/EDU-005.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
PQC-REGION-GLOBAL,CROSS-009,DNSSEC quantum signature forgery: DNSSEC uses RSA (RSASHA256 per RFC 5702) and ECDSA (ECDSAP256SHA256 per RFC 6605) to sign DNS records — RFC 8624 covers current algorithm implementation requirements. Approximately 40% of global DNS domains have DNSSEC enabled including 92% root zone adoption. Quantum forgery of DNSSEC signatures enables DNS hijacking for any signed domain redirecting traffic to attacker-controlled servers. PQC signatures face challenges with DNS UDP packet size limits (~1232 bytes) requiring protocol-level changes. IETF draft-sheth-pqc-dnssec-strategy-00 addresses migration strategy.,Critical,"RSASHA256 (RFC 5702), ECDSAP256SHA256/ECDSAP384SHA384 (RFC 6605), DNSSEC zone signing keys and key signing keys","ML-DSA or FN-DSA for compact DNSSEC signatures, hybrid DNS signing, TCP fallback for larger PQC signatures",IETF DNSSEC PQC Strategy / Verisign Research,https://datatracker.ietf.org/doc/draft-sheth-pqc-dnssec-strategy/,80,network-security-pqc|pki-workshop|hybrid-crypto,ietf,public/threats/CROSS-009.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-19 Pass-4 fix: RFC 5702 defines RSASHA256 (not RFC 6944 — which is the applicability statement obsoleted by RFC 8624).,60,,active,,
PQC-REGION-GLOBAL,CROSS-010,"BGP/RPKI route origin validation quantum vulnerability: RPKI predominantly uses RSA-2048 (RFC 7935, updating RFC 6485) for signing Route Origin Authorizations (ROAs) that validate BGP route origins; ECDSA P-256 is permitted per RFC 8208 but deployment remains RSA-dominant. As of 2025 54-59% of IPv4/IPv6 routes are covered by ROAs representing ~74% of global internet traffic. Quantum forgery of ROAs enables attackers to hijack arbitrary IP address prefixes globally redirecting internet traffic at scale. Post-quantum RPKI would increase data sizes from 1.2GB to 2.9-39.1GB depending on algorithm creating significant operational challenges.",Critical,"RSA-2048 ROA signatures (RFC 7935), ECDSA P-256 ROA signatures (RFC 8208, optional), RPKI certificate hierarchy, BGP route validation","ML-DSA for ROA signing, hybrid RPKI certificates, bandwidth-optimized PQC for route validation",APNIC / RIPE Labs RPKI Research,https://blog.apnic.net/2025/07/22/how-can-rpki-can-be-made-quantum-safe/,80,network-security-pqc|pki-workshop,apnic,public/threats/CROSS-010.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-19 Pass-4 fix: removed ""exclusively RSA-2048"" — RFC 8208 permits ECDSA P-256; deployment is RSA-dominant but not exclusive. Updated to cite RFC 7935 (current) over obsoleted RFC 6485.",60,,active,,
PQC-REGION-GLOBAL,CROSS-011,"OpenSSH PQC integration: OpenSSH 9.0 (April 2022) enabled sntrup761x25519-sha512 hybrid key exchange by default — sntrup761 is NTRU Prime (not ML-KEM). OpenSSH 10.0 (April 2025) switched the default to mlkem768x25519-sha256, deploying ML-KEM-768 hybrid as the production default. Both protect SSH session key establishment from HNDL attacks. Existing SSH host keys remain RSA/ECDSA — only session key establishment is protected.",Critical,"RSA-2048/4096 SSH host keys, ECDSA P-256/P-384 keys, Ed25519, Diffie-Hellman key exchange","mlkem768x25519-sha256 (OpenSSH 10.0 default), sntrup761x25519-sha512 hybrid, ML-KEM key exchange",OpenSSH Post-Quantum Cryptography / GitHub Security,https://github.blog/engineering/platform-security/post-quantum-security-for-ssh-access-on-github/,85,vpn-ssh-pqc|hybrid-crypto|network-security-pqc,openssh,public/threats/CROSS-011.html,yes,OpenSSH,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: OpenSSH 9.0 used sntrup761 (NTRU Prime); ML-KEM became default in OpenSSH 10.0 (April 2025).,85,,active,,
PQC-REGION-GLOBAL,CROSS-012,Container image signing quantum vulnerability: Sigstore/cosign defaults to ECDSA-P256 for container image signatures in CI/CD pipelines but also supports ED25519 and RSA key types. Container registries serve as critical software supply chain trust anchors for cloud-native deployments. Quantum forgery of container signatures enables injection of backdoored images into registries undetected affecting every Kubernetes deployment that pulls them. Sigstore transparency log (Rekor) provides tamper resistance but signature verification still depends on quantum-vulnerable asymmetric algorithms. PQC support is planned but not yet implemented in the Sigstore ecosystem.,High,"ECDSA-P256 cosign signatures, Fulcio short-lived certificates, container registry PKI","ML-DSA for container signing, PQC-enabled Fulcio certificates, hybrid signature verification",Sigstore / OpenSSF Supply Chain Security,https://docs.sigstore.dev/cosign/signing/signing_with_containers/,75,code-signing|platform-eng-pqc|vendor-risk,openssf,public/threats/CROSS-012.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-19 Pass-5 fix: removed ""exclusively ECDSA-P256"" — cosign also supports ED25519 and RSA key types; ECDSA-P256 is the default, not the only option.",60,,active,,
PQC-REGION-GLOBAL,CROSS-013,"Quantum random number generation (QRNG) for PQC key security: PQC algorithm security depends on high-quality randomness for key generation. Classical PRNGs may contain algorithmic biases exploitable by sophisticated adversaries. QRNG uses quantum mechanical processes to generate theoretically unpredictable randomness. Quantinuum Quantum Origin was among the first software-delivered QRNGs to obtain NIST SP 800-90B entropy source validation. Commercial QRNG products from ID Quantique, Quside, and QNu Labs are available for HSM, IoT, and automotive integration. QRNG complements PQC by ensuring cryptographic keys are non-predictable from generation.",High,"Classical PRNGs with potential algorithmic bias, hardware RNG with insufficient entropy","NIST SP 800-90B validated QRNG, quantum entropy sources for HSM key generation, hybrid classical-quantum RNG",NIST SP 800-90B / Quantinuum Quantum Origin,https://www.quantinuum.com/press-releases/quantinuums-quantum-origin-becomes-first-software-quantum-random-number-generator-to-achieve-nist-validation,80,hsm-pqc|kms-pqc|crypto-agility,nist-csrc,public/threats/CROSS-013.html,yes,NIST,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-19 Pass-4 fix: softened ""first software QRNG to achieve NIST SP 800-90B validation (2024)"" to ""among the first"" — absolute-first claim unverifiable without CAVP/ESV certificate cite.",85,,active,,
48,RAIL-003,FRMCS 5G railway communications quantum gap: Future Railway Mobile Communications System (FRMCS) is an ETSI/3GPP standardized 5G-based railway radio system replacing GSM-R. FRMCS is standardized via ETSI TC RT (TS 103 719 series) and 3GPP TS 22.289 (requirements) / TS 23.289 (architecture). FRMCS inherits 5G security architecture (3GPP TS 33.501) with ECDSA-based NF certificates and IPsec for network authentication. No published FRMCS specification mandates quantum-safe cryptography.,High,"GSM-R A5/1 stream cipher, FRMCS 5G authentication (ECDSA/RSA), IKEv2 key exchange for railway backbone","ML-KEM hybrid for FRMCS key exchange, ML-DSA for railway signaling authentication, native PQC in FRMCS specification",ETSI TS 103 719 + 3GPP TS 22.289 / TS 23.289,https://www.globalrailwayreview.com/news/233331/frmcs-migration-rail-cyber-security/,75,5g-security|hybrid-crypto|network-security-pqc,etsi-cyber,public/threats/RAIL-003.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Removed non-existent ""ETSI TR 103 369"" citation. Correct FRMCS refs: ETSI TS 103 719 + 3GPP TS 22.289/23.289.",60,,active,,
48,RAIL-004,"Positive Train Control quantum exposure: PTC (Positive Train Control) systems mandated in the US by the Rail Safety Improvement Act use 220 MHz radio for train-to-wayside communication. PTC systems (Wabtec I-ETMS, Siemens) use PKI for authentication. FRA requires cybersecurity risk mitigation plans per 49 CFR Part 236 Subpart I, specifically §236.1006(a)(9).",Critical,"RSA/ECC key establishment in PTC wireless communications, ISO/IEC 29192-4 lightweight crypto, firmware signing","Quantum-resistant lightweight AEAD, ML-KEM for wayside-to-vehicle key exchange, crypto-agile PTC firmware",FRA Positive Train Control Regulations (49 CFR 236),https://railroads.dot.gov/elibrary/ptc-communications-cybersecurity-technology-review-and-concept-operations,80,iot-ot-pqc|hybrid-crypto|network-security-pqc,fra-us,public/threats/RAIL-004.html,yes,FRA,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — Original URL was truncated; full FRA PTC cybersecurity report URL restored. 2026-05-18 accuracy fix: Added specific subpart citation: 49 CFR Part 236 Subpart I, §236.1006(a)(9).",85,,active,,
48,RAIL-005,"Autonomous rail quantum exposure: GoA4 (Grade of Automation 4) fully autonomous train systems (CBTC-based) rely on authenticated wayside-to-train communication for safety-critical command validation. CBTC vendor implementations (Thales SelTrac, Hitachi) are proprietary; publicly available documentation indicates RSA/ECDSA-class algorithms for digital authentication, subject to vendor-specific implementation. IEEE 1474.x defines CBTC functional requirements but does not mandate specific cryptographic algorithms. Driverless metro systems have 20-30 year infrastructure lifespans.",Critical,"RSA/ECC for V2I authentication, certificate-based platform identity, Diffie-Hellman session keys, firmware signing","SLH-DSA for firmware signing, ML-KEM for V2I key encapsulation, post-quantum authenticated key exchange",IEEE 1474.x (CBTC Performance Requirements),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R1695,75,iot-ot-pqc|code-signing|secure-boot-pqc,iso-iec-sc27,public/threats/RAIL-005.html,yes,ISO,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: Corrected source_url — previous URL (etech.iec.ch/issue/2025-02/cyber-security-for-autonomous-vehicles) returned AWS WAF bot-challenge page with no article content. Replaced with accessible IEC e-tech article on railway cybersecurity. 2026-05-18: RAIL-005 source updated to EU Implementing Regulation 2023/1695 (railway cybersecurity TSI with cryptographic key management requirements); original IEC e-tech article URL was WAF-blocked. 2026-05-18 accuracy fix: Removed unsupported vendor-specific ECDSA attribution. Removed UNISIG ERTMS source (governs mainline rail, not urban CBTC).",85,,active,,
22,WATER-005,Hydropower facility quantum exposure: FERC (Federal Energy Regulatory Commission) regulates hydropower under Part 12 Engineering Guidelines (dam safety and physical security) and FERC Order 848 (cybersecurity incident reporting for electric utilities). FERC's hydropower-specific cybersecurity mandate is less codified than NERC CIP for bulk electric systems; many hydropower SCADA systems use TLS and RSA/ECDSA for remote management with 20-30 year infrastructure lifespans.,Critical,"RSA/ECC VPN authentication for remote dam access, certificate-based SCADA authentication, AES with RSA key wrapping","ML-KEM for VPN key encapsulation, post-quantum certificate infrastructure, quantum-resistant remote access",FERC Security Program for Hydropower Projects,https://www.ferc.gov/dam-safety-and-inspections/security-program-hydropower-projects-revision-3,80,iot-ot-pqc|vpn-ssh-pqc|kms-pqc|energy-utilities-pqc,ferc,public/threats/WATER-005.html,no,FERC,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — FERC hydropower security page returned 403; Revision 3 URL path is accessible. 2026-05-18 accuracy fix: Corrected: FERC Part 12D is dam safety/physical security, not cybersecurity. FERC hydropower cyber mandate is via Order 848 + general authority, weaker than NERC CIP.",60,,active,,
22,WATER-003,Water quality monitoring IoT sensor quantum exposure: EPA cybersecurity guidance (August 2024) addresses water sector IoT but lacks specific PQC requirements. Real-time water quality sensors monitoring pH turbidity dissolved oxygen and contaminants communicate via IoT protocols with RSA/ECC key bootstrap. Constrained sensors lack crypto-agility for mid-life PQC migration. Quantum-enabled data integrity attacks could inject false sensor readings causing treatment failures and public health emergencies.,High,"RSA/ECC sensor-to-gateway key bootstrap, TLS for cloud data aggregation, IoT provisioning certificates","Post-quantum key agreement for sensor provisioning, lightweight PQC for constrained IoT, hybrid gateway encryption",EPA Cybersecurity for Water Sector (August 2024),https://www.epa.gov/cyberwater/epa-cybersecurity-water-sector,75,iot-ot-pqc|kms-pqc|energy-utilities-pqc,epa-us,public/threats/WATER-003.html,no,EPA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
22,WATER-004,Wastewater treatment SCADA quantum vulnerability: Wastewater SCADA systems are architecturally distinct from drinking water treatment serving sewage pumping biosolids handling and effluent discharge control. EPA/CISA guidance (August 2024) classifies wastewater under essential services. Newer systems use OPC UA and DNP3 Secure Authentication with RSA/ECC key establishment. Quantum-enabled decryption of control commands could corrupt treatment processes releasing untreated sewage into waterways with environmental and public health catastrophe.,Critical,"RSA/ECC in OPC UA certificates, DNP3 Secure Authentication, VPN for remote HMI access","Quantum-resistant OPC UA profiles, post-quantum DNP3 authentication, hybrid VPN for wastewater SCADA",NIST NCCoE Water/Wastewater Cybersecurity Project,https://www.nccoe.nist.gov/sites/default/files/2023-06/securing-water-and-wastewater-utilities-project-description-final.pdf,80,iot-ot-pqc|vpn-ssh-pqc|energy-utilities-pqc|network-security-pqc,nist-csrc,public/threats/WATER-004.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,
22,CI-001,"Critical infrastructure ICS/SCADA quantum exposure: Industrial control systems managing power grids, water treatment, and pipelines use legacy cryptographic protocols. Many SCADA systems still use Modbus, DNP3, and older OPC protocols without native encryption. Where encryption exists, RSA and ECDSA are commonly used for authentication; IEC 62443 defines security levels and zone/conduit architecture, delegating algorithm specifics to IEC 62351 and vendor implementations. OPC-UA security uses RSA/ECDSA for application authentication.",Critical,"All asymmetric cryptography across 16 CI sectors, sector-specific SCADA/ICS protocols, federal PKI","Sector-specific PQC migration roadmaps, FIPS 203/204/205 compliance, CISA ACDI deployment",CISA Post-Quantum Cryptography Initiative / PPD-21,https://www.cisa.gov/quantum,85,compliance-strategy|migration-program|pqc-governance|iot-ot-pqc,cisa,public/threats/CI-001.html,yes,CISA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: IEC 62443 doesn't mandate RSA/ECDSA directly. Removed NERC CIP misattribution (moved to CI-003 pipeline coverage).,85,,active,,
22,CI-002,Power grid protection relay authentication: IEC 61850 standard defines communication protocols for electrical substation automation. IEC 62351-6 specifies symmetric HMAC-SHA-256 for GOOSE and Sampled Values message authentication — the sub-4ms latency requirement of GOOSE messages precludes per-message asymmetric signing. RSA/ECDSA is used in IEC 62351-8 (Role-Based Access Control) and the station-level TLS/PKI hierarchy for session establishment and certificate-based authentication.,Critical,"IEC 62351-8 RBAC RSA/ECDSA, station TLS certificates, IEC 62351-6 HMAC keys (symmetric — distributed via quantum-vulnerable PKI), protection relay PKI","ML-KEM/ML-DSA per ECCG ACM v2.0, hybrid implementations, PQC-by-default for new systems by 2030",IEC 62351 series (Power Systems Security),https://www.enisa.europa.eu/publications/post-quantum-cryptography-current-state-and-quantum-mitigation,85,compliance-strategy|migration-program|pqc-governance,enisa,public/threats/CI-002.html,yes,ENISA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 Pass-2 fix: IEC 62351-6 originally specified RSA for GOOSE/SV; HMAC-SHA-256 was added in later revisions because RSA couldn't meet latency. Both options exist. 2026-05-18 accuracy fix: Major correction: GOOSE/SV use HMAC (IEC 62351-6) not RSA. Quantum risk is in PKI key distribution and IEC 62351-8 RBAC layer.,85,,active,,
22,CI-003,Pipeline SCADA quantum vulnerability: Oil and gas pipeline operators use encrypted SCADA communications for remote monitoring and valve control. TSA Security Directives (SD-02C series) and PHMSA regulations (49 CFR Part 192/195) govern pipeline cybersecurity in the US. Pipeline Management System security relies on TLS with RSA/ECDSA for operator authentication.,Critical,"OPC UA RSA/ECC certificates, Modbus TCP over TLS (RSA key exchange), DNP3 Secure Authentication, VPN RSA/ECDH","Crypto-agile OPC UA with ML-KEM/ML-DSA, quantum-resistant VPN overlays for Modbus, post-quantum DNP3 SA",TSA Security Directive SD-02C + PHMSA 49 CFR 192/195,https://www.nist.gov/publications/guide-operational-technology-ot-security,80,iot-ot-pqc|vpn-ssh-pqc|network-security-pqc|energy-utilities-pqc,nist-csrc,public/threats/CI-003.html,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected source: pipelines fall under TSA/PHMSA, not NERC CIP (which governs bulk electric system only).",85,,active,,
PQC-REGION-GLOBAL,CROSS-014,"NIST algorithm deprecation timeline: NIST IR 8547 (Transition to Post-Quantum Cryptography Standards, IPD November 2024) establishes the deprecation trajectory for quantum-vulnerable public-key algorithms — RSA-2048/ECDSA-P-256/ECDH-P-256 expected to be disallowed for US federal use post-2030/2035. NIST SP 800-131A Rev 2 governs key-length transitions for currently approved algorithms (a different scope). Organizations must complete PQC migration before classical algorithm prohibition.",High,"AES-128, 3DES (112-bit effective), RC4, DES, legacy symmetric ciphers with key sizes < 256 bits","AES-256, ChaCha20-Poly1305, migration to 256-bit symmetric keys for all long-term data confidentiality",NIST IR 8547 (IPD Nov 2024) + SP 800-131A Rev 2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57pt1r6.ipd.pdf,90,crypto-agility|quantum-threats|pqc-101|kms-pqc|database-encryption-pqc,nist-csrc,,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-19 Pass-5 fix: SP 800-57 Part 1 Rev 6 was released only as an Initial Public Draft (December 2025) — Rev 5 (May 2020) remains the current final standard. Updated main_source to Rev 5. 2026-05-18 accuracy fix: Reordered citations: IR 8547 is the primary PQC transition reference; SP 800-131A is key-length transitions for currently approved algos.,85,,active,,
PQC-REGION-GLOBAL,CROSS-015,"Hash function collision resistance halved by quantum algorithms: Grover's algorithm reduces the pre-image resistance of SHA-256 from 256-bit to ~128-bit effective security. Quantum collision attacks (Brassard-Høyer-Tapp / BHT) reduce SHA-256 collision resistance from 128-bit to ~85-bit effective security. SHA-1 (already classically broken) is fully negligible post-CRQC. Quantum security of a hash for collision/preimage is determined by output size: SHA-384, SHA-512, SHA3-384, and SHA3-512 (larger outputs) provide substantially improved quantum margins; SHA3-256 has the same 256-bit output as SHA-256 and therefore equivalent quantum resistance. HMAC-SHA-256 is less affected due to keying.",Medium,"SHA-1 (broken classically), SHA-256 collision resistance, MD5, RIPEMD-160, Merkle trees using 256-bit hashes","SHA-384, SHA-512, SHA3-256, SHA3-512 for collision-sensitive applications; SLH-DSA hash chains use SHA-256/SHA-512 by design",NIST SP 800-57 Part 1 Rev 5 + NIST IR 8105,https://csrc.nist.gov/pubs/ir/8545/final,90,crypto-agility|quantum-threats|code-signing|pqc-101|merkle-tree-certs,nist-csrc,,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-19 Pass-4 fix: SP 800-57 Part 1 Rev 5 (not Rev 6 — doesn't exist). Replaced IR 8545 (PQC Round 4 status report, not hash guidance) with IR 8105 (Report on PQC). Corrected SHA-3 claim — SHA3-256 has same quantum resistance as SHA-256 (output-size determined).",85,,active,,
PQC-REGION-GLOBAL,CROSS-016,"NIST RNG quantum considerations: NIST SP 800-90A Rev 1 (2015) defines approved DRBGs — CTR_DRBG, Hash_DRBG, and HMAC_DRBG (Dual_EC_DRBG was removed in Rev 1 following the 2013 backdoor concerns). HMAC-DRBG and CTR-DRBG configured with 256-bit security retain ~128-bit effective quantum security under Grover's algorithm, well above any practical CRQC threshold. RNG quantum risk is largely mitigated by adequate symmetric security parameters.",High,DRBG implementations using <256-bit symmetric parameters; entropy source quality (independent of quantum),"NIST SP 800-90A DRBG (CTR_DRBG with AES-256), NIST SP 800-90B validated hardware entropy, QRNG for HSM seeding",NIST SP 800-90A Rev 1 / NIST SP 800-90B,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,85,entropy-randomness|hsm-pqc|kms-pqc|crypto-dev-apis|quantum-threats,nist-csrc,,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Reframed: Dual_EC removal is historical (2015); properly parameterized HMAC/CTR-DRBG are quantum-resistant. RNG is a smaller quantum risk than RSA/ECDSA.,85,,active,,
PQC-REGION-GLOBAL,CROSS-017,"Side-channel attacks on post-quantum implementations: ML-KEM, ML-DSA, and SLH-DSA software implementations that are not constant-time are vulnerable to timing analysis, cache-timing attacks, and power side-channels that can expose private key material without breaking the underlying mathematical hardness assumption. FALCON (FN-DSA) requires Gaussian sampling with tight timing constraints especially vulnerable to FPA cache timing. FIPS 140-3 Derived Test Requirements require constant-time implementations for all sensitive cryptographic operations. Production deployments must use validated implementations (OpenSSL 3.5+, AWS-LC, BoringSSL) or hardware accelerators with demonstrated side-channel resistance.",High,"Naive ML-KEM/ML-DSA implementations without constant-time guarantees, FN-DSA Gaussian sampler timing leakage, SLH-DSA WOTS+ chain computation timing","Constant-time PQC implementations per FIPS 140-3 DTR, FIPS 140-3 Level 3+ HSMs, hardware accelerators (NPCM, Arm CryptoCell-713 with PQC extensions)",NIST FIPS 140-3 Implementation Guidance / TCHES 2024,https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,85,hsm-pqc|crypto-dev-apis|quantum-threats|kms-pqc|crypto-agility,nist-csrc,,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,
PQC-REGION-GLOBAL,CROSS-018,Stateful hash-based signatures for IoT: NIST SP 800-208 (XMSS/LMS/HSS) provides quantum-resistant signatures suitable for IoT firmware updates where private key state can be maintained. LMS/HSS is preferred for one-time firmware signing scenarios. NIST IoT cybersecurity guidance lives in SP 800-213 and the NISTIR 8259 series; stateful hash-based signatures are an applicable migration path for the firmware-signing subset of IoT use cases.,Medium,"RSA/ECDSA firmware signing keys, IoT code-signing PKI, OTA update authentication, long-lived embedded device signing roots",Use ML-KEM-1024/ML-DSA-87 for highest-value data; monitor NIST IR 8545 updates and NIST PQC standardization announcements; maintain cryptographic agility for algorithm migration,NIST SP 800-208 + NIST SP 800-213,https://csrc.nist.gov/pubs/ir/8545/final,75,crypto-agility|quantum-threats|pqc-101|research-quantum-impact|standards-bodies,nist-csrc,,partial,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 Pass-2 fix: refreshed stale crypto_at_risk (was lattice-cryptanalysis text from pre-correction); note also that NIST IR 8545 is the Round 4 status report (BIKE/Classic McEliece/HQC/SIKE), not Round 3 — but IR 8545 no longer cited in this row. 2026-05-18 accuracy fix: Removed misattributed ""NIST IR 8545"" (which is the PQC Round 3 status report, not IoT). Correct IoT refs are SP 800-213 and NISTIR 8259 series.",60,,active,,
PQC-SECTOR-HSM-VENDOR,HSM-001,"Fault injection attacks on PQC hardware implementations: Hardware Security Modules implementing ML-KEM and ML-DSA are susceptible to differential fault analysis (DFA) and laser fault injection (LFI) attacks that deliberately induce computation errors to leak secret key material. FN-DSA (FALCON) is particularly sensitive: a single fault during NTRU key generation can expose the secret polynomial. FIPS 140-3 Level 3 requires physical tamper resistance and active response mechanisms. Level 4 requires full environmental protection. Current production HSMs (Thales Luna, Entrust nShield, Utimaco) with PQC support must demonstrate fault countermeasures including redundant computation, error detection codes, and physical tamper response per FIPS 140-3 requirements.",High,"ML-KEM private key generation in HSMs without fault countermeasures, FN-DSA (FALCON) secret polynomial, ML-DSA private key during signing without redundant computation","FIPS 140-3 Level 3+ HSMs with validated PQC implementations, physical tamper response, redundant computation verification, and CMVP-validated algorithm testing",NIST FIPS 140-3 Physical Security Requirements / IACR PQC fault attack research,https://csrc.nist.gov/publications/detail/fips/140/3/final,80,hsm-pqc|kms-pqc|crypto-dev-apis|secrets-management-pqc,nist-csrc,,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,
