Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl
Dr. Colin Soutar,USA,Managing Director; Global Quantum Cyber Readiness Lead,Deloitte,Private,Industry Vendor,Global lead for quantum cyber readiness at Deloitte; World Economic Forum agenda contributor on quantum cybersecurity; U.S. Government and Public Services Cyber Ecosystems & Alliances leader; champions crypto-agility and PQC migration for enterprise and government.,https://ui-avatars.com/api/?name=Colin+Soutar&background=0b0d17&color=a78bfa&size=128&bold=true,https://www2.deloitte.com/us/en/pages/risk/topics/quantum-cyber-readiness.html,https://www.linkedin.com/in/colinsoutar/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Denis Mandich,USA,CTO and Co-Founder,Qrypt,Private,Industry Vendor,20 years in U.S. Intelligence Community on national security and cyber infrastructure; co-founded Qrypt for quantum-secure encryption using quantum entropy; active in NIST PQC standards bodies; advocate for end-to-end quantum-safe encryption.,https://ui-avatars.com/api/?name=Denis+Mandich&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.qrypt.com/,https://www.linkedin.com/in/denismandich/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Konstantinos Karagiannis,USA,Director Quantum Computing Services,Protiviti,Private,Industry Vendor,"In quantum computing and InfoSec since the 1990s; hosts Protiviti's 'The Post-Quantum World' podcast; led PQC agility assessment with DTCC; frequent speaker at RSA, Black Hat, and DEF CON; advocates for enterprise PQC migration and quantum readiness.",https://ui-avatars.com/api/?name=Konstantinos+Karagiannis&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.protiviti.com/us-en/quantum-computing-services,https://www.linkedin.com/in/konstantinos-karagiannis-0a09503/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Dr. Krysta Svore,USA,VP Applied Research – Quantum Computing,NVIDIA,Private,Industry Vendor,Former Technical Fellow and VP at Microsoft Azure Quantum (departed Nov 2025); co-creator of Q# quantum programming language; led QuArC research group on fault-tolerant quantum algorithms; now VP Applied Research – Quantum Computing at NVIDIA.,https://ui-avatars.com/api/?name=Krysta+Svore&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.nvidia.com/,https://www.linkedin.com/in/krysta-svore-a8920542/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Niccolò De Masi,USA,Chairman and CEO,IonQ,Private,Industry Vendor,"Chairman and CEO of IonQ (NYSE: IONQ); leads quantum networking strategy via acquisitions of ID Quantique, Capella Space, Lightsynq, and Skyloom; building distributed quantum entanglement and QKD infrastructure; testified to U.S. Senate on quantum security; advocates for PQC and QKD adoption to protect critical infrastructure.",https://ui-avatars.com/api/?name=Niccolo+De+Masi&background=0b0d17&color=a78bfa&size=128&bold=true,https://ionq.com/,https://www.linkedin.com/in/niccolo-de-masi-25929914/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Philip Intallura,UK,Group Head of Quantum Technologies,HSBC,Private,Industry Adopter,Group Head of Quantum Technologies at HSBC; inaugural Quantum Security 25 award winner; leads HSBC's quantum-safe cryptography strategy across PQC and QKD; advocates for crypto-agility and multi-year PQC migration planning in financial services.,https://ui-avatars.com/api/?name=Philip+Intallura&background=0b0d17&color=10b981&size=128&bold=true,https://www.hsbc.com/,https://www.linkedin.com/in/intallura/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Sheetal Mehta,India,SVP and Global Head of Cybersecurity,NTT DATA,Private,Industry Vendor,SVP and Global Head of Cybersecurity at NTT DATA with 30+ years of experience; led NTT DATA–Fortanix Cryptography-as-a-Service partnership for AI and post-quantum era; advocates for cryptographic discovery and PQC migration roadmaps; warns of harvest-now-decrypt-later threats.,https://ui-avatars.com/api/?name=Sheetal+Mehta&background=0b0d17&color=a78bfa&size=128&bold=true,https://services.global.ntt/en-us/insights/,https://www.linkedin.com/in/sheetal-mehta-026aa34/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Tom Patterson,USA,Managing Director Emerging Technology Security,Accenture,Private,Industry Vendor,Managing Director for Emerging Technology Security at Accenture; developed quantum security maturity index; co-led first successful multi-orbit PQC communications link with QuSecure; WEF contributor on quantum security; PKI Consortium PQC conference speaker.,https://ui-avatars.com/api/?name=Tom+Patterson&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.accenture.com/us-en/services/security-index,https://www.linkedin.com/in/tomtalks/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Zak Pantelli,UK,Distinguished Architect for Data Security & Cryptography,GSK,Private,Industry Adopter,"Distinguished Architect for Data Security & Cryptography at GSK; leads the organisation's PQC migration strategy and cryptographic architecture aligned with NIST post-quantum standards. Career spans cryptography roles at Barclays, Lloyds Banking Group, Santander UK, and the UK Ministry of Defence.",https://ui-avatars.com/api/?name=Zak+Pantelli&background=0b0d17&color=10b981&size=128&bold=true,,https://www.linkedin.com/in/zak-pantelli-65473a94/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,
Tomofumi Okubo,USA,Software Engineer; Standards Contributor,DigiCert,Private,Standards,Co-author of Chameleon Certificates IETF Internet-Draft (draft-bonnell-lamps-chameleon-certs) and active contributor to IETF LAMPS Working Group hybrid PKI specifications; represents DigiCert in standardization of PQC X.509 certificate formats and encoding.,https://ui-avatars.com/api/?name=Tomofumi+Okubo&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,draft-bonnell-lamps-chameleon-certs-07
Dr. Marco Piani,Canada,Senior Research Analyst,evolutionQ Inc.,Private,Standards,"Co-author with Michele Mosca of the annual Global Risk Institute Quantum Threat Timeline reports (2024, 2025); provides quantitative probabilistic assessments of cryptographically relevant quantum computer (CRQC) timelines used by policymakers and enterprises worldwide.",https://ui-avatars.com/api/?name=Marco+Piani&background=0b0d17&color=60a5fa&size=128&bold=true,https://evolutionq.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,GRI-Quantum-Threat-Timeline-2024;GRI-Quantum-Threat-Timeline-2025
Michael Thompson,USA,Lead Engineer; OT Security Expert,MITRE,Private,Standards,"MITRE engineer and co-author of NIST SP 800-82 Revision 3, providing authoritative guidance on cybersecurity for operational technology (OT) environments; his work informs PQC migration planning for industrial control systems and critical infrastructure.",https://ui-avatars.com/api/?name=Michael+Thompson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.mitre.org/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,NIST SP 800-82 Rev. 3
Eric Rescorla,USA,Chief Technology Officer,Mozilla,Private,Standards,Chief Technology Officer at Mozilla; primary editor of TLS 1.3 (RFC 8446) and DTLS 1.3 (RFC 9147); one of the most influential contributors to modern web security protocols whose standards are the primary migration targets for quantum-safe TLS deployment.,https://ui-avatars.com/api/?name=Eric+Rescorla&background=0b0d17&color=60a5fa&size=128&bold=true,https://mozilla.org/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 8446;RFC 9147
David Benjamin,USA,Senior Software Engineer; Standards Contributor,Google,Private,Standards,"Google software engineer and co-author of the IETF Merkle Tree Certificates Internet-Draft, developing post-quantum optimized certificate compression for TLS that dramatically reduces handshake sizes while enabling PQC algorithms; active contributor to TLS and BoringSSL.",https://ui-avatars.com/api/?name=David+Benjamin&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,draft-ietf-plants-merkle-tree-certs
Jake Massimo,USA,Applied Scientist; Cryptography Researcher,Amazon Web Services,Private,Standards,"AWS cryptography researcher and co-author of RFC 9909 (Post-Quantum Traditional Hybrid Key Encapsulation Methods), defining standards for combining classical and PQC key exchange mechanisms in a secure hybrid construction adopted in TLS and IKEv2.",https://ui-avatars.com/api/?name=Jake+Massimo&background=0b0d17&color=60a5fa&size=128&bold=true,https://aws.amazon.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC-9909
Jim Schaad,USA,Security Standards Contributor,August Cellars,Private,Standards,"Prolific IETF security standards author who edited COSE (RFC 9052), CBOR security formats, and S/MIME cryptographic message standards; his foundational work enables PQC algorithm integration in constrained IoT environments. Passed away August 2021.",https://ui-avatars.com/api/?name=Jim+Schaad&background=0b0d17&color=60a5fa&size=128&bold=true,,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 9052
Karen Seo,USA,Network Security Engineer,BBN Technologies,Private,Standards,"Co-author of RFC 4301 (Security Architecture for IP / IPsec), the foundational standard for IPsec that forms the basis for quantum-safe VPN migration planning under CNSA 2.0 and NIST guidance across government and enterprise environments.",https://ui-avatars.com/api/?name=Karen+Seo&background=0b0d17&color=60a5fa&size=128&bold=true,,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 4301
Stephen Kent,USA,"Chief Scientist, Information Security",BBN Technologies,Private,Standards,"Author of RFC 4303 (IP Encapsulating Security Payload) and RFC 4301 (IPsec Architecture), foundational VPN security standards that are primary migration targets in quantum-safe transition programs; former IETF Security Area Director.",https://ui-avatars.com/api/?name=Stephen+Kent&background=0b0d17&color=60a5fa&size=128&bold=true,,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 4303;RFC 4301
Pieter Wuille,Belgium/USA,Bitcoin Core Developer; Co-Founder,Bitcoin Core;Chaincode Labs,Private,Algorithm Inventor,"Author of BIP-32 (Hierarchical Deterministic Wallets) and BIP-141 (Segregated Witness), foundational Bitcoin cryptographic standards; co-author of BIP-340 Schnorr signatures; co-founder of Chaincode Labs; his protocol designs are primary targets for digital asset PQC migration.",https://ui-avatars.com/api/?name=Pieter+Wuille&background=0b0d17&color=f59e0b&size=128&bold=true,https://chaincode.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,BIP-32;BIP-141
Tim Ruffing,Germany,Research Scientist; Cryptographer,Blockstream,Private,Algorithm Inventor,"Author of BIP-340 (Schnorr Signatures for Bitcoin), enabling efficient signature aggregation; researcher at Blockstream; co-author of MuSig2 threshold signatures; his signature schemes are central to digital asset cryptographic infrastructure requiring PQC migration.",https://ui-avatars.com/api/?name=Tim+Ruffing&background=0b0d17&color=f59e0b&size=128&bold=true,https://blockstream.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,BIP-340
Anthony Towns,Australia,Bitcoin Core Developer; Researcher,Bitcoin Core,Private,Standards,"Author of BIP-341 (Taproot), upgrading Bitcoin smart contracts with Schnorr signatures and Merkle trees; independent Bitcoin Core developer whose protocol upgrades are relevant to PQC migration planning for digital asset ecosystems.",https://ui-avatars.com/api/?name=Anthony+Towns&background=0b0d17&color=60a5fa&size=128&bold=true,,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,BIP-341
Gavin Wood,UK,Co-Founder; CTO,Ethereum Foundation;Parity Technologies,Private,Industry Vendor,Co-founder of Ethereum and author of the Ethereum Yellow Paper defining the EVM protocol; founder of Parity Technologies and Polkadot/Web3 Foundation; his foundational blockchain architecture designs are central to PQC migration strategies for decentralized infrastructure.,https://ui-avatars.com/api/?name=Gavin+Wood&background=0b0d17&color=a78bfa&size=128&bold=true,https://ethereum.org/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,Ethereum-Yellow-Paper
Brian Campbell,USA,Senior Technical Architect; OAuth Expert,Ping Identity,Private,Standards,Co-author of SD-JWT Verifiable Credentials (RFC-9901) and DPoP (RFC 9449); prolific IETF OAuth working group contributor; his digital identity and access token standards require PQC-safe signature migration across enterprise SSO and identity infrastructure.,https://ui-avatars.com/api/?name=Brian+Campbell&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.pingidentity.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC-9901-SD-JWT-VC;RFC 9449
Daniel Fett,Germany,Security Researcher; OAuth Expert,Authlete,Private,Standards,Co-author of SD-JWT Verifiable Credentials (RFC-9901) and DPoP (RFC 9449); active IETF OAuth working group contributor; his digital identity standards form the basis for quantum-safe verifiable credential and access token systems in the EU and globally.,https://ui-avatars.com/api/?name=Daniel+Fett&background=0b0d17&color=60a5fa&size=128&bold=true,https://authlete.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC-9901-SD-JWT-VC;RFC 9449
John Bradley,Canada,Senior Technical Architect; Identity Standards Expert,Yubico,Private,Standards,Co-author of DPoP (RFC 9449) and JSON Web Token (RFC 7519); active in OpenID Foundation and IETF OAuth working group; his identity token standards are critical quantum migration targets for enterprise single sign-on and API security.,https://ui-avatars.com/api/?name=John+Bradley&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.yubico.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 9449;RFC 7519
Kristina Yasuda,Japan/USA,Senior Identity Standards Engineer,Microsoft,Private,Standards,Co-author of SD-JWT Verifiable Credentials (RFC-9901) and active contributor to W3C Verifiable Credentials Data Model; contributes to quantum-safe digital identity infrastructure at Microsoft and IETF decentralized identity standards.,https://ui-avatars.com/api/?name=Kristina+Yasuda&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.microsoft.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC-9901-SD-JWT-VC
Mark D. Baushke,USA,Network Security Engineer,Juniper Networks,Private,Standards,"Author of RFC 8731 (Use of Curve25519 and Curve448 in SSH), establishing the baseline elliptic curve cryptography in SSH that is central to the PQC-SSH migration path; active in IETF CURDLE working group for cryptographic algorithm updates.",https://ui-avatars.com/api/?name=Mark+D+Baushke&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.juniper.net/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,IETF RFC 8731
Paul Bastian,Germany,Security Engineer; Standards Contributor,Bundesdruckerei (BDR),Private,Standards,"Co-author of the IETF Token Status List draft, defining scalable mechanisms for verifiable credential revocation in digital identity systems; employee of Bundesdruckerei (German federal security printing), driving quantum-safe government digital identity infrastructure.",https://ui-avatars.com/api/?name=Paul+Bastian&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.bundesdruckerei.de/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,IETF-Token-Status-List
Tobias Looker,New Zealand,Principal Cryptography Engineer,MATTR,Private,Standards,"Co-author of the IETF Token Status List draft; principal cryptography engineer at MATTR; expert in W3C Verifiable Credentials, DIF decentralized identity, and OpenID Connect for Verifiable Presentations; driving quantum-safe digital credential infrastructure.",https://ui-avatars.com/api/?name=Tobias+Looker&background=0b0d17&color=60a5fa&size=128&bold=true,https://mattr.global/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,IETF-Token-Status-List
Emilia Kasper,Netherlands/USA,Software Engineer; Security Researcher,Google,Private,Standards,"Co-author of RFC 6962 (Certificate Transparency), the foundational PKI audit log mechanism being extended for PQC certificate monitoring; OpenSSL contributor; worked on early PQC experiments in Chrome alongside the Cloudflare team.",https://ui-avatars.com/api/?name=Emilia+Kasper&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 6962
Chris M. Lonvick,USA,Network Security Engineer; RFC Editor,Cisco Systems,Private,Standards,"Co-editor of SSH Architecture (RFC 4251) and SSH Transport Layer Protocol (RFC 4253), the foundational standards for SSH whose algorithms are primary targets in quantum-safe migration plans worldwide.",https://ui-avatars.com/api/?name=Chris+M+Lonvick&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cisco.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 4251;IETF RFC 4253
Tatu Ylonen,Finland,Inventor of SSH; CEO,SSH Communications Security,Private,Algorithm Inventor,"Inventor of the Secure Shell (SSH) protocol (1995); co-editor of SSH RFC standards (RFC 4251–4253); founder of SSH Communications Security; his protocol is one of the primary migration targets in quantum-safe transition programs globally, protecting billions of server connections.",https://ui-avatars.com/api/?name=Tatu+Ylonen&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.ssh.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,IETF RFC 4253;RFC 4251
Ben Laurie,UK,Security Researcher,Google,Private,Standards,Co-inventor of Certificate Transparency (CT2 RFC 9162) at Google; contributor to quantum-safe PKI monitoring infrastructure; original OpenSSL developer; his CT log auditing mechanisms are being extended to support PQC certificate ecosystems.,https://ui-avatars.com/api/?name=Ben+Laurie&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 6962
Paul Hoffman,USA,Distinguished Engineer; IETF Veteran,ICANN,Private,Standards,Distinguished Engineer at ICANN and long-time IETF contributor; co-author of IKEv2 (RFC 7296) and numerous internet security RFCs; significant contributor to DNS security (DNSSEC) and quantum-safe protocol integration in core internet infrastructure.,https://ui-avatars.com/api/?name=Paul+Hoffman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.icann.org/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,IETF RFC 7296
Charlie Kaufman,USA,Security Researcher; Standards Author,Microsoft,Private,Standards,"Primary author of IKEv2 (RFC 7296), the key negotiation protocol used in IPsec VPNs and a critical migration target for PQC-safe infrastructure; 30+ year contributor to internet security protocols and IETF security area working groups.",https://ui-avatars.com/api/?name=Charlie+Kaufman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.microsoft.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,IETF RFC 7296
Paul Wouters,Netherlands/USA,Senior Software Engineer; IETF Expert,Red Hat,Private,Standards,Senior Engineer at Red Hat and active IETF contributor; co-author of RFC 7250 (Using Raw Public Keys in TLS) and contributor to IKEv2/IPsec PQC integration; leads Fedora/RHEL cryptography policy enabling PQC algorithm support across Linux distributions.,https://ui-avatars.com/api/?name=Paul+Wouters&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.redhat.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 7250
Rob Stradling,UK,Senior Research Engineer,Sectigo,Private,Standards,Senior Research Engineer at Sectigo and co-author of Certificate Transparency v2 (RFC 9162); contributor to crt.sh certificate transparency log search and the broader CT ecosystem that forms the verification backbone for PQC certificate deployment monitoring.,https://ui-avatars.com/api/?name=Rob+Stradling&background=0b0d17&color=60a5fa&size=128&bold=true,https://sectigo.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC-9162
John Gilmore,USA,Co-Founder; Cryptography Advocate,Electronic Frontier Foundation (EFF),Private,Standards,Co-founder of the Electronic Frontier Foundation (EFF) and cypherpunk; co-author of RFC 7250 (Using Raw Public Keys in TLS); early advocate for strong cryptography and export freedom; his work on minimal-state TLS authentication is relevant to constrained-environment PQC deployments.,https://ui-avatars.com/api/?name=John+Gilmore&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.eff.org/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 7250
Nat Sakimura,Japan,Research Fellow; OpenID Foundation Chairman Emeritus,Nomura Research Institute (NRI),Private,Standards,Co-author of JSON Web Signature (RFC 7515) and JSON Web Token (RFC 7519); lead designer of OpenID Connect; Chairman Emeritus of the OpenID Foundation; his identity token standards are fundamental migration targets for enterprise authentication requiring PQC-safe signatures.,https://ui-avatars.com/api/?name=Nat+Sakimura&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.nri.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 7515;RFC 7519
Brendan Moran,Ireland,Principal Architect; SUIT WG Co-Chair,Arm,Private,Standards,"Principal Architect at Arm and IETF SUIT Working Group co-chair; co-author of RFC 9019 (A Firmware Update Architecture for Internet of Things), defining secure firmware update mechanisms for IoT devices requiring PQC-safe signing as legacy hash-based algorithms are retired.",https://ui-avatars.com/api/?name=Brendan+Moran&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.arm.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 9019
Stephen Davidson,Canada,Standards Technology Strategist; S/MIME WG Chair,DigiCert,Private,Standards,Chair of the CA/Browser Forum S/MIME Certificate Working Group; proposed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; DigiCert representative driving post-quantum migration standards for email security and publicly-trusted PKI.,https://ui-avatars.com/api/?name=Stephen+Davidson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,CA-B-Forum-Ballot-SMC013
Martijn Katerbarg,Netherlands,Principal Technologist; CA/Browser Forum Contributor,Sectigo,Private,Standards,Endorsed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; Sectigo representative to the CA/Browser Forum S/MIME Certificate Working Group; contributes to post-quantum certificate policy development for publicly-trusted certificate authorities.,https://ui-avatars.com/api/?name=Martijn+Katerbarg&background=0b0d17&color=60a5fa&size=128&bold=true,https://sectigo.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,CA-B-Forum-Ballot-SMC013
Clint Wilson,USA,Security Engineer; CA/Browser Forum Contributor,Apple,Private,Standards,Apple's representative to the CA/Browser Forum root program; endorsed Ballot SMC013/SMC014 enabling PQC algorithms in S/MIME certificates; shapes root store policy decisions governing post-quantum certificate trust and algorithm transitions for billions of Apple devices worldwide.,https://ui-avatars.com/api/?name=Clint+Wilson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.apple.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,CA-B-Forum-Ballot-SMC013
Ashish Dhiman,India,Principal Engineer; CA/Browser Forum Contributor,GlobalSign,Private,Standards,Endorsed CA/Browser Forum Ballot SMC013/SMC014 enabling post-quantum algorithms in S/MIME certificates; GlobalSign representative to the CA/Browser Forum driving adoption of ML-DSA and ML-KEM in publicly-trusted certificate authorities for quantum-safe email and document signing.,https://ui-avatars.com/api/?name=Ashish+Dhiman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.globalsign.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,CA-B-Forum-Ballot-SMC013
Andreas Henschel,Germany,PKI Expert; CA/Browser Forum Contributor,D-Trust,Private,Standards,Endorsed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; D-Trust (BSI subsidiary) representative to the CA/Browser Forum; drives post-quantum certificate standards for German and European digital identity infrastructure.,https://ui-avatars.com/api/?name=Andreas+Henschel&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.d-trust.net/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,CA-B-Forum-Ballot-SMC013
Tony Cox,Australia,PKCS#11 Specification Editor; Security Standards Expert,Cryptsoft,Private,Standards,"Lead editor of PKCS#11 v3.0 and v3.2 Cryptographic Token Interface Standards at OASIS; founder of Cryptsoft; his specifications define the HSM programming interface used by all hardware security modules implementing post-quantum algorithms including ML-KEM, ML-DSA, and SLH-DSA.",https://ui-avatars.com/api/?name=Tony+Cox&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptsoft.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,PKCS11-V3-OASIS;PKCS11-V32-OASIS
Robert Relyea,USA,Senior Software Engineer; PKCS#11 TC Chair,Red Hat,Private,Standards,"OASIS PKCS#11 Technical Committee Chair for v3.1 and v3.2; Red Hat cryptography engineer and NSS (Network Security Services) developer; leads standardization of PKCS#11 post-quantum cryptography mechanisms enabling ML-KEM, ML-DSA, and SLH-DSA in open-source HSM implementations.",https://ui-avatars.com/api/?name=Robert+Relyea&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.redhat.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,PKCS11-V32-OASIS;PKCS11-V31-OASIS
Dieter Bong,Germany,Engineering Lead; PKCS#11 Editor,Utimaco,Private,Standards,"Editor of PKCS#11 v3.2 at OASIS and contributor to v3.0; Utimaco HSM engineer responsible for defining C_EncapsulateKey and C_DecapsulateKey extensions and ML-KEM, ML-DSA, and SLH-DSA mechanism specifications enabling post-quantum operations in hardware security modules.",https://ui-avatars.com/api/?name=Dieter+Bong&background=0b0d17&color=60a5fa&size=128&bold=true,https://utimaco.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,PKCS11-V32-OASIS;PKCS11-V31-OASIS
Valerie Fenwick,USA,Principal Engineer; PKCS#11 TC Chair,Oracle,Private,Standards,"OASIS PKCS#11 Technical Committee Chair for v3.2; Oracle cryptography engineer co-chairing standardization of post-quantum interfaces for hardware security modules; instrumental in incorporating ML-KEM, ML-DSA, and SLH-DSA mechanisms and new KEM function signatures into the PKCS#11 v3.2 standard.",https://ui-avatars.com/api/?name=Valerie+Fenwick&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.oracle.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,PKCS11-V32-OASIS;PKCS11-V3-OASIS
Luke Valenta,USA,Research Engineer; Cryptography Researcher,Cloudflare,Private,Industry Adopter,Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for post-quantum authentication; contributor to the annual State of the Post-Quantum Internet research; leads Cloudflare's work on reducing TLS handshake sizes while enabling PQC certificate deployment at scale.,https://ui-avatars.com/api/?name=Luke+Valenta&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,Cloudflare-MTC-Blog;Cloudflare-PQ-Internet-2025
Christopher Patton,USA,Research Engineer; Cryptography Researcher,Cloudflare,Private,Industry Adopter,Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for quantum-safe authentication; contributor to IETF PQUIP working group and IKEv2 post-quantum standardization; Cloudflare researcher advancing quantum-safe protocol deployment across the Internet.,https://ui-avatars.com/api/?name=Christopher+Patton&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,Cloudflare-MTC-Blog
Vânia Gonçalves,Portugal,Research Engineer; Cryptography Researcher,Cloudflare,Private,Industry Adopter,Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for post-quantum cryptographic authentication; Cloudflare researcher contributing to the technical foundation for quantum-safe certificate deployment that dramatically reduces TLS handshake overhead from PQC signature sizes.,https://ui-avatars.com/api/?name=Vania+Goncalves&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,Cloudflare-MTC-Blog
Craig Gidney,USA,Senior Research Scientist; Quantum Software Engineer,Google Quantum AI,Private,Algorithm Inventor,"Google Quantum AI researcher whose work on quantum circuit optimization and Shor's algorithm resource estimation provides key benchmarks for the quantum computing power required to break RSA and elliptic curve cryptography; his published qubit count analyses directly inform PQC migration urgency timelines used by NIST, NSA, and global policymakers.",https://ui-avatars.com/api/?name=Craig+Gidney&background=0b0d17&color=f59e0b&size=128&bold=true,https://quantumai.google/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,Cloudflare-PQ-Internet-2025
