xwalk_id,from_concept,to_concept,relationship_type,rationale_type,evidence,verified_date,verified_by,confidence
xw-727,IBM-CBOM-Harishankar,OMB-M-23-02,intersects_with,policy_reference,"""addresses... directions for agencies on the Migration to Post-Quantum Cryptography (M-23-02, Nov 18, 2022), which state that agencies must establish a security software supply chain, and a prioritized inventory""",2026-05-09,qwen3.6:27b,high
xw-728,IBM-CBOM-Harishankar,EO-14144,intersects_with,policy_reference,"""addresses the two pressing initiatives... triggered by the White House’s executive order to improve the United States’ cybersecurity (EO 14028, May 12, 2021)""",2026-05-09,qwen3.6:27b,medium
xw-729,IBM-CBOM-Harishankar,GSMA PQ.03 PQC Guidelines,intersects_with,implementation_guidance,"""Telecommunications industry organization, GSMA, formed a Post-Quantum Telco Network Taskforce... which IBM and Vodafone joined... to help define policy... IBM’s solution for migrating to quantum-safe software""",2026-05-09,qwen3.6:27b,medium
xw-730,IBM-CBOM-Harishankar,FIPS 203,intersects_with,technical_dependency,"""NIST announced four quantum-safe algorithms for post-quantum cryptographic standardization... Three of these four were developed by IBM scientists... migrate to use quantum-safe cryptography algorithms""",2026-05-09,qwen3.6:27b,medium
xw-731,IBM-CBOM-Harishankar,FIPS 204,intersects_with,technical_dependency,"""NIST announced four quantum-safe algorithms for post-quantum cryptographic standardization... Three of these four were developed by IBM scientists... migrate to use quantum-safe cryptography algorithms""",2026-05-09,qwen3.6:27b,medium
xw-732,IBM-CBOM-Harishankar,FIPS 205,intersects_with,technical_dependency,"""NIST announced four quantum-safe algorithms for post-quantum cryptographic standardization... Three of these four were developed by IBM scientists... migrate to use quantum-safe cryptography algorithms""",2026-05-09,qwen3.6:27b,medium
xw-733,IBM-CBOM-Harishankar,FIPS 206,intersects_with,technical_dependency,"""NIST announced four quantum-safe algorithms for post-quantum cryptographic standardization... Three of these four were developed by IBM scientists... migrate to use quantum-safe cryptography algorithms""",2026-05-09,qwen3.6:27b,medium
xw-734,IBM-CBOM-Harishankar,NIST IR 8545,intersects_with,implementation_guidance,"""IBM’s Cryptography Bill of Materials to speed up quantum-safe assessment... allows systems and software to be described using a standardized list of components""",2026-05-09,qwen3.6:27b,low
xw-735,Meta-PQC-Migration-2026,NIST SP 800-208,intersects_with,policy_reference,"""organizations like the US National Institute of Standards and Technology (NIST) ... have published migration guidance that discusses target timeframes (including 2030) for prioritizing post-quantum protections""",2026-05-09,qwen3.6:27b,high
xw-736,Meta-PQC-Migration-2026,UK NCSC PQC Guidance,intersects_with,policy_reference,"""organizations like the US National Institute of Standards and Technology (NIST) and the UK’s National Cyber Security Centre (NCSC) have published migration guidance""",2026-05-09,qwen3.6:27b,high
xw-737,Meta-PQC-Migration-2026,FIPS 203,intersects_with,technical_dependency,"""the first industry-wide PQC standards, such as ML-KEM (Kyber) ... have now been published by NIST""",2026-05-09,qwen3.6:27b,high
xw-738,Meta-PQC-Migration-2026,FIPS 204,intersects_with,technical_dependency,"""the first industry-wide PQC standards, such as ... ML-DSA (Dilithium), have now been published by NIST""",2026-05-09,qwen3.6:27b,high
xw-739,Meta-PQC-Migration-2026,HQC Specification,intersects_with,technical_dependency,"""additional algorithms like HQC on the way. Notably, Meta cryptographers are co-authors of HQC, one of the newly selected PQC algorithms""",2026-05-09,qwen3.6:27b,high
xw-740,Meta-PQC-Migration-2026,PQCC-Migration-Roadmap-2025,intersects_with,implementation_guidance,"""We’re proposing the idea of PQC Migration Levels to help teams within organizations manage the complexity of PQC migration""",2026-05-09,qwen3.6:27b,medium
xw-741,Meta-PQC-Migration-2026,PQCC-Inventory-Workbook-2025,intersects_with,implementation_guidance,"""Build a Cryptographic Inventory to have a full picture on the cryptography usage across the organization and identify applications at risk.""",2026-05-09,qwen3.6:27b,medium
xw-742,Meta-PQC-Migration-2026,NIST IR 8545,intersects_with,policy_reference,"""Research indicates that quantum computers will eventually break conventional public-key cryptography... sophisticated adversaries could collect encrypted data today... 'store now, decrypt later' (SNDL).""",2026-05-09,qwen3.6:27b,medium
xw-743,OWASP-CycloneDX-CBOM-Guide,EO-14144,intersects_with,policy_reference,"""supports compliance with standards such as the National Security Memorandum on Post-Quantum Cryptography.""",2026-05-09,qwen3.6:27b,high
xw-744,FIPS-140-3-STANDARD,NIST-SP-800-140C,intersects_with,technical_dependency,"""Approved security functions include those that are ... specified in NIST SP 800-140C as an Approved security function""",2026-05-09,qwen3.6:27b,high
xw-745,FIPS-140-3-STANDARD,NIST-SP-800-140D,intersects_with,technical_dependency,"""Approved security functions include those that are ... specified in NIST SP 800-140D as an Approved sensitive security parameter establishment method.""",2026-05-09,qwen3.6:27b,high
xw-746,FIPS-140-3-STANDARD,FIPS 186-5,intersects_with,technical_dependency,"""Approved security functions include those that are ... specified in a Federal Information Processing Standard (FIPS)""",2026-05-09,qwen3.6:27b,medium
xw-747,FIPS-140-3-STANDARD,FIPS 203,intersects_with,technical_dependency,"""Approved security functions include those that are ... specified in a Federal Information Processing Standard (FIPS)""",2026-05-09,qwen3.6:27b,medium
xw-748,FIPS-140-3-STANDARD,FIPS 204,intersects_with,technical_dependency,"""Approved security functions include those that are ... specified in a Federal Information Processing Standard (FIPS)""",2026-05-09,qwen3.6:27b,medium
xw-749,FIPS-140-3-STANDARD,FIPS 205,intersects_with,technical_dependency,"""Approved security functions include those that are ... specified in a Federal Information Processing Standard (FIPS)""",2026-05-09,qwen3.6:27b,medium
xw-750,FIPS-140-3-STANDARD,FIPS 206,intersects_with,technical_dependency,"""Approved security functions include those that are ... specified in a Federal Information Processing Standard (FIPS)""",2026-05-09,qwen3.6:27b,medium
xw-751,FIPS-140-3-STANDARD,NIST-FIPS140-3-IG-PQC,intersects_with,implementation_guidance,"""The Cryptographic Module Validation Program (CMVP) validates cryptographic modules to Federal Information Processing Standard (FIPS) 140-3 and other cryptography-based standards.""",2026-05-09,qwen3.6:27b,low
xw-752,FIPS-140-3-STANDARD,PKCS11-V3-OASIS,intersects_with,implementation_guidance,"""This standard covers implementations of cryptographic modules including, but not limited to, hardware components or modules, software/firmware programs or modules or any combination thereof.""",2026-05-09,qwen3.6:27b,low
xw-753,draft-vitap-ml-dsa-webauthn,FIPS 204,intersects_with,technical_dependency,"""This document describes implementation of Passwordless authentication in Web Authentication (WebAuthn) using Module-Lattice-Based Digital Signature Standard (ML-DSA), a Post-Quantum Cryptography (PQC) digital signature scheme defined in FIPS 204.""",2026-05-09,qwen3.6:27b,high
xw-754,draft-vitap-ml-dsa-webauthn,FIPS 186-5,intersects_with,implementation_guidance,"""the adopted cryptographic standards for authentication have been primarily ES256... and RS256... as defined in [FIPS-186-5]. Though most authenticators support other algorithms as well, the widely used default algorithms- ES256 and RS256 are deemed to be insecure""",2026-05-09,qwen3.6:27b,medium
xw-755,draft-vitap-ml-dsa-webauthn,RFC 2119,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT"", ""REQUIRED"", ""SHALL"", ""SHALL NOT"", ""SHOULD"", ""SHOULD NOT"", ""RECOMMENDED"", ""NOT RECOMMENDED"", ""MAY"", and ""OPTIONAL"" in this document are to be interpreted as described in BCP 14 [RFC2119]""",2026-05-09,qwen3.6:27b,high
xw-756,draft-vitap-ml-dsa-webauthn,RFC 8174,intersects_with,technical_dependency,"""The key words... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174] when, and only when, they appear in all capitals""",2026-05-09,qwen3.6:27b,high
xw-757,draft-ietf-sshm-mlkem-hybrid-kex,FIPS 203,intersects_with,technical_dependency,"""The post-quantum KEM used in the document is ML-KEM. ML-KEM was standardized in 2024 [FIPS203]... It also MUST perform the encapsulation key checks defined in Section 7.2 of [FIPS203].""",2026-05-09,qwen3.6:27b,high
xw-758,draft-ietf-sshm-mlkem-hybrid-kex,RFC 9794,intersects_with,technical_dependency,"""This document addresses the problem by extending the SSH Transport Layer Protocol key exchange... with Post-Quantum Traditional (PQ/T) Hybrid [RFC9794] key exchange methods.""",2026-05-09,qwen3.6:27b,high
xw-759,draft-ietf-sshm-mlkem-hybrid-kex,IETF RFC 8731,intersects_with,technical_dependency,"""Secure Shell (SSH) [RFC4251] performs key establishment using key exchange methods based on (Elliptic Curve) Diffie-Hellman style schemes defined in [RFC5656] and [RFC8731].""",2026-05-09,qwen3.6:27b,high
xw-760,draft-ietf-sshm-mlkem-hybrid-kex,draft-ietf-pquip-pqc-engineers-14,intersects_with,policy_reference,"""This kind of attack is known as a 'harvest-now-decrypt-later' attack [I-D.ietf-pquip-pqc-engineers].""",2026-05-09,qwen3.6:27b,medium
xw-761,draft-becker-cnsa2-ssh-profile,NSA CNSA 2.0,subset_of,policy_reference,"""This document defines a base profile of SSH for use with the US Commercial National Security Algorithm (CNSA) 2.0 Suite... This profile applies to the capabilities, configuration, and operation of all components of US National Security Systems that employ SSH.""",2026-05-09,qwen3.6:27b,high
xw-762,draft-spm-lake-pqsuites,RFC 9528,intersects_with,technical_dependency,"""The Lightweight Authenticated Key Exchange (LAKE) protocol, Ephemeral Diffie-Hellman over COSE (EDHOC) [RFC9528], supports the use of multiple authentication methods... This document specifies how EDHOC can operate in a post-quantum setting""",2026-05-09,qwen3.6:27b,high
xw-763,draft-spm-lake-pqsuites,FIPS 203,intersects_with,technical_dependency,"""For post-quantum secure key exchange, a quantum-resistant Key Encapsulation Mechanism (KEM), such as ML-KEM [I-D.ietf-jose-pqc-kem], can be applied directly to EDHOC... As both ML-KEM [FIPS203] and ML-DSA [FIPS204] internally use SHAKE256""",2026-05-09,qwen3.6:27b,high
xw-764,draft-spm-lake-pqsuites,FIPS 204,intersects_with,technical_dependency,"""A quantum-resistant signature algorithm, such as ML-DSA [I-D.ietf-cose-dilithium], is a drop-in replacement... As both ML-KEM [FIPS203] and ML-DSA [FIPS204] internally use SHAKE256""",2026-05-09,qwen3.6:27b,high
xw-765,draft-spm-lake-pqsuites,draft-ietf-jose-pqc-kem,intersects_with,technical_dependency,"""Conventions for using post-quantum KEMs within COSE are described in [I-D.ietf-jose-pqc-kem]. The shared secret key K corresponds to the initial shared secret SS' in that document.""",2026-05-09,qwen3.6:27b,high
xw-766,draft-spm-lake-pqsuites,draft-ietf-cose-dilithium,intersects_with,technical_dependency,"""A quantum-resistant signature algorithm, such as ML-DSA [I-D.ietf-cose-dilithium], is a drop-in replacement for classical signature algorithms such as ECDSA.""",2026-05-09,qwen3.6:27b,high
xw-767,draft-spm-lake-pqsuites,draft-ietf-tls-hybrid-design-16,intersects_with,implementation_guidance,"""Note also that this use of KEM applies both to standalone KEM and hybrid KEMs such as, e.g., X-wing [I-D.connolly-cfrg-xwing-kem].""",2026-05-09,qwen3.6:27b,medium
xw-768,draft-spm-lake-pqsuites,RFC 2119,intersects_with,technical_dependency,"""The key words ""MUST"", ""MUST NOT"", ""REQUIRED"", ""SHALL"", ""SHALL NOT"", ""SHOULD"", ""SHOULD NOT"", ""RECOMMENDED"", ""NOT RECOMMENDED"", ""MAY"", and ""OPTIONAL"" in this document are to be interpreted as described in BCP 14 [RFC2119]""",2026-05-09,qwen3.6:27b,high
xw-769,draft-spm-lake-pqsuites,RFC 8174,intersects_with,technical_dependency,"""The key words... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174] when, and only when, they appear in all capitals""",2026-05-09,qwen3.6:27b,high
xw-770,CSA-Practitioners-Guide-PQC-2025,FIPS 203,intersects_with,implementation_guidance,"""Readers will gain insights into emerging post-quantum standards (such as NIST FIPS-203, -204, and -205)""",2026-05-09,qwen3.6:27b,high
xw-771,CSA-Practitioners-Guide-PQC-2025,FIPS 204,intersects_with,implementation_guidance,"""Readers will gain insights into emerging post-quantum standards (such as NIST FIPS-203, -204, and -205)""",2026-05-09,qwen3.6:27b,high
xw-772,CSA-Practitioners-Guide-PQC-2025,FIPS 205,intersects_with,implementation_guidance,"""Readers will gain insights into emerging post-quantum standards (such as NIST FIPS-203, -204, and -205)""",2026-05-09,qwen3.6:27b,high
xw-773,OpenSSL-3.5.0-Release,FIPS 203,intersects_with,technical_dependency,"""OpenSSL 3.5.0 ... is the first version to include ML-KEM (FIPS 203) ... natively""",2026-05-09,qwen3.6:27b,high
xw-774,OpenSSL-3.5.0-Release,FIPS 204,intersects_with,technical_dependency,"""OpenSSL 3.5.0 ... is the first version to include ... ML-DSA (FIPS 204) ... natively""",2026-05-09,qwen3.6:27b,high
xw-775,OpenSSL-3.5.0-Release,FIPS 205,intersects_with,technical_dependency,"""OpenSSL 3.5.0 ... is the first version to include ... SLH-DSA (FIPS 205) ... natively""",2026-05-09,qwen3.6:27b,high
xw-776,OpenSSL-3.5.0-Release,OpenSSL-3x-Docs,subset_of,specialization,"""OpenSSL 3.5 Series Release Notes ... The contents reflect the current state of the NEWS file inside the git repository.""",2026-05-09,qwen3.6:27b,high
xw-777,QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026,FIPS 203,intersects_with,technical_dependency,"""NIST approved the first three PQC standards in August 2024: FIPS 203 (ML-KEM)... The primary algorithms selected for standardization, such as CRYSTALS-Kyber, are perceived to be secure""",2026-05-09,qwen3.6:27b,high
xw-778,QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026,FIPS 204,intersects_with,technical_dependency,"""NIST approved the first three PQC standards in August 2024: FIPS 203 (ML-KEM), FIPS 204 (ML-DSA), and FIPS 205 (SLH-DSA)""",2026-05-09,qwen3.6:27b,high
xw-779,QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026,FIPS 205,intersects_with,technical_dependency,"""NIST approved the first three PQC standards in August 2024: FIPS 203 (ML-KEM), FIPS 204 (ML-DSA), and FIPS 205 (SLH-DSA)""",2026-05-09,qwen3.6:27b,high
xw-780,QuantumFinanceBoardroom-Ganguly-PQC-Ch24-2026,UK NCSC PQC Guidance,intersects_with,policy_reference,"""the recommended direction, given by the National Cybersecurity Center UK, is as follows: • Do not endorse QKD for any government or military applications""",2026-05-09,qwen3.6:27b,high
xw-781,Microchip-TS1800-PQC-RootOfTrust-2026,FIPS 203,intersects_with,technical_dependency,"""Supports ML-KEM and ML-DSA, enabling true crypto-agility in constrained devices.""",2026-05-09,qwen3.6:27b,high
xw-782,Microchip-TS1800-PQC-RootOfTrust-2026,FIPS 204,intersects_with,technical_dependency,"""Supports ML-KEM and ML-DSA, enabling true crypto-agility in constrained devices.""",2026-05-09,qwen3.6:27b,high
xw-783,ITPro-Monetizing-Quantum-Shift-PQC-2026,NIST-SP-800-131A-Rev3,intersects_with,technical_dependency,"""NIST’s PQC roadmap mandates the deprecation of current algorithms by 2030 to 2035, which accelerates compliance timelines for government and regulated enterprises.""",2026-05-09,qwen3.6:27b,high
xw-784,ITPro-Monetizing-Quantum-Shift-PQC-2026,UK NCSC PQC Guidance,intersects_with,policy_reference,"""Regulated industry compliance packages... where bodies like the NCSC are actively pushing PQC timelines."" and ""Capitalising on initiatives like the NCSC’s PQC pilot...""",2026-05-09,qwen3.6:27b,high
xw-785,ITPro-Monetizing-Quantum-Shift-PQC-2026,EO-14028,intersects_with,policy_reference,"""NIST’s PQC roadmap mandates the deprecation of current algorithms by 2030 to 2035... accelerates compliance timelines for government... enterprises.""",2026-05-09,qwen3.6:27b,medium
xw-786,ITPro-Monetizing-Quantum-Shift-PQC-2026,FIPS 203,intersects_with,implementation_guidance,"""Deploying PQC-ready hybrid TLS... align with government security timelines."" and ""NIST’s PQC roadmap mandates the deprecation of current algorithms...""",2026-05-09,qwen3.6:27b,medium
xw-787,ITPro-Monetizing-Quantum-Shift-PQC-2026,FIPS 204,intersects_with,implementation_guidance,"""Deploying PQC-ready hybrid TLS... align with government security timelines."" and ""NIST’s PQC roadmap mandates the deprecation of current algorithms...""",2026-05-09,qwen3.6:27b,medium
xw-788,ITPro-Monetizing-Quantum-Shift-PQC-2026,FIPS 205,intersects_with,implementation_guidance,"""Deploying PQC-ready hybrid TLS... align with government security timelines."" and ""NIST’s PQC roadmap mandates the deprecation of current algorithms...""",2026-05-09,qwen3.6:27b,medium
xw-789,ITPro-Monetizing-Quantum-Shift-PQC-2026,NIST SP 800-208,intersects_with,implementation_guidance,"""Deploying crypto-service gateways. Implementing gateways to centralize cryptographic policy and abstract applications away from specific HSMs to enable true crypto-agility.""",2026-05-09,qwen3.6:27b,medium
xw-790,ITPro-Monetizing-Quantum-Shift-PQC-2026,NIST-SP-800-57-Pt1-R6,intersects_with,implementation_guidance,"""Consultancy and readiness assessments. Preparing the groundwork through deep-dive crypto inventories, key lifecycle mapping, and PQC risk assessments...""",2026-05-09,qwen3.6:27b,medium
xw-791,ITPro-Monetizing-Quantum-Shift-PQC-2026,UK-CMORG-PQC-Guidance-2025,intersects_with,policy_reference,"""Regulated industry compliance packages... where bodies like the NCSC are actively pushing PQC timelines.""",2026-05-09,qwen3.6:27b,medium
xw-792,ArsTechnica-Ransomware-Quantum-Safe-2026,FIPS 203,intersects_with,technical_dependency,"""Kyber... used ML-KEM, short for Module Lattice-based Key Encapsulation Mechanism and is a standard shepherded by the National Institute of Standards and Technology.""",2026-05-09,qwen3.6:27b,high
xw-793,ArsTechnica-Ransomware-Quantum-Safe-2026,FIPS 186-5,intersects_with,technical_dependency,"""A Kyber variant that targets systems running VMware... uses RSA with 4096-bit keys... a strength that will take even longer for Shor’s algorithm to break.""",2026-05-09,qwen3.6:27b,high
xw-794,EFF-Encryption-Y2K-Moment-2026,NIST IR 8545,intersects_with,policy_reference,"""NIST finalized the standards for post-quantum cryptographic algorithms back in 2024.""",2026-05-09,qwen3.6:27b,high
xw-795,EFF-Encryption-Y2K-Moment-2026,FIPS 203,intersects_with,implementation_guidance,"""up to about 4 in 10 websites currently support a post-quantum key exchange.""",2026-05-09,qwen3.6:27b,medium
xw-796,EFF-Encryption-Y2K-Moment-2026,FIPS 204,intersects_with,implementation_guidance,"""Now it’s time to prepare for authentication attacks on forged signatures as well.""",2026-05-09,qwen3.6:27b,medium
xw-797,EFF-Encryption-Y2K-Moment-2026,FIPS 205,intersects_with,implementation_guidance,"""Now it’s time to prepare for authentication attacks on forged signatures as well.""",2026-05-09,qwen3.6:27b,medium
xw-798,EFF-Encryption-Y2K-Moment-2026,FIPS 206,intersects_with,implementation_guidance,"""Now it’s time to prepare for authentication attacks on forged signatures as well.""",2026-05-09,qwen3.6:27b,medium
xw-799,EFF-Encryption-Y2K-Moment-2026,NIST SP 800-208,intersects_with,implementation_guidance,"""The larger platforms, websites, and hosting providers have already updated their algorithms... up to about 4 in 10 websites currently support a post-quantum key exchange.""",2026-05-09,qwen3.6:27b,medium
xw-800,EFF-Encryption-Y2K-Moment-2026,NIST SP 800-227,intersects_with,implementation_guidance,"""the way you find out a website’s private key to make HTTPS possible is being reworked to make room for larger signatures.""",2026-05-09,qwen3.6:27b,medium
xw-801,EFF-Encryption-Y2K-Moment-2026,NIST-SP-800-56C-R2,intersects_with,implementation_guidance,"""Your key agreement systems should be upgraded soon if they’re not already because of store-now-decrypt-later attacks.""",2026-05-09,qwen3.6:27b,medium
xw-802,EFF-Encryption-Y2K-Moment-2026,NIST-SP-800-131A-Rev3,intersects_with,technical_dependency,"""We saw that happen when SHA-1 was deprecated; Point of Sale systems in particular were late adopters.""",2026-05-09,qwen3.6:27b,medium
xw-803,EFF-Encryption-Y2K-Moment-2026,NIST-SP-800-57-Pt1-R6,intersects_with,implementation_guidance,"""as long as your system’s keys are long enough.""",2026-05-09,qwen3.6:27b,low
xw-804,QuantumInsider-25-Companies-PQC-2026,GRI-Quantum-Threat-Timeline-2024,intersects_with,policy_reference,"""The Global Risk Institute’s 2026 Quantum Threat Timeline, produced with evolutionQ, estimates a CRQC is quite possible within 10 years and likely within 15.""",2026-05-09,qwen3.6:27b,high
xw-805,QuantumInsider-25-Companies-PQC-2026,NSA CNSA 2.0,intersects_with,implementation_guidance,"""American Binary provides a post-quantum enterprise VPN and formally validated cryptographic network protocol that meets the NSA’s CNSA 2.0 requirements for National Security Systems""",2026-05-09,qwen3.6:27b,high
xw-806,QuantumInsider-25-Companies-PQC-2026,FIPS 203,intersects_with,technical_dependency,"""Following NIST’s finalization of post-quantum cryptography (PQC) standards in August 2024... organizations across every sector are now working to migrate their cryptographic infrastructure.""",2026-05-09,qwen3.6:27b,medium
xw-807,QuantumInsider-25-Companies-PQC-2026,FIPS 204,intersects_with,technical_dependency,"""Following NIST’s finalization of post-quantum cryptography (PQC) standards in August 2024... organizations across every sector are now working to migrate their cryptographic infrastructure.""",2026-05-09,qwen3.6:27b,medium
xw-808,QuantumInsider-25-Companies-PQC-2026,FIPS 205,intersects_with,technical_dependency,"""Following NIST’s finalization of post-quantum cryptography (PQC) standards in August 2024... organizations across every sector are now working to migrate their cryptographic infrastructure.""",2026-05-09,qwen3.6:27b,medium
xw-809,QuantumInsider-25-Companies-PQC-2026,HQC Specification,intersects_with,technical_dependency,"""...and the selection of HQC as an additional algorithm in March 2025, organizations across every sector are now working to migrate their cryptographic infrastructure.""",2026-05-09,qwen3.6:27b,high
xw-810,FIPS 180,FIPS 203,intersects_with,technical_dependency,"""SHA-2 remains the baseline hash for PQC algorithm parameter sets including FIPS 203/204/205.""",2026-05-09,qwen3.6:27b,high
xw-811,FIPS 180,FIPS 204,intersects_with,technical_dependency,"""SHA-2 remains the baseline hash for PQC algorithm parameter sets including FIPS 203/204/205.""",2026-05-09,qwen3.6:27b,high
xw-812,FIPS 180,FIPS 205,intersects_with,technical_dependency,"""SHA-2 remains the baseline hash for PQC algorithm parameter sets including FIPS 203/204/205.""",2026-05-09,qwen3.6:27b,high
xw-813,draft-ietf-tls-rfc8447bis-15,RFC 2119,intersects_with,technical_dependency,"""The key words ... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174] when, and only when, they appear in all capitals""",2026-05-09,qwen3.6:27b,high
xw-814,draft-ietf-tls-rfc8447bis-15,RFC 8174,intersects_with,technical_dependency,"""The key words ... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174] when, and only when, they appear in all capitals""",2026-05-09,qwen3.6:27b,high
xw-7a267587,draft-ietf-ipsecme-ikev2-pqc-auth,RFC-8420,intersects_with,technical_dependency,"""The 'Identity' hash function (value 5) is defined in Section 2 of [RFC8420] and indicates that the input message is used as-is... implementations supporting such PQC signature algorithms MUST include the 'Identity' hash (5)""",2026-05-09,ericamador,high
xw-8bf83336,draft-ietf-ipsecme-ikev2-pqc-auth,RFC-7427,intersects_with,technical_dependency,"""IKEv2 can use arbitrary signature algorithms as described in [RFC7427], where the 'Digital Signature' authentication method supersedes previously defined signature authentication methods.""",2026-05-09,ericamador,high
xw-b502f42f,draft-ietf-ipsecme-ikev2-pqc-auth,draft-ietf-pquip-pqt-hybrid-terminology,intersects_with,technical_dependency,"""This document uses terms defined in [I-D.ietf-pquip-pqt-hybrid-terminology].""",2026-05-09,ericamador,high
xw-d8c229ed,draft-celi-wiggers-tls-authkem,RFC-8410,intersects_with,technical_dependency,"""...certificates can be issued with (EC)DH public keys as specified for instance in [RFC8410]...""",2026-05-09,ericamador,medium
xw-43645dbd,draft-celi-wiggers-tls-authkem,RFC-6960,intersects_with,implementation_guidance,"""...or OCSP stapling [RFC6960]. We use ML-KEM-768 instead of the smaller ML-KEM-512 parameter set...""",2026-05-09,ericamador,medium
xw-810ccef8,draft-celi-wiggers-tls-authkem,draft-ietf-tls-semistatic-dh,intersects_with,technical_dependency,"""This proposal draws inspiration from [I-D.ietf-tls-semistatic-dh], which is in turn based on the OPTLS proposal for TLS 1.3 [KW16].""",2026-05-09,ericamador,high
xw-5f656ff2,draft-wiggers-tls-authkem-psk,draft-ietf-tls-authkem,intersects_with,technical_dependency,"""This mechanism is inspired by AuthKEM (and could use AuthKEM certificate public keys for resumption), but can be independently implemented.""",2026-05-09,ericamador,high
xw-4025a69d,draft-wiggers-tls-authkem-psk,RFC-8410,intersects_with,implementation_guidance,"""certificates can be issued with (EC)DH public keys as specified for instance in [RFC8410]""",2026-05-09,ericamador,medium
xw-1f57435f,draft-wiggers-tls-authkem-psk,draft-ietf-tls-subcerts,intersects_with,implementation_guidance,"""or using a delegation mechanism, such as delegated credentials [I-D.ietf-tls-subcerts].""",2026-05-09,ericamador,medium
xw-fabac00b,draft-wiggers-tls-authkem-psk,draft-ietf-tls-semistatic-dh,intersects_with,technical_dependency,"""This proposal draws inspiration from [I-D.ietf-tls-semistatic-dh], which is in turn based on the OPTLS proposal for TLS 1.3 [KW16].""",2026-05-09,ericamador,medium
xw-37615f2a,RFC 9802,RFC-3647,intersects_with,policy_reference,"""The exact conditions under which stateful HBS certificates may be used is left to certificate policies [RFC3647]""",2026-05-09,ericamador,high
xw-6db3db61,NSA CNSA 2.0,FIPS-197,intersects_with,technical_dependency,"""Table II: CNSA 2.0 symmetric-key algorithms ... Advanced Encryption Standard (AES) ... Specification FIPS PUB 197""",2026-05-09,ericamador,high
xw-a2c112c2,NSA CNSA 2.0 FAQ,FIPS-197,intersects_with,technical_dependency,"""Advanced Encryption Standard (AES) ... Specification FIPS PUB 197 ... Use 256-bit keys for all classification levels.""",2026-05-09,ericamador,high
xw-0dd17560,ANSSI PQC Follow-up Paper,IETF RFC 9370,intersects_with,implementation_guidance,"""XMSS [12] / LMS [15]... The IETF version of their specification is cited above... ANSSI agrees that XMSS or LMS can be a relevant option...""",2026-05-09,ericamador,medium
xw-18594a29,BSI TR-02102-1,HQC Specification,intersects_with,implementation_guidance,"""2.4.4 HQC Key Agreement""",2026-05-09,ericamador,high
xw-a01435f7,BSI TR-02102-1,FIPS 203,intersects_with,implementation_guidance,"""2.4.3 ML-KEM Key Agreement""",2026-05-09,ericamador,high
xw-20460835,RFC 9449,RFC-8705,intersects_with,technical_dependency,"""The mechanism specified herein can be used in cases where other methods of sender-constraining tokens that utilize elements of the underlying secure transport layer, such as [RFC8705]... are not available or desirable.""",2026-05-09,ericamador,high
xw-907f77fb,RFC 9449,RFC-8707,intersects_with,technical_dependency,"""Audience-restricted access tokens (e.g., using the JWT [RFC7519] aud claim) can prevent such misuse. However, doing so in practice has proven to be prohibitively cumbersome for many deployments (despite extensions such as [RFC8707]).""",2026-05-09,ericamador,medium
xw-80423275,RFC 9449,RFC-9110,intersects_with,technical_dependency,"""The terms 'request', 'response', 'header field', and 'target URI' are imported from [RFC9110].""",2026-05-09,ericamador,high
xw-b722e80e,RFC 9449,RFC-5234,intersects_with,technical_dependency,"""This specification uses the Augmented Backus-Naur Form (ABNF) notation of [RFC5234].""",2026-05-09,ericamador,high
xw-ed8b5188,RFC 9449,RFC-7841,intersects_with,policy_reference,"""Further information about Internet Standards is available in Section 2 of RFC 7841.""",2026-05-09,ericamador,high
xw-6bb0e71c,RFC 9449,RFC-8792,intersects_with,technical_dependency,"""Some examples use a single trailing backslash to indicate line wrapping for long values, as per [RFC8792].""",2026-05-09,ericamador,high
xw-9527ae0c,RFC 9019,RFC-6763,intersects_with,technical_dependency,"""Devices also require a mechanism to discover the status tracker(s) and/or firmware servers, for example, using preconfigured hostnames or DNS-based Service Discovery (DNS-SD) [RFC6763].""",2026-05-09,ericamador,high
xw-38346004,RFC 9019,RFC-6024,intersects_with,technical_dependency,"""Trust Anchor: A trust anchor, as defined in RFC 6024 [RFC6024], represents an authoritative entity via a public key and associated data.""",2026-05-09,ericamador,high
xw-c2279fbd,RFC 9019,RFC-8240,intersects_with,technical_dependency,"""The Internet Architecture Board (IAB) organized the Internet of Things Software Update (IoTSU) Workshop [RFC8240] to take a look at the bigger picture.""",2026-05-09,ericamador,high
xw-c49cb704,RFC 9147,RFC-6347,superset_of,technical_dependency,This document obsoletes RFC 6347.,2026-05-09,ericamador,high
xw-08ccad81,RFC 9147,RFC-9146,intersects_with,technical_dependency,"The reader is also assumed to be familiar with [RFC9146], as this document applies the CID functionality to DTLS 1.3.",2026-05-09,ericamador,high
